規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7187419,4302169,2885250,108130,57244,50886,108898,55391,53507,7186651,4304022,2882629,23.7,13.2,39.3
５人以上,"鉱業,採石業,砂利採取業",1857,1446,411,20,16,4,42,33,9,1835,1429,406,2.3,2.3,2.5
５人以上,建設業,337234,288987,48247,3519,3050,469,3285,2468,817,337468,289569,47899,4.1,2.7,12.6
５人以上,製造業,691648,513838,177810,5830,3689,2141,6945,5002,1943,690533,512525,178008,6.8,2.6,18.6
５人以上,電気・ガス・熱供給・水道業,22461,19827,2634,284,284,0,237,229,8,22508,19882,2626,9,8.7,11.5
５人以上,情報通信業,739308,561453,177855,7198,4755,2443,5500,2992,2508,741006,563216,177790,3.2,1.5,8.7
５人以上,"運輸業,郵便業",445162,361635,83527,4033,2954,1079,5191,3914,1277,444004,360675,83329,18.3,12.8,41.9
５人以上,"卸売業,小売業",1426789,786307,640482,18735,8200,10535,18741,8282,10459,1426783,786225,640558,29,15.6,45.5
５人以上,"金融業,保険業",382894,199316,183578,4671,2749,1922,5711,3063,2648,381854,199002,182852,9.8,0.8,19.7
５人以上,"不動産業,物品賃貸業",193900,130200,63700,3537,2110,1427,2421,1209,1212,195016,131101,63915,17.9,13.7,26.6
５人以上,"学術研究,専門・技術サービス業",357376,249375,108001,10535,7280,3255,5639,3482,2157,362272,253173,109099,4.3,1.5,10.8
５人以上,"宿泊業,飲食サービス業",626933,277326,349607,17108,7698,9410,20548,9713,10835,623493,275311,348182,69.8,56.3,80.4
５人以上,"生活関連サービス業,娯楽業",216740,104678,112062,4368,1921,2447,4941,1929,3012,216167,104670,111497,35.8,29.4,41.9
５人以上,"教育,学習支援業",413651,225941,187710,8384,4778,3606,8369,5024,3345,413666,225695,187971,31.3,25.5,38.4
５人以上,"医療,福祉",553306,159795,393511,5691,2140,3551,8346,2132,6214,550651,159803,390848,34.1,26.6,37.2
５人以上,複合サービス事業,20359,10123,10236,97,5,92,262,3,259,20194,10125,10069,23.8,10.1,37.5
５人以上,サービス業（他に分類されないもの）,757801,411922,345879,14120,5615,8505,12720,5916,6804,759201,411621,347580,26,14.1,40
30人以上,調査産業計,5010268,3113953,1896315,65371,36427,28944,67887,35196,32691,5007752,3115184,1892568,17.9,9.3,32
30人以上,"鉱業,採石業,砂利採取業",1857,1446,411,20,16,4,42,33,9,1835,1429,406,2.3,2.3,2.5
30人以上,建設業,208065,179077,28988,1795,1680,115,1571,1262,309,208289,179495,28794,2.2,1.4,7.6
30人以上,製造業,538826,407639,131187,3722,2646,1076,5787,4025,1762,536761,406260,130501,5.2,2.1,14.8
30人以上,電気・ガス・熱供給・水道業,19332,16965,2367,284,284,0,237,229,8,19379,17020,2359,7,6.3,12.8
30人以上,情報通信業,629814,483846,145968,4881,2681,2200,5112,2856,2256,629583,483671,145912,2.5,1.1,7.3
30人以上,"運輸業,郵便業",363952,299746,64206,2641,1832,809,3973,2985,988,362620,298593,64027,16.9,12.8,36.1
30人以上,"卸売業,小売業",859881,491338,368543,7657,3903,3754,9734,4163,5571,857804,491078,366726,23.8,10.7,41.2
30人以上,"金融業,保険業",321229,169345,151884,3660,2240,1420,4852,2611,2241,320037,168974,151063,9.7,0.9,19.6
30人以上,"不動産業,物品賃貸業",128180,84706,43474,1979,1331,648,1504,838,666,128655,85199,43456,18.8,13.5,29.1
30人以上,"学術研究,専門・技術サービス業",254297,188169,66128,10103,7069,3034,4092,2617,1475,260308,192621,67687,2.2,0.9,5.8
30人以上,"宿泊業,飲食サービス業",236941,102772,134169,4266,2095,2171,5770,2083,3687,235437,102784,132653,52.2,37.1,63.9
30人以上,"生活関連サービス業,娯楽業",115993,57673,58320,1247,597,650,1658,816,842,115582,57454,58128,35,22,47.9
30人以上,"教育,学習支援業",326472,186933,139539,7071,4319,2752,7438,4845,2593,326105,186407,139698,27.9,23.6,33.7
30人以上,"医療,福祉",380637,118463,262174,3875,1636,2239,5036,1118,3918,379476,118981,260495,25.5,23,26.7
30人以上,複合サービス事業,7017,4604,2413,34,5,29,3,3,0,7048,4606,2442,28.4,15.1,53.5
30人以上,サービス業（他に分類されないもの）,617775,321231,296544,12136,4093,8043,11078,4712,6366,618833,320612,298221,27,14,40.9
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年１月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
