事業所規模,和暦年,西暦年,年平均・月,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
５～29人,平成18,2006,年平均,20.7,168.6,158.2,10.4,14.6,89,86.5,2.5
５～29人,平成19,2007,年平均,20.6,167.7,158.1,9.6,13.7,83.6,81.4,2.2
５～29人,平成20,2008,年平均,20.4,165.9,155.9,10,13.9,83.3,80.6,2.7
５～29人,平成21,2009,年平均,20.3,164.7,154.6,10.1,13.7,81.8,79.3,2.5
５～29人,平成22,2010,年平均,20.5,167.1,156.7,10.4,14,85.9,83.8,2.1
５～29人,平成23,2011,年平均,20.3,167.3,156.9,10.4,13.8,83.1,81.5,1.6
５～29人,平成24,2012,年平均,20.5,168.7,157.7,11,13.8,82.8,80.7,2.1
５～29人,平成25,2013,年平均,20.4,168.5,157,11.5,13.5,80.2,77.9,2.3
５～29人,平成26,2014,年平均,20.3,168,156.2,11.8,13.2,79.2,76.7,2.5
５～29人,平成26,2014,1月,18.2,150.7,139.8,10.9,12.7,77.1,74.3,2.8
５～29人,平成26,2014,2月,20.2,167,155.5,11.5,12.9,77.2,74.7,2.5
５～29人,平成26,2014,3月,20.1,166.6,154.1,12.5,13,78.4,75.9,2.5
５～29人,平成26,2014,4月,20.9,175.9,162.9,13,13.3,80.3,77.7,2.6
５～29人,平成26,2014,5月,19.8,164,152.5,11.5,13.4,79.5,77.1,2.4
５～29人,平成26,2014,6月,21.3,175.6,163.9,11.7,13.6,80.9,78.7,2.2
５～29人,平成26,2014,7月,21.3,175.8,163.5,12.3,13.7,81.1,78.3,2.8
５～29人,平成26,2014,8月,19.8,163.7,152.6,11.1,13,79.1,76.4,2.7
５～29人,平成26,2014,9月,20.3,168.2,156.7,11.5,13.2,79.8,77.1,2.7
５～29人,平成26,2014,10月,20.6,170.8,158.9,11.9,13.2,78.5,76.3,2.2
５～29人,平成26,2014,11月,20.5,170.5,158.3,12.2,13.2,79.1,76.7,2.4
５～29人,平成26,2014,12月,20.1,167.5,155.4,12.1,13.3,80.2,77.6,2.6
30～99人,平成18,2006,年平均,19.8,164.7,150.6,14.1,14.6,87.9,84.3,3.6
30～99人,平成19,2007,年平均,19.9,165.8,151.3,14.5,15.7,93.3,90,3.3
30～99人,平成20,2008,年平均,19.8,164.2,150.8,13.4,15.1,90.3,86.9,3.4
30～99人,平成21,2009,年平均,19.6,161.2,149,12.2,13.5,78.2,75,3.2
30～99人,平成22,2010,年平均,19.7,162.3,149.7,12.6,13.9,80.6,77.6,3
30～99人,平成23,2011,年平均,19.6,161.7,148.9,12.8,14,83.2,79.7,3.5
30～99人,平成24,2012,年平均,20,169.7,154.1,15.6,15.5,89.9,87.2,2.7
30～99人,平成25,2013,年平均,19.8,168.5,152.6,15.9,15.1,86.7,84,2.7
30～99人,平成26,2014,年平均,19.7,168.2,151.9,16.3,14.9,86.1,83.4,2.7
30～99人,平成26,2014,1月,18.3,155.9,140.5,15.4,14.6,83.9,81,2.9
30～99人,平成26,2014,2月,19.4,166,150,16,14.5,84.1,81.6,2.5
30～99人,平成26,2014,3月,19.4,167.5,149.9,17.6,14.4,84.4,81.8,2.6
30～99人,平成26,2014,4月,20.5,176.6,159.1,17.5,15.1,87.4,84.4,3
30～99人,平成26,2014,5月,19.5,167.5,151.5,16,15.1,87.1,84.2,2.9
30～99人,平成26,2014,6月,20.7,175.9,159.9,16,15.3,88.9,86.2,2.7
30～99人,平成26,2014,7月,20.8,175.4,159,16.4,15.3,87.2,84.4,2.8
30～99人,平成26,2014,8月,18.9,161.7,146.4,15.3,14.4,83.7,81,2.7
30～99人,平成26,2014,9月,19.6,165.8,151.1,14.7,15,85.2,82.6,2.6
30～99人,平成26,2014,10月,20.5,171.6,155.8,15.8,15,85.5,83.1,2.4
30～99人,平成26,2014,11月,19.6,168.3,150.9,17.4,14.8,84.7,82.3,2.4
30～99人,平成26,2014,12月,19.4,164.9,147.8,17.1,14.8,91,88.4,2.6
100～499人,平成18,2006,年平均,19.5,163.9,148.1,15.8,15.1,95.5,91.3,4.2
100～499人,平成19,2007,年平均,19.7,165.2,149.6,15.6,15.9,105.8,100.7,5.1
100～499人,平成20,2008,年平均,19.7,165.1,149.5,15.6,15.8,106.2,101.7,4.5
100～499人,平成21,2009,年平均,19.3,162.1,146.4,15.7,14.6,93.2,89.4,3.8
100～499人,平成22,2010,年平均,19.4,162.6,146.4,16.2,14.7,93.7,89.8,3.9
100～499人,平成23,2011,年平均,19.3,161.4,146.1,15.3,14.5,90.9,87.2,3.7
