規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7178787,4285488,2893299,124432,62485,61947,154586,81641,72945,7148633,4266332,2882301,23.3,12.7,39.1
５人以上,"鉱業,採石業,砂利採取業",1833,1394,439,33,31,2,14,10,4,1852,1415,437,2.2,2.2,2.3
５人以上,建設業,336439,289236,47203,4464,4134,330,2741,2245,496,338162,291125,47037,3.8,2.3,12.9
５人以上,製造業,688948,510904,178044,5642,3939,1703,7553,5768,1785,687037,509075,177962,6.6,2.5,18.6
５人以上,電気・ガス・熱供給・水道業,22440,19802,2638,174,133,41,119,111,8,22495,19824,2671,9.1,8.8,11.5
５人以上,情報通信業,740169,559294,180875,7985,4134,3851,6238,3639,2599,741916,559789,182127,3.2,1.6,8
５人以上,"運輸業,郵便業",445585,359791,85794,5194,4103,1091,9088,7275,1813,441691,356619,85072,17.1,13,34.5
５人以上,"卸売業,小売業",1427416,766292,661124,21750,10873,10877,25791,12326,13465,1423375,764839,658536,30.5,15.6,47.8
５人以上,"金融業,保険業",380895,199766,181129,3218,1437,1781,4508,2222,2286,379605,198981,180624,9.8,0.8,19.7
５人以上,"不動産業,物品賃貸業",195920,131350,64570,1942,1313,629,2892,2032,860,194970,130631,64339,16.1,11.4,25.8
５人以上,"学術研究,専門・技術サービス業",365070,254393,110677,8452,5458,2994,7253,5765,1488,366269,254086,112183,4.7,1.4,12.1
５人以上,"宿泊業,飲食サービス業",619822,275661,344161,25408,9891,15517,28595,12667,15928,616635,272885,343750,68.8,54.4,80.3
５人以上,"生活関連サービス業,娯楽業",215571,102262,113309,6901,3170,3731,4617,2802,1815,217855,102630,115225,34.2,28.4,39.4
５人以上,"教育,学習支援業",408002,221141,186861,5799,3537,2262,16088,9406,6682,397713,215272,182441,29.3,23.3,36.3
５人以上,"医療,福祉",553400,158228,395172,9729,1921,7808,16467,6335,10132,546662,153814,392848,32.7,24.8,35.8
５人以上,複合サービス事業,19997,10187,9810,436,96,340,659,311,348,19774,9972,9802,24.3,10.2,38.6
５人以上,サービス業（他に分類されないもの）,757280,425787,331493,17305,8315,8990,21963,8727,13236,752622,425375,327247,25.1,13.4,40.3
30人以上,調査産業計,4999688,3110534,1889154,73409,40006,33403,102886,57557,45329,4970211,3092983,1877228,17.6,8.9,32
30人以上,"鉱業,採石業,砂利採取業",1833,1394,439,33,31,2,14,10,4,1852,1415,437,2.2,2.2,2.3
30人以上,建設業,207961,179656,28305,2235,2097,138,1290,971,319,208906,180782,28124,2.2,1.4,7.9
30人以上,製造業,535356,405035,130321,4112,3144,968,5815,4695,1120,533653,403484,130169,5.2,2,15.2
30人以上,電気・ガス・熱供給・水道業,19444,17073,2371,174,133,41,119,111,8,19499,17095,2404,7.1,6.3,12.8
30人以上,情報通信業,628598,480386,148212,6129,2877,3252,5440,3036,2404,629287,480227,149060,2.5,1.3,6.5
30人以上,"運輸業,郵便業",363716,296457,67259,4652,3561,1091,8744,7207,1537,359624,292811,66813,16.4,13.2,30.2
30人以上,"卸売業,小売業",856795,475807,380988,8922,4972,3950,13246,7816,5430,852471,472963,379508,25.6,10.7,44.3
30人以上,"金融業,保険業",318868,169639,149229,3038,1389,1649,3717,1721,1996,318189,169307,148882,9.6,0.9,19.5
30人以上,"不動産業,物品賃貸業",128589,84452,44137,1352,854,498,2007,1215,792,127934,84091,43843,16.5,10.6,27.8
30人以上,"学術研究,専門・技術サービス業",262880,196234,66646,7573,5387,2186,6738,5530,1208,263715,196091,67624,1.8,0.7,5.1
30人以上,"宿泊業,飲食サービス業",236065,104672,131393,9066,3141,5925,9051,3666,5385,236080,104147,131933,51.5,36,63.7
30人以上,"生活関連サービス業,娯楽業",115763,57994,57769,2813,1514,1299,2175,1646,529,116401,57862,58539,35,20.9,48.9
30人以上,"教育,学習支援業",321145,184088,137057,3241,2386,855,14210,8318,5892,310176,178156,132020,25.3,20.9,31.3
30人以上,"医療,福祉",378343,117385,260958,4786,1437,3349,11439,4621,6818,371690,114201,257489,24,20.9,25.4
30人以上,複合サービス事業,6950,4506,2444,204,96,108,200,162,38,6954,4440,2514,29.4,15.3,54.3
30人以上,サービス業（他に分類されないもの）,617382,335756,281626,15079,6987,8092,18681,6832,11849,613780,335911,277869,26,13.1,41.6
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年３月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
