規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,534496,511255,465092,46163,23241,124238,122228,114036,8192,2010
100～499人,436057,408889,372095,36794,27168,122640,120685,113571,7114,1955
100人以上,483324,458042,416749,41293,25282,123228,121253,113742,7511,1975
30～99人,378845,363643,335232,28411,15202,108243,106976,102957,4019,1267
５～29人,354673,345631,326312,19319,9042,93910,93368,90646,2722,542
30人以上,449812,427763,390602,37161,22049,116546,114886,108932,5954,1660
５人以上,426025,407228,374528,32700,18797,105651,104529,100131,4398,1122
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年４月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
