規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7298818,4345455,2953363,113997,54321,59676,105640,52588,53052,7307175,4347188,2959987,24.3,13.7,40
５人以上,"鉱業,採石業,砂利採取業",1936,1540,396,24,19,5,14,11,3,1946,1548,398,2.9,2.7,3.5
５人以上,建設業,339660,286868,52792,2440,1671,769,2214,1269,945,339886,287270,52616,4.6,3.2,12.3
５人以上,製造業,695585,508868,186717,5159,3364,1795,4788,2784,2004,695956,509448,186508,7.6,2.8,20.7
５人以上,電気・ガス・熱供給・水道業,21613,19228,2385,88,80,8,52,44,8,21649,19264,2385,13.1,13.1,13.4
５人以上,情報通信業,767684,574562,193122,5152,3587,1565,5986,3667,2319,766850,574482,192368,2.9,1.4,7.5
５人以上,"運輸業,郵便業",450601,360062,90539,5846,3106,2740,5715,3908,1807,450732,359260,91472,19.6,15.1,37.2
５人以上,"卸売業,小売業",1432427,779086,653341,16944,8074,8870,17736,7102,10634,1431635,780058,651577,31.3,16.6,49
５人以上,"金融業,保険業",381846,201207,180639,2376,1260,1116,3157,1594,1563,381065,200873,180192,8.9,0.8,18
５人以上,"不動産業,物品賃貸業",197239,133922,63317,2899,2093,806,4112,2835,1277,196026,133180,62846,15,11.1,23.5
５人以上,"学術研究,専門・技術サービス業",373607,261288,112319,6478,3983,2495,6246,4833,1413,373839,260438,113401,4.8,1.5,12.2
５人以上,"宿泊業,飲食サービス業",644729,295403,349326,22578,10400,12178,20722,9092,11630,646585,296711,349874,68.7,54.6,80.7
５人以上,"生活関連サービス業,娯楽業",222049,107871,114178,4767,1836,2931,3446,1140,2306,223370,108567,114803,40.4,30.2,50
５人以上,"教育,学習支援業",419743,217535,202208,9877,5626,4251,10845,6506,4339,418775,216655,202120,34.3,29.7,39.3
５人以上,"医療,福祉",563083,159484,403599,8068,2488,5580,6679,1632,5047,564472,160340,404132,32.4,24.8,35.4
５人以上,複合サービス事業,19864,10811,9053,64,43,21,104,76,28,19824,10778,9046,23.9,11.5,38.8
５人以上,サービス業（他に分類されないもの）,767152,427720,339432,21237,6691,14546,13824,6095,7729,774565,428316,346249,26,13.4,41.6
30人以上,調査産業計,5071493,3132569,1938924,68502,32694,35808,62417,32933,29484,5077578,3132330,1945248,17.9,9.4,31.6
30人以上,"鉱業,採石業,砂利採取業",1936,1540,396,24,19,5,14,11,3,1946,1548,398,2.9,2.7,3.5
30人以上,建設業,210878,180585,30293,1340,631,709,1142,981,161,211076,180235,30841,2.4,1.6,7.3
30人以上,製造業,539157,403867,135290,3779,2493,1286,3450,2170,1280,539486,404190,135296,5.6,2.2,15.8
30人以上,電気・ガス・熱供給・水道業,18488,16103,2385,88,80,8,52,44,8,18524,16139,2385,7.6,6.7,13.4
30人以上,情報通信業,649759,494027,155732,3902,2726,1176,4585,2730,1855,649076,494023,155053,2.1,1,5.7
30人以上,"運輸業,郵便業",369893,297618,72275,4155,2468,1687,5274,3536,1738,368774,296550,72224,18.2,14.6,32.8
30人以上,"卸売業,小売業",859899,486553,373346,7278,3524,3754,8101,3847,4254,859076,486230,372846,25,11.4,42.8
30人以上,"金融業,保険業",319650,167187,152463,1616,831,785,2321,1180,1141,318945,166838,152107,9,0.8,17.9
30人以上,"不動産業,物品賃貸業",129674,83523,46151,1147,574,573,1018,568,450,129803,83529,46274,14.3,8.6,24.5
30人以上,"学術研究,専門・技術サービス業",266330,196984,69346,4972,2896,2076,5179,3866,1313,266123,196014,70109,2.3,0.9,6.3
30人以上,"宿泊業,飲食サービス業",236398,104992,131406,7017,3411,3606,5201,2306,2895,238214,106097,132117,51.2,35,64.1
30人以上,"生活関連サービス業,娯楽業",118992,59281,59711,1616,630,986,1212,287,925,119396,59624,59772,35.2,20.9,49.6
30人以上,"教育,学習支援業",332403,181653,150750,7658,5177,2481,9516,5590,3926,330545,181240,149305,29.4,25.8,33.7
30人以上,"医療,福祉",385052,117248,267804,3919,1135,2784,3885,1177,2708,385086,117206,267880,23.6,20.4,24.9
30人以上,複合サービス事業,7131,4502,2629,22,1,21,29,1,28,7124,4502,2622,28.9,13.4,55.5
30人以上,サービス業（他に分類されないもの）,625853,336906,288947,19969,6098,13871,11438,4639,6799,634384,338365,296019,26.6,13.4,41.6
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年１２月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
