規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,1405023,494948,451641,43307,910075,136634,119950,111901,8049,16684
100～499人,951777,394604,361028,33576,557173,135717,119494,111934,7560,16223
100人以上,1170134,442946,404682,38264,727188,136040,119655,111923,7732,16385
30～99人,798712,359598,331793,27805,439114,122113,110144,106041,4103,11969
５～29人,646742,347150,328995,18155,299592,98773,92800,89750,3050,5973
30人以上,1052077,416454,381514,34940,635623,129788,115385,109282,6103,14403
５人以上,952384,399408,368597,30811,552976,114604,104328,99719,4609,10276
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年１２月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
