規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7186651,4304827,2881824,111417,53359,58058,119281,60620,58661,7178787,4297566,2881221,23.2,12.9,38.7
５人以上,"鉱業,採石業,砂利採取業",1835,1428,407,26,20,6,28,22,6,1833,1426,407,2.3,2.3,2.5
５人以上,建設業,337468,289180,48288,1866,1579,287,2895,2352,543,336439,288407,48032,4,2.6,12.6
５人以上,製造業,690533,514517,176016,5304,3759,1545,6889,4546,2343,688948,513730,175218,6.6,2.6,18.2
５人以上,電気・ガス・熱供給・水道業,22508,19866,2642,186,182,4,254,246,8,22440,19802,2638,9.1,8.8,11.6
５人以上,情報通信業,741006,565458,175548,4428,2596,1832,5265,3682,1583,740169,564372,175797,3.1,1.5,8.2
５人以上,"運輸業,郵便業",444004,359027,84977,6886,5211,1675,5305,3762,1543,445585,360476,85109,17.4,13.2,35.3
５人以上,"卸売業,小売業",1426783,778969,647814,23811,9849,13962,23178,10456,12722,1427416,778362,649054,29,15.2,45.5
５人以上,"金融業,保険業",381854,198073,183781,5479,3116,2363,6438,4118,2320,380895,197071,183824,10.1,0.8,20
５人以上,"不動産業,物品賃貸業",195016,131127,63889,2823,1782,1041,1919,1004,915,195920,131905,64015,17.1,12.8,25.8
５人以上,"学術研究,専門・技術サービス業",362272,252496,109776,7156,5281,1875,4358,3203,1155,365070,254574,110496,4.5,1.4,11.7
５人以上,"宿泊業,飲食サービス業",623493,279505,343988,22847,9578,13269,26518,12366,14152,619822,276717,343105,68.2,54.2,79.5
５人以上,"生活関連サービス業,娯楽業",216167,103204,112963,5225,1485,3740,5821,1975,3846,215571,102714,112857,31.9,28,35.4
５人以上,"教育,学習支援業",413666,227137,186529,3795,1951,1844,9459,5479,3980,408002,223609,184393,30.6,25.5,36.7
５人以上,"医療,福祉",550651,157720,392931,9808,2089,7719,7059,2388,4671,553400,157421,395979,33.4,24.6,36.9
５人以上,複合サービス事業,20194,10288,9906,50,6,44,247,106,141,19997,10188,9809,22.8,9.4,36.7
５人以上,サービス業（他に分類されないもの）,759201,416832,342369,11727,4875,6852,13648,4915,8733,757280,416792,340488,26.3,14.1,41.3
30人以上,調査産業計,5007752,3123549,1884203,60110,31792,28318,68174,36540,31634,4999688,3118801,1880887,17.3,9,31.1
30人以上,"鉱業,採石業,砂利採取業",1835,1428,407,26,20,6,28,22,6,1833,1426,407,2.3,2.3,2.5
30人以上,建設業,208289,179273,29016,879,808,71,1207,1078,129,207961,179003,28958,2.3,1.5,7.5
30人以上,製造業,536761,407709,129052,3463,2594,869,4868,3502,1366,535356,406801,128555,5.2,2.1,15
30人以上,電気・ガス・熱供給・水道業,19379,17004,2375,186,182,4,121,113,8,19444,17073,2371,7.1,6.3,12.9
30人以上,情報通信業,629583,486124,143459,2833,1632,1201,3818,2499,1319,628598,485257,143341,2.4,1.2,6.5
30人以上,"運輸業,郵便業",362620,296213,66407,5450,4069,1381,4354,3346,1008,363716,296936,66780,16.6,13.4,30.8
30人以上,"卸売業,小売業",857804,487603,370201,10696,4812,5884,11705,5571,6134,856795,486844,369951,22.9,10.1,39.9
30人以上,"金融業,保険業",320037,167877,152160,4328,2521,1807,5497,3473,2024,318868,166925,151943,9.9,0.9,19.9
30人以上,"不動産業,物品賃貸業",128655,85188,43467,1232,725,507,1298,724,574,128589,85189,43400,17.5,12.1,27.9
30人以上,"学術研究,専門・技術サービス業",260308,193804,66504,6298,4963,1335,3726,2836,890,262880,195931,66949,1.7,0.6,4.6
30人以上,"宿泊業,飲食サービス業",235437,106455,128982,6523,2868,3655,5895,2778,3117,236065,106545,129520,49.2,34.4,61.5
30人以上,"生活関連サービス業,娯楽業",115582,59049,56533,2004,454,1550,1823,743,1080,115763,58760,57003,30.3,20.3,40.6
30人以上,"教育,学習支援業",326105,189005,137100,2964,1789,1175,7924,4849,3075,321145,185945,135200,26.8,23.2,31.8
30人以上,"医療,福祉",379476,116293,263183,2846,592,2254,3979,1091,2888,378343,115794,262549,24.6,20.3,26.5
30人以上,複合サービス事業,7048,4607,2441,9,6,3,107,106,1,6950,4507,2443,27.7,13.7,53.5
30人以上,サービス業（他に分類されないもの）,618833,325917,292916,10373,3757,6616,11824,3809,8015,617382,325865,291517,27.4,13.9,42.4
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年２月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
