規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18.9,19.6,17.9,150.5,162.8,132.5,138.5,147.8,124.9,12,15,7.6
５人以上,"鉱業,採石業,砂利採取業",19.8,19.9,19.3,160.3,162.4,151.8,144.7,146,139.5,15.6,16.4,12.3
５人以上,建設業,21.3,21.5,20,182.7,185.5,165.5,163.5,165.1,153.8,19.2,20.4,11.7
５人以上,製造業,19.8,20,19.2,163.5,167.3,153.2,151.4,154.3,143.6,12.1,13,9.6
５人以上,電気・ガス・熱供給・水道業,19.7,19.7,19.7,168.5,169.8,159.8,149.2,149.5,147.2,19.3,20.3,12.6
５人以上,情報通信業,19.7,19.9,19,168.7,172.5,156.8,149.4,152,141.2,19.3,20.5,15.6
５人以上,"運輸業,郵便業",19.4,19.7,18.5,165.8,173.8,134.6,147.5,153.2,125.2,18.3,20.6,9.4
５人以上,"卸売業,小売業",19.3,20,18.5,148.6,161.2,133.5,140.9,151.7,128,7.7,9.5,5.5
５人以上,"金融業,保険業",19.5,20.2,18.9,160.3,170.4,149.1,143.1,150.3,135.2,17.2,20.1,13.9
５人以上,"不動産業,物品賃貸業",20.1,20.4,19.6,162,168.7,148.5,148.8,153.7,139,13.2,15,9.5
５人以上,"学術研究,専門・技術サービス業",20.3,20.6,19.7,172.1,178.4,157.8,151.1,154.2,144.1,21,24.2,13.7
５人以上,"宿泊業,飲食サービス業",15.9,16.8,15.2,111.7,131.1,96.3,104.8,120.7,92.2,6.9,10.4,4.1
５人以上,"生活関連サービス業,娯楽業",18.5,18.6,18.3,146.8,149.3,144.5,137.2,139.2,135.4,9.6,10.1,9.1
５人以上,"教育,学習支援業",16.7,17.2,16.2,117.8,120.8,114.5,114.4,117.6,110.8,3.4,3.2,3.7
５人以上,"医療,福祉",17.6,17.6,17.6,131.1,137,128.8,125.3,129.7,123.6,5.8,7.3,5.2
５人以上,複合サービス事業,19,19.5,18.6,146,154.6,137.2,138.7,145.6,131.6,7.3,9,5.6
５人以上,サービス業（他に分類されないもの）,18.8,19.7,17.7,147.6,163,128.5,134.8,146.1,120.9,12.8,16.9,7.6
30人以上,調査産業計,19.1,19.6,18.3,154.8,164.9,138.4,141.1,148.3,129.4,13.7,16.6,9
30人以上,"鉱業,採石業,砂利採取業",19.8,19.9,19.3,160.3,162.4,151.8,144.7,146,139.5,15.6,16.4,12.3
30人以上,建設業,20.9,21.1,19.8,182.3,184.3,170.2,160.1,160.9,155.3,22.2,23.4,14.9
30人以上,製造業,19.5,19.7,18.8,162.4,165.6,153,149.3,151.7,142.2,13.1,13.9,10.8
30人以上,電気・ガス・熱供給・水道業,19.9,20,19.7,171.7,173.3,160.4,151,151.6,146.9,20.7,21.7,13.5
30人以上,情報通信業,19.6,19.9,18.9,169.4,173,157.7,148.5,151,140.2,20.9,22,17.5
30人以上,"運輸業,郵便業",19.2,19.4,18.2,167,174.3,137.4,147.9,153.1,126.8,19.1,21.2,10.6
30人以上,"卸売業,小売業",19.6,20.1,18.9,151,162.8,135.5,142.6,152.6,129.6,8.4,10.2,5.9
30人以上,"金融業,保険業",19.5,20.1,18.9,161,171,149.9,142.5,149.5,134.7,18.5,21.5,15.2
30人以上,"不動産業,物品賃貸業",19.7,20.1,19,156.2,163,143.6,143.9,149.3,133.8,12.3,13.7,9.8
30人以上,"学術研究,専門・技術サービス業",20.4,20.6,19.8,176.4,180.7,164.2,152.1,153.9,147.2,24.3,26.8,17
30人以上,"宿泊業,飲食サービス業",17.9,18.5,17.4,134.3,152.4,119.9,124.6,138.9,113.3,9.7,13.5,6.6
30人以上,"生活関連サービス業,娯楽業",18.5,19.3,17.7,147.4,157.5,137.8,137,145.7,128.7,10.4,11.8,9.1
30人以上,"教育,学習支援業",16.9,17.1,16.6,119.4,120.7,117.8,116.3,117.8,114.4,3.1,2.9,3.4
30人以上,"医療,福祉",18.2,17.9,18.4,140.5,142,139.9,134,134.1,134,6.5,7.9,5.9
30人以上,複合サービス事業,19,19.7,17.7,140.6,155.1,115.7,130.4,142.5,109.5,10.2,12.6,6.2
30人以上,サービス業（他に分類されないもの）,18.5,19.4,17.5,145.1,161.4,126.7,132.1,144,118.7,13,17.4,8
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年６月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
