規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,17.1,17.7,16.1,136,147,119.4,124.2,132.4,111.9,11.8,14.6,7.5
５人以上,"鉱業,採石業,砂利採取業",18.1,18.2,17.7,153.4,156.7,141.8,131.7,133.1,126.8,21.7,23.6,15
５人以上,建設業,18.2,18.5,16.4,156.8,159.6,139.3,138.6,140.5,126.9,18.2,19.1,12.4
５人以上,製造業,17.3,17.5,16.7,143.2,146.5,134,131.7,134.2,124.6,11.5,12.3,9.4
５人以上,電気・ガス・熱供給・水道業,17.6,17.7,16.8,152.5,154.4,137.6,133,134,125.1,19.5,20.4,12.5
５人以上,情報通信業,17.8,18.1,16.9,153.4,157.2,141.8,134.4,137.1,126,19,20.1,15.8
５人以上,"運輸業,郵便業",18.5,18.9,17.1,159.3,167.5,123.8,137.7,143.6,112.3,21.6,23.9,11.5
５人以上,"卸売業,小売業",17.6,18,17.1,135.2,144.9,123.2,127.4,135.3,117.6,7.8,9.6,5.6
５人以上,"金融業,保険業",17.8,18.4,17.2,145.7,155.3,135.3,129.9,136.7,122.6,15.8,18.6,12.7
５人以上,"不動産業,物品賃貸業",18,18.3,17.4,142.9,148.4,131.7,131.5,135.7,122.8,11.4,12.7,8.9
５人以上,"学術研究,専門・技術サービス業",17.4,17.7,16.6,146.5,152,133.8,128.7,131.6,121.9,17.8,20.4,11.9
５人以上,"宿泊業,飲食サービス業",15.4,16.5,14.5,109,128.5,93.6,101.9,118,89.2,7.1,10.5,4.4
５人以上,"生活関連サービス業,娯楽業",16.8,17.3,16.4,131.9,137,127.2,123.6,128.1,119.5,8.3,8.9,7.7
５人以上,"教育,学習支援業",14.8,15.1,14.4,104.5,107.3,101.1,101.5,104.3,98,3,3,3.1
５人以上,"医療,福祉",15.6,15.8,15.5,117,123.4,114.3,111.2,115.9,109.2,5.8,7.5,5.1
５人以上,複合サービス事業,17.1,17.3,17,132.3,137.1,127.5,125.1,128.4,121.8,7.2,8.7,5.7
５人以上,サービス業（他に分類されないもの）,17,18.1,15.7,132.6,149.7,112.4,120,132.7,104.9,12.6,17,7.5
30人以上,調査産業計,17.5,18,16.7,141.3,150.8,125.8,127.9,134.5,117,13.4,16.3,8.8
30人以上,"鉱業,採石業,砂利採取業",18.1,18.2,17.7,153.4,156.7,141.8,131.7,133.1,126.8,21.7,23.6,15
30人以上,建設業,18.7,19,16.7,162.3,164.7,147.8,140.8,142.3,131.7,21.5,22.4,16.1
30人以上,製造業,17.4,17.6,16.8,145.1,147.9,136.5,132.7,134.8,126.2,12.4,13.1,10.3
30人以上,電気・ガス・熱供給・水道業,17.8,17.9,17,155,157.1,140,134,135.1,126.5,21,22,13.5
30人以上,情報通信業,17.9,18.2,17.1,155.6,159,144.5,134.9,137.3,127,20.7,21.7,17.5
30人以上,"運輸業,郵便業",18.6,18.8,17.2,160.4,167.1,128.9,138.4,143.1,116.2,22,24,12.7
30人以上,"卸売業,小売業",18.4,18.6,18,141.5,150.6,129.4,132.7,140,123.1,8.8,10.6,6.3
30人以上,"金融業,保険業",17.8,18.3,17.1,145.8,155.1,135.4,129.2,135.8,121.7,16.6,19.3,13.7
30人以上,"不動産業,物品賃貸業",17.9,18.3,17.1,140.3,146.3,128.5,129,134.1,119.1,11.3,12.2,9.4
30人以上,"学術研究,専門・技術サービス業",17.7,17.9,17.2,152.4,155.6,143.2,131.6,133,127.6,20.8,22.6,15.6
30人以上,"宿泊業,飲食サービス業",17.6,18.6,16.8,130.9,151.8,114.8,120.4,136.5,108,10.5,15.3,6.8
30人以上,"生活関連サービス業,娯楽業",16.4,17.2,15.6,129.1,140.3,118.2,121.8,131.5,112.3,7.3,8.8,5.9
30人以上,"教育,学習支援業",14.9,15,14.7,106.2,107.3,104.8,103.2,104.4,101.5,3,2.9,3.3
30人以上,"医療,福祉",16.3,16.2,16.4,126.6,129.1,125.5,120,121,119.5,6.6,8.1,6
30人以上,複合サービス事業,17.4,17.5,17.1,129.5,137.8,113.7,118,124.8,105,11.5,13,8.7
30人以上,サービス業（他に分類されないもの）,16.9,18,15.7,131.7,150.2,111.8,118.7,132.2,104.2,13,18,7.6
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年１月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
