規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,472283,560476,316546,454976,537968,308422,415221,39755,17307,22508,8124
100～499人,358670,425062,248280,347409,410808,241995,319461,27948,11261,14254,6285
100人以上,411213,488436,279207,397156,470319,272089,363748,33408,14057,18117,7118
30～99人,305245,365079,220294,300070,358404,217249,279943,20127,5175,6675,3045
５～29人,258671,326147,178115,246551,309071,171912,235145,11406,12120,17076,6203
30人以上,375009,448281,257555,363986,433889,251934,335115,28871,11023,14392,5621
５人以上,339423,414050,230280,328065,398906,224459,304536,23529,11358,15144,5821
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年８月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
