規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18,18.7,16.9,144.2,156.8,125.6,131.2,140.5,117.4,13,16.3,8.2
５人以上,"鉱業,採石業,砂利採取業",19.2,19.4,18.5,162.4,167.2,147.1,136.4,138.1,130.9,26,29.1,16.2
５人以上,建設業,20.5,20.7,18.9,175.7,178.7,157.8,153.8,155.3,144.7,21.9,23.4,13.1
５人以上,製造業,18.6,18.9,17.8,155.3,159.3,144.1,141.6,144.5,133.4,13.7,14.8,10.7
５人以上,電気・ガス・熱供給・水道業,18.4,18.5,18.1,162.1,163.3,152.1,139,139.5,134.9,23.1,23.8,17.2
５人以上,情報通信業,18.9,19.2,17.9,162.8,166.8,150.5,142.5,145.5,133.4,20.3,21.3,17.1
５人以上,"運輸業,郵便業",18.5,18.8,17.5,163.4,170.6,133.1,142.4,147.4,121.5,21,23.2,11.6
５人以上,"卸売業,小売業",18.2,19,17.3,140.1,153.7,124.2,131.8,143.4,118.3,8.3,10.3,5.9
５人以上,"金融業,保険業",18.3,18.9,17.6,150.4,160.6,139.2,133.3,140.6,125.3,17.1,20,13.9
５人以上,"不動産業,物品賃貸業",19.3,19.6,18.7,154,160.5,140.8,140.6,146,129.7,13.4,14.5,11.1
５人以上,"学術研究,専門・技術サービス業",19.4,19.7,18.7,165.7,171.6,152.3,143.2,146,136.8,22.5,25.6,15.5
５人以上,"宿泊業,飲食サービス業",15.4,16.5,14.5,110.4,130.8,94,103.2,120.2,89.6,7.2,10.6,4.4
５人以上,"生活関連サービス業,娯楽業",17.8,18.1,17.6,141.4,145,138.3,132.5,135.8,129.7,8.9,9.2,8.6
５人以上,"教育,学習支援業",15.1,15.6,14.6,108.7,112.4,104.2,105,108.9,100.4,3.7,3.5,3.8
５人以上,"医療,福祉",16.6,16.6,16.5,124.2,130.5,121.7,118.4,122.9,116.6,5.8,7.6,5.1
５人以上,複合サービス事業,18.3,18.5,18,143,148.3,137.5,133.5,137,129.9,9.5,11.3,7.6
５人以上,サービス業（他に分類されないもの）,18.1,19,16.9,143.5,159.1,123.2,128.8,139.7,114.7,14.7,19.4,8.5
30人以上,調査産業計,18.2,18.7,17.3,148.4,158.7,131.4,133.6,140.8,121.7,14.8,17.9,9.7
30人以上,"鉱業,採石業,砂利採取業",19.2,19.4,18.5,162.4,167.2,147.1,136.4,138.1,130.9,26,29.1,16.2
30人以上,建設業,20.2,20.5,18.8,174.3,176.2,162,149.7,150.3,145.6,24.6,25.9,16.4
30人以上,製造業,18.4,18.7,17.7,155.4,158.8,145.2,140.6,143,133.2,14.8,15.8,12
30人以上,電気・ガス・熱供給・水道業,18.7,18.8,18.1,165.7,167.2,154.1,140.7,141.4,135.3,25,25.8,18.8
30人以上,情報通信業,18.8,19.1,17.8,163.6,167.3,151.5,141.6,144.5,132.2,22,22.8,19.3
30人以上,"運輸業,郵便業",18.4,18.6,17.6,165.2,171.1,138.9,143.7,147.8,125.3,21.5,23.3,13.6
30人以上,"卸売業,小売業",18.6,19.1,17.9,143.4,155.8,127.7,134,144.3,121,9.4,11.5,6.7
30人以上,"金融業,保険業",18.3,18.9,17.6,151.4,161,140.4,132.9,139.7,125.2,18.5,21.3,15.2
30人以上,"不動産業,物品賃貸業",18.9,19.3,18.1,149,155.7,136,135.6,141.5,124.2,13.4,14.2,11.8
30人以上,"学術研究,専門・技術サービス業",19.5,19.7,18.8,168.7,172.7,157.2,144,145.8,138.9,24.7,26.9,18.3
30人以上,"宿泊業,飲食サービス業",17.3,18.2,16.6,131.4,151.3,115.6,120.7,136.2,108.4,10.7,15.1,7.2
30人以上,"生活関連サービス業,娯楽業",17.1,17.7,16.5,135.5,142.8,128.2,127.9,134.4,121.4,7.6,8.4,6.8
30人以上,"教育,学習支援業",15.1,15.4,14.7,109.4,111.5,106.5,105.9,108.2,102.8,3.5,3.3,3.7
30人以上,"医療,福祉",17.3,17.1,17.3,133.5,135.8,132.5,126.8,127.6,126.5,6.7,8.2,6
30人以上,複合サービス事業,18.4,18.9,17.6,140,151,120.3,125.8,134.7,109.8,14.2,16.3,10.5
30人以上,サービス業（他に分類されないもの）,17.9,18.8,16.7,142.7,159.7,122.1,127.3,138.9,113.3,15.4,20.8,8.8
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年３月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
