事業所規模,和暦年,西暦年,年平均・月,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
５～29人,平成18,2006,年平均,318621,390200,218327,273498,333397,189570,262175,11323,45123,56803,28757
５～29人,平成19,2007,年平均,311198,390251,205738,264419,329283,177887,253796,10623,46779,60968,27851
５～29人,平成20,2008,年平均,300370,379948,202860,259287,326393,177059,248181,11106,41083,53555,25801
５～29人,平成21,2009,年平均,291834,370510,195722,255708,322866,173667,244765,10943,36126,47644,22055
５～29人,平成22,2010,年平均,296105,369455,200921,258004,320203,177290,247129,10875,38101,49252,23631
５～29人,平成23,2011,年平均,284580,353787,196257,251685,312094,174591,241016,10669,32895,41693,21666
５～29人,平成24,2012,年平均,285274,360210,195443,253359,318590,175162,241882,11477,31915,41620,20281
５～29人,平成25,2013,年平均,287111,362936,196798,251923,315958,175653,239766,12157,35188,46978,21145
５～29人,平成26,2014,年平均,285618,361318,196146,248748,311748,174286,236698,12050,36870,49570,21860
５～29人,平成26,2014,1月,262397,329374,181949,247868,310741,172349,236161,11707,14529,18633,9600
５～29人,平成26,2014,2月,251459,314458,177043,248361,310834,174566,236747,11614,3098,3624,2477
５～29人,平成26,2014,3月,263197,331756,183068,250647,314180,176392,237887,12760,12550,17576,6676
５～29人,平成26,2014,4月,258738,323177,183517,252823,314965,180284,239610,13213,5915,8212,3233
５～29人,平成26,2014,5月,259556,326847,181589,249236,312369,176087,237606,11630,10320,14478,5502
５～29人,平成26,2014,6月,341492,432860,234621,251067,313270,178309,239271,11796,90425,119590,56312
５～29人,平成26,2014,7月,329055,418685,222971,246470,308343,173238,234259,12211,82585,110342,49733
５～29人,平成26,2014,8月,258671,326147,178115,246551,309071,171912,235145,11406,12120,17076,6203
５～29人,平成26,2014,9月,252591,317545,175464,248302,312117,172528,236528,11774,4289,5428,2936
５～29人,平成26,2014,10月,254257,320294,175869,247381,311309,171496,235397,11984,6876,8985,4373
５～29人,平成26,2014,11月,260593,329716,178415,248380,312821,171767,236132,12248,12213,16895,6648
５～29人,平成26,2014,12月,433130,560971,280182,247998,311111,172490,235731,12267,185132,249860,107692
30～99人,平成18,2006,年平均,407296,494973,273071,325373,394378,219734,303436,21937,81923,100595,53337
30～99人,平成19,2007,年平均,425608,509899,279802,336918,399631,228439,316945,19973,88690,110268,51363
30～99人,平成20,2008,年平均,445663,526904,293033,350434,411503,235702,331064,19370,95229,115401,57331
