規模,産業,一般労働者／前月末労働者数(人),一般労働者／本月中の増加労働者数(人),一般労働者／本月中の減少労働者数(人),一般労働者／本月末労働者数(人),パートタイム労働者／前月末労働者数(人),パートタイム労働者／本月中の増加労働者数(人),パートタイム労働者／本月中の減少労働者数(人),パートタイム労働者／本月末労働者数(人)
５人以上,調査産業計,5572513,79356,85645,5566503,1741471,72020,49214,1763998
５人以上,"鉱業,採石業,砂利採取業",1893,31,49,1874,54,1,0,56
５人以上,建設業,331227,2241,4398,329071,15442,91,34,15498
５人以上,製造業,651155,7016,8262,650009,49134,1416,995,49455
５人以上,電気・ガス・熱供給・水道業,20052,739,1886,18904,2813,103,58,2859
５人以上,情報通信業,744850,11818,11101,745567,21475,724,473,21726
５人以上,"運輸業,郵便業",365490,4908,5269,365129,79601,2127,1381,80347
５人以上,"卸売業,小売業",992460,13691,11327,994982,444618,14236,7823,450873
５人以上,"金融業,保険業",347884,5859,6842,346902,36137,940,507,36569
５人以上,"不動産業,物品賃貸業",169904,2354,2632,169634,29827,517,892,29444
５人以上,"学術研究,専門・技術サービス業",361016,8883,11096,358804,15766,715,564,15916
５人以上,"宿泊業,飲食サービス業",199487,4160,4839,198811,444113,25001,16929,452182
５人以上,"生活関連サービス業,娯楽業",140294,1161,1738,139841,87612,3453,2081,88860
５人以上,"教育,学習支援業",281258,1200,2359,280099,137274,9462,8589,138147
５人以上,"医療,福祉",380589,4265,3537,381264,182719,5165,3948,183989
５人以上,複合サービス事業,15179,188,201,15167,4801,56,43,4813
５人以上,サービス業（他に分類されないもの）,569775,10842,10109,570445,190085,8013,4897,193264
30人以上,調査産業計,4204788,57740,66805,4195611,884686,33090,25726,892162
30人以上,"鉱業,採石業,砂利採取業",1893,31,49,1874,54,1,0,56
30人以上,建設業,210280,1461,2226,209516,4649,91,34,4705
30人以上,製造業,517707,5792,7052,516448,28950,1053,633,29369
30人以上,電気・ガス・熱供給・水道業,18359,739,1886,17211,1381,103,58,1427
30人以上,情報通信業,636861,8134,9384,635610,13223,452,258,13418
30人以上,"運輸業,郵便業",302905,4372,5003,302275,60886,1605,1019,61471
30人以上,"卸売業,小売業",652963,6750,7125,652579,210629,4945,3412,212171
30人以上,"金融業,保険業",290514,4194,4935,289774,30964,690,507,31146
30人以上,"不動産業,物品賃貸業",110382,1809,1653,110546,19635,517,498,19646
30人以上,"学術研究,専門・技術サービス業",266383,7844,10321,263907,5451,276,157,5569
30人以上,"宿泊業,飲食サービス業",116850,2198,2520,116531,123257,5625,5244,123635
30人以上,"生活関連サービス業,娯楽業",77497,702,552,77647,41914,1034,1096,41852
30人以上,"教育,学習支援業",237659,963,1695,236926,89933,8664,6474,92124
30人以上,"医療,福祉",293348,2703,2473,293525,93059,1672,1632,93152
30人以上,複合サービス事業,5175,73,86,5163,2049,14,1,2061
30人以上,サービス業（他に分類されないもの）,466012,9975,9845,466079,158652,6348,4703,160360
,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年７月分,,,,,,,,,
第７表  産業、就業形態別労働者数,,,,,,,,,
