規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,508226,492581,453821,38760,15645,125785,124033,116637,7396,1752
100～499人,412399,397363,365087,32276,15036,118709,116799,110133,6666,1910
100人以上,458472,443143,407749,35394,15329,121304,119452,112518,6934,1852
30～99人,362486,353639,326475,27164,8847,101829,101144,97212,3932,685
５～29人,363850,341153,324167,16986,22697,89608,88989,86274,2715,619
30人以上,428230,414943,382142,32801,13287,112441,111120,105552,5568,1321
５人以上,412124,396483,367639,28844,15641,101628,100640,96423,4217,988
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年１月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
