規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,674544,804545,442817,452926,534005,308401,413468,39458,221618,270540,134416
100～499人,460319,553959,302053,351890,414945,245317,322673,29217,108429,139014,56736
100人以上,559547,671241,366074,398689,470669,274008,364728,33961,160858,200572,92066
30～99人,417145,507492,287058,298588,354406,218218,277178,21410,118557,153086,68840
５～29人,329055,418685,222971,246470,308343,173238,234259,12211,82585,110342,49733
30人以上,510949,617966,337064,364527,432843,253525,334850,29677,146422,185123,83539
５人以上,455463,562636,297656,328514,398276,225794,304165,24349,126949,164360,71862
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年７月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
