規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,19.2,19.5,18.6,156.5,162.4,145.7,141,145.3,133.2,15.5,17.1,12.5
100～499人,19.1,19.6,18.2,157.2,167.4,139.9,141.6,149.1,128.9,15.6,18.3,11
100人以上,19.1,19.6,18.4,156.8,165,142.5,141.3,147.3,130.8,15.5,17.7,11.7
30～99人,19.3,19.9,18.4,156.5,169.7,137.4,142.3,151.7,128.7,14.2,18,8.7
５～29人,18.1,19.3,16.8,140.7,158.2,120.1,131.6,146.1,114.5,9.1,12.1,5.6
30人以上,19.2,19.7,18.4,156.8,166.5,140.6,141.7,148.7,130,15.1,17.8,10.6
５人以上,18.9,19.6,17.9,151.9,164.3,133.6,138.6,148,124.7,13.3,16.3,8.9
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年４月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
