規模,現金給与総額／計(円),現金給与総額／男(円),現金給与総額／女(円),きまって支給する給与／計(円),きまって支給する給与／男(円),きまって支給する給与／女(円),所定内給与(円),所定外給与(円),特別に支払われた給与／計(円),特別に支払われた給与／男(円),特別に支払われた給与／女(円)
500人以上,1260857,1538044,776444,452326,538203,302246,413026,39300,808531,999841,474198
100～499人,804912,984452,505215,345093,409753,237158,316199,28894,459819,574699,268057
100人以上,1015735,1242758,628679,394676,469688,266786,360971,33705,621059,773070,361893
30～99人,639837,778803,438063,301023,358353,217782,278783,22240,338814,420450,220281
５～29人,433130,560971,280182,247998,311111,172490,235731,12267,185132,249860,107692
30人以上,887460,1090877,559360,362717,433241,248965,332924,29793,524743,657636,310395
５人以上,748824,942882,463560,327711,399132,222723,303266,24445,421113,543750,240837
,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年１２月分,,,,,,,,,,,
第８表  規模、性別常用労働者の１人平均月間現金給与額,,,,,,,,,,,
調査産業計,,,,,,,,,,,
