規模,一般労働者／出勤日数(日),一般労働者／総実労働時間(時間),一般労働者／所定内労働時間(時間),一般労働者／所定外労働時間(時間),パートタイム労働者／出勤日数(日),パートタイム労働者／総実労働時間(時間),パートタイム労働者／所定内労働時間(時間),パートタイム労働者／所定外労働時間(時間)
500人以上,20.2,166.9,151,15.9,14.5,90.2,86.1,4.1
100～499人,20,167.5,151,16.5,14.7,91.9,88,3.9
100人以上,20.1,167.2,151,16.2,14.7,91.2,87.3,3.9
30～99人,20.5,171.6,155.8,15.8,15,85.5,83.1,2.4
５～29人,20.6,170.8,158.9,11.9,13.2,78.5,76.3,2.2
30人以上,20.2,168.6,152.5,16.1,14.8,88.6,85.4,3.2
５人以上,20.3,169.2,154.1,15.1,14,83.6,80.9,2.7
,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年１０月分,,,,,,,,
第11表  規模、就業形態別労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,
調査産業計,,,,,,,,
