規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,549877,500188,457780,42408,49689,122563,118409,110617,7792,4154
100～499人,448338,405119,368537,36582,43219,120581,118195,111835,6360,2386
100人以上,497266,450929,411540,39389,46337,121290,118272,111400,6872,3018
30～99人,396393,359727,331297,28430,36666,103835,102432,98964,3468,1403
５～29人,361735,342379,323920,18459,19356,91454,90765,87937,2828,689
30人以上,465132,421876,385978,35898,43256,113364,111079,105753,5326,2285
５人以上,439044,401818,370320,31498,37226,102985,101456,97313,4143,1529
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年３月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
