規模,産業,前月末労働者数／計(人),前月末労働者数／男(人),前月末労働者数／女(人),本月中の増加労働者数／計(人),本月中の増加労働者数／男(人),本月中の増加労働者数／女(人),本月中の減少労働者数／計(人),本月中の減少労働者数／男(人),本月中の減少労働者数／女(人),本月末労働者数／計(人),本月末労働者数／男(人),本月末労働者数／女(人),パートタイム労働者比率／計(％),パートタイム労働者比率／男(％),パートタイム労働者比率／女(％)
５人以上,調査産業計,7324387,4349555,2974832,112147,56288,55859,141498,72769,68729,7295036,4333074,2961962,23.8,13.2,39.4
５人以上,"鉱業,採石業,砂利採取業",1930,1507,423,22,16,6,17,15,2,1935,1508,427,2.7,2.8,2.3
５人以上,建設業,344569,289090,55479,2427,1736,691,4632,3159,1473,342364,287667,54697,4,2.6,11.6
５人以上,製造業,693350,508546,184804,3857,2684,1173,8667,5362,3305,688540,505868,182672,7.1,2.6,19.7
５人以上,電気・ガス・熱供給・水道業,21763,19412,2351,101,97,4,212,204,8,21652,19305,2347,13.3,13.2,13.6
５人以上,情報通信業,767293,576388,190905,5975,4039,1936,7817,4984,2833,765451,575443,190008,2.5,1.2,6.5
５人以上,"運輸業,郵便業",445476,358295,87181,5701,4289,1412,5588,4033,1555,445589,358551,87038,18.8,14.2,37.6
５人以上,"卸売業,小売業",1445855,782997,662858,18546,8992,9554,28007,12380,15627,1436394,779609,656785,30.7,16.1,48.1
５人以上,"金融業,保険業",383471,203487,179984,3564,1932,1632,4856,2566,2290,382179,202853,179326,9.4,0.8,19.1
５人以上,"不動産業,物品賃貸業",199078,133948,65130,1862,943,919,2455,1161,1294,198485,133730,64755,14.8,9.9,25
５人以上,"学術研究,専門・技術サービス業",374720,263568,111152,7788,5513,2275,5672,3931,1741,376836,265150,111686,3.8,0.8,10.9
５人以上,"宿泊業,飲食サービス業",650993,297000,353993,25712,12097,13615,29465,15026,14439,647240,294071,353169,69,55.6,80.2
５人以上,"生活関連サービス業,娯楽業",228701,107129,121572,2756,1272,1484,5476,2831,2645,225981,105570,120411,41.7,31.4,50.7
５人以上,"教育,学習支援業",418246,213267,204979,5515,2643,2872,14648,7422,7226,409113,208488,200625,30.3,24.7,36.1
５人以上,"医療,福祉",565253,162082,403171,9432,2482,6950,10198,3345,6853,564487,161219,403268,31.8,24.3,34.7
５人以上,複合サービス事業,19980,10917,9063,86,60,26,93,92,1,19973,10885,9088,24.2,11.1,40
５人以上,サービス業（他に分類されないもの）,763709,421922,341787,18803,7493,11310,13695,6258,7437,768817,423157,345660,25.9,13.8,40.5
30人以上,調査産業計,5081659,3129733,1951926,64605,32791,31814,80294,43092,37202,5065970,3119432,1946538,17.5,8.9,31.3
30人以上,"鉱業,採石業,砂利採取業",1930,1507,423,22,16,6,17,15,2,1935,1508,427,2.7,2.8,2.3
30人以上,建設業,214221,181208,33013,972,574,398,3507,2313,1194,211686,179469,32217,1.5,0.6,6.2
30人以上,製造業,539703,404131,135572,2815,1896,919,7091,4609,2482,535427,401418,134009,5.4,2.1,15.3
30人以上,電気・ガス・熱供給・水道業,18638,16287,2351,101,97,4,212,204,8,18527,16180,2347,7.8,6.9,13.6
30人以上,情報通信業,649028,495065,153963,4837,3048,1789,5487,3286,2201,648378,494827,153551,1.7,0.9,4.4
30人以上,"運輸業,郵便業",363746,294313,69433,4293,3178,1115,3894,2339,1555,364145,295152,68993,17.5,13.7,33.7
30人以上,"卸売業,小売業",864750,488360,376390,7766,4268,3498,12401,6796,5605,860115,485832,374283,24.3,10.8,41.7
30人以上,"金融業,保険業",320920,169230,151690,3239,1856,1383,3764,2307,1457,320395,168779,151616,9.5,0.7,19.2
30人以上,"不動産業,物品賃貸業",130192,83713,46479,1463,776,687,1605,691,914,130050,83798,46252,15.1,8.4,27.2
30人以上,"学術研究,専門・技術サービス業",269476,200696,68780,6129,4662,1467,4746,3543,1203,270859,201815,69044,1.8,0.8,5
30人以上,"宿泊業,飲食サービス業",240166,104915,135251,7989,3911,4078,6686,2924,3762,241469,105902,135567,52,36.5,64.1
30人以上,"生活関連サービス業,娯楽業",119499,58071,61428,1377,558,819,1418,623,795,119458,58006,61452,36.9,23.1,49.8
30人以上,"教育,学習支援業",329050,179650,149400,4013,1945,2068,12724,6876,5848,320339,174719,145620,24.8,21,29.5
30人以上,"医療,福祉",386677,118013,268664,5985,2105,3880,5485,1945,3540,387177,118173,269004,23.6,20.4,24.9
30人以上,複合サービス事業,7224,4571,2653,29,3,26,36,35,1,7217,4539,2678,28.9,13.5,55
30人以上,サービス業（他に分類されないもの）,626439,330003,296436,13575,3898,9677,11221,4586,6635,628793,329315,299478,27.1,13.8,41.8
,,,,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年８月分,,,,,,,,,,,,,,,,
第３表  産業、性別常用労働者数及びパートタイム労働者比率,,,,,,,,,,,,,,,,
