規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18.9,19.6,17.9,151.9,164.3,133.6,138.6,148,124.7,13.3,16.3,8.9
５人以上,"鉱業,採石業,砂利採取業",20.6,20.7,20.1,169.8,172.6,159.4,150,151.4,144.8,19.8,21.2,14.6
５人以上,建設業,20.8,21.1,19.3,179.6,182.4,161.9,157.3,158.8,147.8,22.3,23.6,14.1
５人以上,製造業,19.6,19.9,18.8,163.6,167.6,152,149.9,153,140.8,13.7,14.6,11.2
５人以上,電気・ガス・熱供給・水道業,19.8,19.9,19.2,171.4,172.8,160.9,150.3,151.2,143.7,21.1,21.6,17.2
５人以上,情報通信業,19.7,19.9,18.9,168.9,172.2,157.9,148.7,151.2,140.4,20.2,21,17.5
５人以上,"運輸業,郵便業",19.5,19.6,18.9,176.5,184.6,143.1,156.4,162.6,130.6,20.1,22,12.5
５人以上,"卸売業,小売業",19.1,19.7,18.4,148.5,160.7,134,139.5,149.8,127.3,9,10.9,6.7
５人以上,"金融業,保険業",19.7,20.4,18.9,161.6,171.4,150.9,143.4,151,135.2,18.2,20.4,15.7
５人以上,"不動産業,物品賃貸業",19.9,20.1,19.4,161.7,166.7,151.9,147.3,151.3,139.4,14.4,15.4,12.5
５人以上,"学術研究,専門・技術サービス業",20.6,21.1,19.6,177.6,185.4,160.2,154.8,159.2,145,22.8,26.2,15.2
５人以上,"宿泊業,飲食サービス業",16,17.2,15.1,114.3,135.2,97.6,106.6,123.9,92.9,7.7,11.3,4.7
５人以上,"生活関連サービス業,娯楽業",18.7,18.9,18.6,148.9,152.1,146.1,138.5,141.1,136.3,10.4,11,9.8
５人以上,"教育,学習支援業",16.7,17.1,16.2,120.4,123.8,116.3,115.9,119.8,111.3,4.5,4,5
５人以上,"医療,福祉",17.5,17.6,17.5,130.8,137.3,128.3,124.8,129.6,122.9,6,7.7,5.4
５人以上,複合サービス事業,19.6,20,19.3,151.5,158.2,144.6,142.3,147.7,136.8,9.2,10.5,7.8
５人以上,サービス業（他に分類されないもの）,18.7,19.5,17.7,146.7,161.2,128.4,132.8,143.4,119.4,13.9,17.8,9
30人以上,調査産業計,19.2,19.7,18.4,156.8,166.5,140.6,141.7,148.7,130,15.1,17.8,10.6
30人以上,"鉱業,採石業,砂利採取業",20.6,20.7,20.1,169.8,172.6,159.4,150,151.4,144.8,19.8,21.2,14.6
30人以上,建設業,21,21.3,19.5,182.1,184,169.3,156.8,157.6,151.2,25.3,26.4,18.1
30人以上,製造業,19.4,19.7,18.7,163.6,166.9,153.5,148.7,151.3,140.8,14.9,15.6,12.7
30人以上,電気・ガス・熱供給・水道業,20,20.1,19.2,174.4,176.1,162.1,151.5,152.6,143.6,22.9,23.5,18.5
30人以上,情報通信業,19.6,19.8,18.8,169.3,172.4,159.1,147.6,150,139.6,21.7,22.4,19.5
30人以上,"運輸業,郵便業",19.3,19.4,19,171.3,176.5,148.3,150.8,154.6,134,20.5,21.9,14.3
30人以上,"卸売業,小売業",19.6,20,19,153.1,164.7,138,143.1,152.7,130.6,10,12,7.4
30人以上,"金融業,保険業",19.6,20.3,19,162.3,171.5,152.1,142.8,149.9,135,19.5,21.6,17.1
30人以上,"不動産業,物品賃貸業",19.7,20.1,19,158.6,164.1,148.3,144.2,149.5,134.3,14.4,14.6,14
30人以上,"学術研究,専門・技術サービス業",21,21.4,20.1,185.4,190.7,170.1,158.9,161.7,150.8,26.5,29,19.3
30人以上,"宿泊業,飲食サービス業",18,18.8,17.3,135.7,154.9,120.7,124.7,139.7,112.9,11,15.2,7.8
30人以上,"生活関連サービス業,娯楽業",18.4,19,17.7,146.7,155.9,137.8,136.1,144,128.5,10.6,11.9,9.3
30人以上,"教育,学習支援業",17,17.3,16.8,123.2,124.1,122.1,118.9,120.5,116.9,4.3,3.6,5.2
30人以上,"医療,福祉",18.4,18.2,18.5,141.4,143.6,140.5,134.6,135.3,134.3,6.8,8.3,6.2
30人以上,複合サービス事業,20.2,20.9,19.1,149.3,162.6,125.8,136.1,147.9,115.4,13.2,14.7,10.4
30人以上,サービス業（他に分類されないもの）,18.4,19.3,17.5,145.8,161.2,128,131.4,142.5,118.5,14.4,18.7,9.5
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年４月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
