規模,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
500人以上,19.9,20.3,19.2,161.1,168.2,148.3,146.2,151.1,137.4,14.9,17.1,10.9
100～499人,19.5,20,18.5,157.7,168.6,139.3,143.3,151.2,130,14.4,17.4,9.3
100人以上,19.7,20.2,18.8,159.2,168.4,143.4,144.6,151.2,133.4,14.6,17.2,10
30～99人,19.6,20.3,18.5,155.2,169.6,134.4,141.9,152.4,126.8,13.3,17.2,7.6
５～29人,18.3,19.6,16.8,139.2,157.8,117.1,130.6,146.1,112.1,8.6,11.7,5
30人以上,19.6,20.2,18.7,157.9,168.8,140.2,143.7,151.6,131,14.2,17.2,9.2
５人以上,19.2,20,18.1,152.2,165.7,132.2,139.7,150,124.5,12.5,15.7,7.7
,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年７月分,,,,,,,,,,,,
第９表  規模、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,
調査産業計,,,,,,,,,,,,
