規模,産業,出勤日数／計(日),出勤日数／男(日),出勤日数／女(日),総実労働時間／計(時間),総実労働時間／男(時間),総実労働時間／女(時間),所定内労働時間／計(時間),所定内労働時間／男(時間),所定内労働時間／女(時間),所定外労働時間／計(時間),所定外労働時間／男(時間),所定外労働時間／女(時間)
５人以上,調査産業計,18.8,19.6,17.6,148.6,162,129.1,136.5,146.8,121.5,12.1,15.2,7.6
５人以上,"鉱業,採石業,砂利採取業",20.6,20.8,19.8,169,173,153.4,149.7,151.5,142.9,19.3,21.5,10.5
５人以上,建設業,20.8,21.1,19.4,175.7,178.8,159.4,157,158.8,147.6,18.7,20,11.8
５人以上,製造業,19.7,20.1,18.8,163.6,168.4,150.1,150.2,153.9,139.8,13.4,14.5,10.3
５人以上,電気・ガス・熱供給・水道業,20.1,20.1,19.8,172.9,174.2,161.5,152.1,152.6,147.6,20.8,21.6,13.9
５人以上,情報通信業,20.1,20.4,19.2,171.3,176.2,156.8,152.6,156,142.4,18.7,20.2,14.4
５人以上,"運輸業,郵便業",18.9,19.1,18.3,160.6,167.8,133.2,142.1,147.1,123.1,18.5,20.7,10.1
５人以上,"卸売業,小売業",18.8,19.6,17.9,144,157.8,127.6,136.4,148.4,122.1,7.6,9.4,5.5
５人以上,"金融業,保険業",19.9,20.6,19.2,164,174.4,152.2,145.8,153.1,137.5,18.2,21.3,14.7
５人以上,"不動産業,物品賃貸業",19.8,20.3,18.8,157.8,165.1,142.6,144.7,150.3,133.1,13.1,14.8,9.5
５人以上,"学術研究,専門・技術サービス業",20,20.5,19,169.7,176.7,153.7,149.4,153.5,140.1,20.3,23.2,13.6
５人以上,"宿泊業,飲食サービス業",15.8,17.2,14.6,107.7,130.9,88.5,100.8,120.4,84.5,6.9,10.5,4
５人以上,"生活関連サービス業,娯楽業",18.3,19.2,17.5,142.4,152.6,133.3,134.4,143.4,126.3,8,9.2,7
５人以上,"教育,学習支援業",16.9,17.1,16.6,118.4,120.2,116.3,115.1,117.1,112.8,3.3,3.1,3.5
５人以上,"医療,福祉",17.3,17.6,17.2,128.9,136.7,125.8,123.1,129.2,120.7,5.8,7.5,5.1
５人以上,複合サービス事業,19.5,19.9,19,150.2,158.8,140,141.2,147.9,133.3,9,10.9,6.7
５人以上,サービス業（他に分類されないもの）,18.9,19.9,17.6,147.3,164.5,126.6,134,146.5,118.9,13.3,18,7.7
30人以上,調査産業計,19.2,19.8,18.4,154.4,165,137.5,140.6,148.3,128.4,13.8,16.7,9.1
30人以上,"鉱業,採石業,砂利採取業",20.6,20.8,19.8,169,173,153.4,149.7,151.5,142.9,19.3,21.5,10.5
30人以上,建設業,21.1,21.3,19.8,180.1,181.8,170.8,158.2,159,154,21.9,22.8,16.8
30人以上,製造業,19.6,19.9,18.7,163.7,167.3,152.6,149.4,152.2,140.9,14.3,15.1,11.7
30人以上,電気・ガス・熱供給・水道業,20.4,20.5,19.8,177.2,179.5,161.5,154.2,155.2,147.6,23,24.3,13.9
30人以上,情報通信業,20.1,20.4,19.3,172.8,177,159.4,152.4,155.3,143.1,20.4,21.7,16.3
30人以上,"運輸業,郵便業",18.7,18.8,18.4,160.5,167,135.3,141.1,145.5,124,19.4,21.5,11.3
30人以上,"卸売業,小売業",19.5,20.1,18.7,149.6,161.8,133.7,140.7,150.8,127.5,8.9,11,6.2
30人以上,"金融業,保険業",20,20.7,19.2,165.3,175.7,153.6,146.1,153.4,138,19.2,22.3,15.6
30人以上,"不動産業,物品賃貸業",19.6,20.1,18.6,152.4,160.4,138.1,140.1,146.6,128.5,12.3,13.8,9.6
30人以上,"学術研究,専門・技術サービス業",20.3,20.5,19.6,175.1,178.8,164.3,151.7,153.5,146.5,23.4,25.3,17.8
30人以上,"宿泊業,飲食サービス業",17.9,18.8,17.2,123,143.5,106.9,113.1,130,99.9,9.9,13.5,7
30人以上,"生活関連サービス業,娯楽業",18.3,19.2,17.5,144.4,154.9,134.2,135.4,144.7,126.4,9,10.2,7.8
30人以上,"教育,学習支援業",17.7,17.7,17.8,124.8,124.9,124.6,121.6,122,121,3.2,2.9,3.6
30人以上,"医療,福祉",18.1,18,18.1,139,142.2,137.6,132.7,134.5,131.9,6.3,7.7,5.7
30人以上,複合サービス事業,19.9,20.8,18.5,148.1,164.8,119.9,135.3,149,112.3,12.8,15.8,7.6
30人以上,サービス業（他に分類されないもの）,18.7,19.7,17.6,146.1,163.2,126.8,133,145.6,118.8,13.1,17.6,8
,,,,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年１０月分,,,,,,,,,,,,,
第２表  産業、性別常用労働者の１人平均月間出勤日数及び実労働時間数,,,,,,,,,,,,,
