規模,一般労働者／現金給与総額(円),一般労働者／きまって支給する給与(円),一般労働者／所定内給与(円),一般労働者／所定外給与(円),一般労働者／特別に支払われた給与(円),パートタイム労働者／現金給与総額(円),パートタイム労働者／きまって支給する給与(円),パートタイム労働者／所定内給与(円),パートタイム労働者／所定外給与(円),パートタイム労働者／特別に支払われた給与(円)
500人以上,743488,494491,450946,43545,248997,129970,124608,117438,7170,5362
100～499人,531012,400875,366808,34067,130137,128380,121879,115435,6444,6501
100人以上,633340,445960,407328,38632,187380,128946,122850,116148,6702,6096
30～99人,507899,355871,329171,26700,152028,111933,105941,102322,3619,5992
５～29人,475720,343220,325070,18150,132500,96697,93191,90388,2803,3506
30人以上,593362,417249,382420,34829,176113,121323,115274,109953,5321,6049
５人以上,564439,399048,368320,30728,165391,109180,104385,100306,4079,4795
,,,,,,,,,,
東京都の賃金、労働時間及び雇用の動き（毎月勤労統計調査）平成２６年７月分,,,,,,,,,,
第10表  規模、就業形態別労働者の１人平均月間現金給与額,,,,,,,,,,
調査産業計,,,,,,,,,,
