令和６年度 自立相談支援機関 問い合わせ先等一覧,,,,,,
,,,,,,
,,,,,,令和６年４月１日時点
お住まいの自治体名,窓口名,住所,電話番号,ＦＡＸ番号,メールアドレス,相談受付日時
千代田区,保健福祉部生活支援課,"千代田区九段南1-2-1
千代田区役所３階",03-5211-4126,03-3264-0927,seikatsushien@city.chiyoda.lg.jp,"・相談曜日：月曜日～金曜日
　（祝祭日、年末年始は除く）
・相談時間：午前8時30分～午後5時"
中央区,ふくしの総合相談窓口,中央区築地1-1-1,03-3546-5303,03-3544-0505,jiritsu_sodan@city.chuo.lg.jp,"・相談曜日：月曜日～金曜日
　（祝祭日、年末年始は除く）
・相談時間：午前8時30分～午後5時　　　"
港区,港区生活・就労支援センター,"港区六本木５－１６－４５
麻布地区総合支所２階",03-5114-8826,03-3505-3501,―,"・相談曜日：月曜日～金曜日
　（祝祭日、年末年始は除く）
・相談時間：午前8時30分～午後5時15分　　　"
新宿区,生活支援相談窓口,"新宿区新宿５－１８－２１
新宿区役所第二分庁舎1階",03-5273-3853,03-3209-0278,―,"・相談曜日：月曜日～金曜日
　（祝祭日、年末年始は除く）
・相談時間：午前8時30分～午後5時　　　"
,新宿区社会福祉協議会,新宿区高田馬場1－17－20,03-5273-3546,03-5273-3082,―,"・相談曜日：月曜日～金曜日
　（祝祭日、年末年始は除く）
・相談時間：午前8時30分～午後5時　　　"
文京区,自立相談支援窓口,文京区春日1-16-21,03-5803-1917,03-5803-1354,b302500@city.bunkyo.lg.jp,"・相談日月曜日～金曜日
（祝祭日、年末年始は除く）
・相談時間：午前8時30分～午後5時15分"
台東区,福祉部保護課生活困窮者支援担当,"台東区東上野４－５－６
台東区役所２階９番窓口",03-5246-1158,03-5246-1179,―,"・相談曜日：月曜日～金曜日
　（祝祭日、年末年始は除く）
・相談時間：午前8時30分～午後5時15分　　　"
墨田区,くらし・しごと相談室 すみだ,"墨田区吾妻橋１－２３－２０
墨田区役所３階",03-5608-6289,03-5608-6403,kousei@city.sumida.lg.jp,"・相談曜日：月曜日～金曜日
 （祝祭日、年末年始は除く）
・相談時間：午前8時半～午後5時"
江東区,生活支援部保護第一課,江東区東陽４－１１－２８,03-3647-8487,03-3647-4917,jishi-tan1@city.koto.lg.jp,"・相談曜日：月曜日～金曜日
　（祝祭日、年末年始は除く）
・相談時間：午前8時30分～正午　午後1時～午後5時"
,生活支援部保護第二課,江東区大島４－５－１,03-3637-3741,03-3683-3722,jishi-tan2@city.koto.lg.jp,"・相談曜日：月曜日～金曜日
　（祝祭日、年末年始は除く）
・相談時間：午前8時30分～正午　午後1時～午後5時"
品川区,暮らし・しごと応援センター,品川区広町2-1-36,03-5742-9117,03-5742-6798,seifuksh@city.shinagawa.tokyo.jp,"・相談曜日：月曜日～金曜日　
（祝日、年末年始は除く）
・相談時間：午前9時～正午　午後1時～午後5時"
目黒区,めぐろ くらしの相談窓口,目黒区上目黒2丁目19-15,03-5722-9370,03-5722-9062,―,"・相談曜日：月曜日～金曜日
　（土日、祝日、年末年始を除く）
・相談時間：午前8時30分～午後5時　　　"
大田区,"大田区生活再建・就労サポートセンター
JOBOTA","大田区大森北1-11-1
柳原大森ビル6階",03-6423-0251,03-6423-0261,mail@jobota.net,"・相談曜日：月曜日～土曜日
　　（日、祝日、年末年始は除く）
・相談時間：10時～18時"
世田谷区,ぷらっとホーム世田谷,"世田谷区太子堂4-3-1
ＳＴＫハイツ3階",03-5431-5355,03-5431-5357,plat@setagayashakyo.or.jp,"・相談曜日：月曜日～金曜日
　（祝祭日、年末年始は除く）
・相談時間：午前9時～午後5時　　　"
渋谷区,生活支援相談窓口,"渋谷区宇田川町１－１
渋谷区役所　２階",03-3463-2116,03-5458-4933,―,"・相談曜日：月曜日～金曜日
　（祝祭日、年末年始は除く）
・相談時間：午前8時30分～午後5時　　　"
