"年月[西暦]","調査項目","設問","項目","選択肢","回答数[人]","構成比[%]"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","区民の立場の理解","とても良くなった","27","4.1"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","区民の立場の理解","良くなった","151","22.9"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","区民の立場の理解","変わらない","405","61.6"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","区民の立場の理解","悪くなった","12","1.8"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","区民の立場の理解","とても悪くなった","7","1.1"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","区民の立場の理解","無回答","56","8.5"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","信頼感","とても良くなった","27","4.1"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","信頼感","良くなった","162","24.6"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","信頼感","変わらない","396","60.2"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","信頼感","悪くなった","18","2.7"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","信頼感","とても悪くなった","4","0.6"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","信頼感","無回答","51","7.8"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","仕事への意欲","とても良くなった","23","3.5"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","仕事への意欲","良くなった","127","19.3"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","仕事への意欲","変わらない","431","65.5"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","仕事への意欲","悪くなった","13","2.0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","仕事への意欲","とても悪くなった","7","1.1"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","仕事への意欲","無回答","57","8.7"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","応対の親切さ","とても良くなった","58","8.8"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","応対の親切さ","良くなった","218","33.1"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","応対の親切さ","変わらない","312","47.4"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","応対の親切さ","悪くなった","15","2.3"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","応対の親切さ","とても悪くなった","5","0.8"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。 以下の項目について、あなたのお考えに近いものをお答えください 。","応対の親切さ","無回答","50","7.6"
