"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","行政支援、団体支援について","Q38. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","障害のある人への理解を深めるための啓発・広報活動","107","43.7","47.1"
"202003","行政支援、団体支援について","Q38. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","ホームヘルプサービスなどの在宅サービスの充実","66","26.9","29.1"
"202003","行政支援、団体支援について","Q38. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","生活の安定のための年金や手当の充実","117","47.8","51.5"
"202003","行政支援、団体支援について","Q38. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","障害のある人に配慮した住宅や建物、交通機関の整備","82","33.5","36.1"
"202003","行政支援、団体支援について","Q38. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","障害のある子どもの相談・支援体制や教育と、障害のある人への生涯学習の充実","70","28.6","30.8"
"202003","行政支援、団体支援について","Q38. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","障害に応じた職業訓練の充実や雇用の確保","77","31.4","33.9"
"202003","行政支援、団体支援について","Q38. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","保健医療サービスやリハビリテーションの充実","68","27.8","30.0"
"202003","行政支援、団体支援について","Q38. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","点字・手話、字幕放送などによる情報提供の充実","28","11.4","12.3"
"202003","行政支援、団体支援について","Q38. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","障害のある人が差別を受けた際の相談窓口や紛争解決機能の充実","51","20.8","22.5"
"202003","行政支援、団体支援について","Q38. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","その他","15","6.1","6.6"
"202003","行政支援、団体支援について","Q38. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","わからない","37","15.1","16.3"
"202003","行政支援、団体支援について","Q38. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","無回答","18","7.3",

"港区保健福祉基礎調査（知的障害者）・単純集計表・行政支援団体支援についてQ38","Ver202003",,,,,
