全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,フリーWi-Fi,更衣室,シャワー室,飲食物を購入できる場所,トレーニング室,陸上競技,水泳,サッカー,スキー,テニス,ボート,ホッケー,ボクシング,バレーボール,体操,バスケットボール,スケート,レスリング,セーリング,ウエイトリフティング,ハンドボール,自転車競技,ソフトテニス,卓球,軟式野球,相撲,馬術,フェンシング,柔道,ソフトボール,バドミントン,弓道,ライフル射撃,剣道,近代五種,ラグビーフットボール,山岳・スポーツクライミング,カヌー,アーチェリー,空手道,アイスホッケー,銃剣道,クレー射撃,なぎなた,ボウリング,"ボブスレー・リュージュ・スケル,トン",野球,綱引,少林寺拳法,ゲートボール,武術太極拳,ゴルフ,カーリング,パワーリフティング,オリエンテーリング,グラウンド・ゴルフ,トライアスロン,バウンドテニス,エアロビック,バイアスロン,スポーツチャンバラ,ドッジボール,チアリーディング,ペタンク・ブール,ダンススポーツ,拳法競技,フットサル
131130,1,東京都渋谷区,スポーツセンター,,,,,,,131130,,東京都渋谷区西原1丁目40-18,東京都,渋谷区,西原1丁目,40-18,,,,,,(03)3468-9051,,,,,1510066,,,,09:00,21:00,,,,,,,,,,,,,,,,,,,,https://shibspo.com/,,,,,,,,有,有,有,有,無,有,無,無,無,有,無,有,無,無,無,無,無,無,有,有,有,有,無,無,有,無,有,有,無,有,無,無,無,無,有,有,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有
131130,2,東京都渋谷区,代々木西原公園庭球場,,,,,,,131130,,東京都渋谷区西原1丁目47-8,東京都,渋谷区,西原1丁目,47-8,,,,,,(03)3485-5187,,,,,1510066,,,,09:00,21:00,,,,,,,,,,,,,,,,,,,,https://www.city.shibuya.tokyo.jp/shisetsu/sports-shisetsu/sports-center/sp2_nishihara.html,,,,,,,,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131130,3,東京都渋谷区,代々木大山公園運動場,,,,,,,131130,,東京都渋谷区西原2丁目53-1,東京都,渋谷区,西原2丁目,53-1,,,,,,(03)3466-7229,,,,,1510066,,,,09:00,17:00,,,,,,,,,,,,,,,,,,,,https://www.city.shibuya.tokyo.jp/shisetsu/sports-shisetsu/sports-center/sp3_oyama.html,,,,,,,,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131130,4,東京都渋谷区,二子玉川区民運動施設,,,,,,,131120,,東京都世田谷区玉川3丁目3-11,東京都,世田谷区,玉川3丁目,3-11,,,,,,(03)3709-3328,,,,,1580094,,,,09:00,17:00,,,,,,,,,,,,,,,,,,,,https://www.city.shibuya.tokyo.jp/shisetsu/sports-shisetsu/sports-center/sp1_2ko.html,,,,,,,,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131130,5,東京都渋谷区,代官山スポーツプラザ,,,,,,,131130,,東京都渋谷区代官山町17-9,東京都,渋谷区,代官山町,17-9,,,,,,(03)5428-0831,,,,,1500034,,,,09:00,21:00,,,,,,,,,,,,,,,,,,,,https://shisetsu.mizuno.jp/m-7610-2,,,,,,,,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無
131130,6,東京都渋谷区,ひがし健康プラザ,,,,,,,131130,,東京都渋谷区東3丁目14-13,東京都,渋谷区,東3丁目,14-13,,,,,,(03)5466-2291,,,,,1500011,,,,09:00,21:00,,,,,,,,,,,,,,,,,,,,https://shisetsu.mizuno.jp/m-7610-1,,,,,,,,有,無,有,無,無,無,無,無,無,有,無,有,無,無,無,無,無,無,無,有,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131130,7,東京都渋谷区,猿楽トレーニングジム,,,,,,,131130,,東京都渋谷区猿楽町12-35,東京都,渋谷区,猿楽町,12-35,,,,,,(03)3461-3447,,,,,1500003,,,,09:00,21:00,,,,,,,,,,,,,,,,,,,,https://shisetsu.mizuno.jp/m-7610-3,,,,,,,,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無
131130,8,東京都渋谷区,中幡小学校温水プール,,,,,,,131130,,東京都渋谷区幡ヶ谷3丁目49-1,東京都,渋谷区,幡ヶ谷3丁目,49-1,,,,,,(03)3376-1069,,,,,1510072,,,,09:00,21:00,,,,,,,,,,,,,,,,,,,,https://www.city.shibuya.tokyo.jp/shisetsu/sports-shisetsu/sports-center/sp7_nakahata.html,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131130,9,東京都渋谷区,上原中学校温水プール,,,,,,,131130,,東京都渋谷区上原3丁目41-2,東京都,渋谷区,上原3丁目,41-2,,,,,,(03)3460-7531,,,,,1510064,,,,09:00,21:00,,,,,,,,,,,,,,,,,,,,https://www.city.shibuya.tokyo.jp/shisetsu/sports-shisetsu/sports-center/sp9_uehara.html,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
131130,10,東京都渋谷区,渋谷本町学園温水プール,,,,,,,131130,,東京都渋谷区本町4丁目3-1,東京都,渋谷区,本町4丁目,3-1,,,,,,(03)3373-1303,,,,,1510071,,,,09:00,21:00,,,,,,,,,,,,,,,,,,,,https://www.city.shibuya.tokyo.jp/shisetsu/sports-shisetsu/sports-center/sp11_honmachi.html,,,,,,,,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
