全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,絵本,雑誌,点字本,視聴覚資料,外国語の本,新聞(全国紙),新聞(地方紙),新聞(その他),地元出身の作家の本コーナー,インターネットを使える端末,インターネットでの蔵書検索,プリンター,フリーWi-Fi,飲食物を購入できる場所,おはなし会,映画会,講座等,閲覧できる場所,映像が見れる場所,自習室,ソファー,キッズスペース,飲み物,食べ物,私語,自習,パソコン作業
131130,,東京都渋谷区,中央,チュウオウ,,,,,,131130,,東京都渋谷区神宮前1-4-1,東京都,渋谷区,神宮前1丁目,4-1,,35.672452,139.706176 ,,,(03)3403-2591,,,,,,,,,,,,,可,有,無,有,有,有,,有,無,有,有,有,有,有,,無,有,,,,,有,有,有,有,英語;中国語;韓国語;ドイツ語;フランス語;スペイン語;イタリア語;タイ語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,無,,無,有,有,有,有,有,,,,有,無,無,無,無,2,2,3,,
131130,,東京都渋谷区,こもれび大和田,コモレビオオワダ,,,,,,131130,,東京都渋谷区桜丘町23－21,東京都,渋谷区,桜丘町,23－21,,35.655378 ,139.700314 ,,,(03)3464-4780,,,,,,,,,,,,,可,無,無,無,無,有,,有,無,有,無,無,無,無,,無,有,,,,備考欄にバリアフリートイレ、優先駐車場は複合施設有,有,有,無,無,英語;韓国語;ドイツ語;フランス語;スペイン語;イタリア語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,無,,無,無,有,無,有,無,,,,有,無,無,無,無,2,3,3,,
131130,,東京都渋谷区,西原,ニシハラ,,,,,,131130,,東京都渋谷区西原2-28-9,東京都,渋谷区,西原2丁目,28-9,,35.674949,139.677778,,,(03)3460-8535,,,,,,,,,,,,,可,無,無,有,有,有,,有,無,有,有,無,有,有,,無,有,,,,備考欄にオストメイト対応トイレは複合施設有,有,有,無,無,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,無,,無,無,有,無,有,無,,,,有,無,無,無,無,2,3,3,,
131130,,東京都渋谷区,富ヶ谷,トミガヤ,,,,,,131130,,東京都渋谷区上原1-46-2,東京都,渋谷区,上原1丁目,46-2,,35.668512,139.687269,,,(03)3468-9020,,,,,,,,,,,,,可,有,無,無,有,有,,有,無,有,無,無,有,有,,無,有,,,,,有,有,無,無,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,無,,無,無,有,無,無,無,,,,有,無,無,無,無,2,3,3,,
131130,,東京都渋谷区,笹塚,ササヅカ,,,,,,131130,,東京都渋谷区笹塚1-47-1メルクマール京王笹塚 ４階,東京都,渋谷区,笹塚1丁目,47-1,メルクマール京王笹塚 ４階,35.673527,139.667783,,,(03)3460-6784,,,,,,,,,,,,,可,無,無,無,無,有,,有,無,有,無,無,無,無,,無,有,,,,,有,有,無,無,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,無,,無,無,有,無,有,無,,,,有,無,無,無,無,2,3,3,,
131130,,東京都渋谷区,本町,ホンマチ,,,,,,131130,,東京都渋谷区本町1-33-5,東京都,渋谷区,本町1丁目,33-5,,35.68075 ,139.681686,,,(03)5371-4833,,,,,,,,,,,,,可,無,無,有,有,有,,有,無,有,無,無,無,有,,無,有,,,,,有,有,無,無,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,無,,無,無,有,無,無,無,,,,有,無,無,無,有,2,3,3,,
131130,,東京都渋谷区,臨川みんなの,リンセンミンナノ,,,,,,131130,,東京都渋谷区広尾1-9-17,東京都,渋谷区,広尾1丁目,9-17,,35.649363,139.716734,,,(03)5793-9500,,,,,,,,,,,,,可,無,無,有,有,有,,有,無,有,無,無,無,有,,無,有,,,,,有,有,無,無,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,無,,無,無,有,無,無,無,,,,有,無,無,無,無,2,3,3,,
131130,,東京都渋谷区,代々木,ヨヨギ,,,,,,131130,,東京都渋谷区代々木3-51-8代々木区民施設4階,東京都,渋谷区,代々木3丁目,51-8,代々木区民施設4階,35.681969,139.695981,,,(03)3370-7566,,,,,,,,,,,,,可,無,無,無,有,有,,有,無,有,無,無,無,無,,無,有,,,,,有,有,無,無,,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,無,,無,無,有,無,無,無,,,,有,無,無,無,無,2,3,3,,
131130,,東京都渋谷区,笹塚こども,ササヅカコドモ,,,,,,131130,,東京都渋谷区笹塚3-3-1,東京都,渋谷区,笹塚3丁目,3-1,,35.678743 ,139.669727 ,,,(03)3378-1983,,,,,,,,,,,,,否,無,無,無,無,有,,有,無,有,無,無,有,有,,無,有,,,,,有,有,無,無,英語;韓国語,朝日新聞;読売新聞;毎日新聞;産経新聞,無,,無,無,有,無,無,無,,,,有,無,無,無,有,2,3,3,,
131130,,東京都渋谷区,白根図書サービススポット,シラネトショサービススポット,,,,,,131130,,東京都渋谷区東4-9-1白根記念渋谷区郷土博物館・文学館1階,東京都,渋谷区,東4丁目,9-1,白根記念渋谷区郷土博物館・文学館1階,35.656435 ,139.712507 ,,,(03)3486-2820,,,,,,,,,,,,,可,無,無,無,無,有,,有,無,有,無,無,無,無,,無,有,,,,,無,無,無,無,,,無,,無,無,有,無,無,無,,,,無,無,無,無,無,3,3,3,,
