"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","行政支援、団体支援について","Q37. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","障害のある人への理解を深めるための啓発・広報活動","399","28.6","30.7"
"202003","行政支援、団体支援について","Q37. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","ホームヘルプサービスなどの在宅サービスの充実","372","26.7","28.7"
"202003","行政支援、団体支援について","Q37. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","生活の安定のための年金や手当の充実","679","48.7","52.3"
"202003","行政支援、団体支援について","Q37. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","障害のある人に配慮した住宅や建物、交通機関の整備","541","38.8","41.7"
"202003","行政支援、団体支援について","Q37. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","障害のある子どもの相談・支援体制や教育と、障害のある人への生涯学習の充実","257","18.4","19.8"
"202003","行政支援、団体支援について","Q37. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","障害に応じた職業訓練の充実や雇用の確保","283","20.3","21.8"
"202003","行政支援、団体支援について","Q37. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","保健医療サービスやリハビリテーションの充実","357","25.6","27.5"
"202003","行政支援、団体支援について","Q37. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","点字・手話、字幕放送などによる情報提供の充実","181","13.0","13.9"
"202003","行政支援、団体支援について","Q37. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","障害のある人が差別を受けた際の相談窓口や紛争解決機能の充実","213","15.3","16.4"
"202003","行政支援、団体支援について","Q37. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","その他","40","2.9","3.1"
"202003","行政支援、団体支援について","Q37. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","わからない","184","13.2","14.2"
"202003","行政支援、団体支援について","Q37. 障害のある人に関する国や地方公共団体の施策のうち、あなたがもっと力を入れる必要があると思うものはどれですか。（あてはまるものすべてに○）","無回答","96","6.9",

"港区保健福祉基礎調査（身体障害者）・単純集計表・行政支援団体支援についてQ37","Ver202003",,,,,
