45,ガラス類,-,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,15,-,3,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,3,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,48,-,-,-,-,-,-,670,99,66,19,14,-,-,-,-,-,-,16,-,55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,37,-,4,-,-,133,173,46,788,399,-,389,-,932,495,300,65,72,958,-,57,その他化学工業品,,,,,
軽工業品,,-,22,-,20,-,17,-,250,49,41,-,6,2,406,367,9,15,15,49,-,軽工業品,,,,,,
58,紙・パルプ,-,22,-,20,-,-,-,24,-,-,-,-,-,23,14,9,-,-,19,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,3,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,-,-,-,-,-,-,-,-,19,11,-,6,2,101,101,-,-,-,7,-,60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,-,-,-,-,-,11,-,181,-,-,-,-,-,267,252,-,15,-,11,-,62,製造食品,,,,,
63,飲料,-,-,-,-,-,6,-,45,30,30,-,-,-,12,-,-,-,12,12,-,63,飲料,,,,,
64,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,-,-,-,-,-,322,-,"9,471",90,90,-,-,-,557,193,291,-,73,"1,100",-,雑工業品,,,,,,
67,がん具,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,-,-,-,-,-,-,-,29,-,-,-,-,-,50,4,46,-,-,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,-,-,-,-,-,-,18,60,60,-,-,-,283,29,183,-,71,73,-,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,-,-,-,-,-,-,-,12,-,-,-,-,-,45,45,-,-,-,-,-,70,家具装備品,,,,,
71,その他日用品,-,-,-,-,-,-,-,1,5,5,-,-,-,98,98,-,-,-,8,-,71,その他日用品,,,,,
72,ゴム製品,-,-,-,-,-,322,-,"9,396",25,25,-,-,-,40,2,36,-,2,979,-,72,ゴム製品,,,,,
73,木製品,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,73,木製品,,,,,
74,その他製造工業品,-,-,-,-,-,-,-,15,-,-,-,-,-,40,14,26,-,-,5,-,74,その他製造工業品,,,,,
特殊品,,-,-,-,-,-,72,-,40,20,20,-,-,-,299,10,152,120,17,-,-,特殊品,,,,,,
75,金属くず,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,金属くず,,,,,
76,再利用資材,-,-,-,-,-,-,-,-,-,-,-,-,-,120,-,-,120,-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,-,-,-,-,-,39,-,33,6,6,-,-,-,162,10,152,-,-,-,-,80,輸送用容器,,,,,
81,取合せ品,-,-,-,-,-,-,-,7,14,14,-,-,-,17,-,-,-,17,-,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
