鉱産品,,90,-,-,-,-,-,-,-,-,105,-,-,-,-,-,-,-,-,-,-,鉱産品,,,,,,
18,石炭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,石炭,,,,,
19,鉄鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19,鉄鉱石,,,,,
20,金属鉱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,金属鉱,,,,,
21,砂利・砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,砂利・砂,,,,,
22,石材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,石材,,,,,
23,原油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,原油,,,,,
24,りん鉱石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,りん鉱石,,,,,
25,石灰石,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,石灰石,,,,,
26,原塩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,原塩,,,,,
27,非金属鉱物,90,-,-,-,-,-,-,-,-,105,-,-,-,-,-,-,-,-,-,-,27,非金属鉱物,,,,,
金属機械工業品,,537,396,8,30,154,383,119,-,130,"47,871",-,7,"1,130",-,-,-,-,"3,110","1,017",214,金属機械工業品,,,,,,
28,鉄鋼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28,鉄鋼,,,,,
29,鋼材,32,-,-,30,-,-,-,-,-,428,-,-,-,-,-,-,-,43,165,-,29,鋼材,,,,,
30,非鉄金属,18,-,-,-,-,-,-,-,-,399,-,-,-,-,-,-,-,11,755,60,30,非鉄金属,,,,,
31,金属製品,8,-,-,-,-,-,-,-,-,"3,546",-,7,-,-,-,-,-,75,-,-,31,金属製品,,,,,
32,鉄道車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,鉄道車両,,,,,
33,完成自動車,-,-,-,-,-,-,-,-,-,133,-,-,-,-,-,-,-,-,-,-,33,完成自動車,,,,,
34,その他輸送用車両,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,その他輸送用車両,,,,,
35,二輪自動車,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,二輪自動車,,,,,
36,自動車部品,-,-,-,-,-,-,90,-,-,"10,863",-,-,-,-,-,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,24,-,-,-,-,-,-,-,-,90,-,-,2,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,36,319,8,-,-,-,-,-,14,"23,160",-,-,"1,128",-,-,-,-,287,72,-,38,産業機械,,,,,
39,電気機械,387,77,-,-,101,383,29,-,116,"5,357",-,-,-,-,-,-,-,"2,421",25,154,39,電気機械,,,,,
40,測量・光学・医療用機械,32,-,-,-,53,-,-,-,-,"1,326",-,-,-,-,-,-,-,273,-,-,40,測量・光学・医療用機械,,,,,
41,事務用機器,-,-,-,-,-,-,-,-,-,"2,452",-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,-,-,-,-,-,-,-,117,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"10,195","1,665",90,"2,183",904,150,384,-,225,"35,678","2,557",-,-,-,50,54,278,675,15,48,化学工業品,,,,,,
43,陶磁器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,-,-,-,-,-,-,-,-,-,768,-,-,-,-,50,-,-,-,-,-,45,ガラス類,,,,,
46,窯業品,-,-,-,-,-,-,-,-,-,163,-,-,-,-,-,-,-,-,-,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,210,-,-,-,-,-,-,-,600,150,-,-,-,-,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,-,-,-,-,-,-,-,-,-,11,"1,740",-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,"1,077","1,410",-,-,60,-,-,-,-,480,-,-,-,-,-,-,-,-,-,-,55,化学薬品,,,,,
56,化学肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,"9,118",45,90,"2,183",844,150,384,-,225,"33,656",667,-,-,-,-,54,278,675,15,48,57,その他化学工業品,,,,,
軽工業品,,145,-,-,-,-,-,-,-,14,"5,778",-,-,3,-,-,-,-,679,-,-,軽工業品,,,,,,
58,紙・パルプ,-,-,-,-,-,-,-,-,14,"3,466",-,-,-,-,-,-,-,649,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,47,-,-,-,-,-,-,-,-,"1,900",-,-,-,-,-,-,-,30,-,-,60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,71,-,-,-,-,-,-,-,-,279,-,-,-,-,-,-,-,-,-,-,62,製造食品,,,,,
63,飲料,27,-,-,-,-,-,-,-,-,83,-,-,3,-,-,-,-,-,-,-,63,飲料,,,,,
64,水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,"10,709",-,-,-,6,-,-,30,18,"18,780",-,-,3,30,-,-,6,6,76,575,雑工業品,,,,,,
67,がん具,-,-,-,-,-,-,-,-,-,379,-,-,-,-,-,-,-,-,-,-,67,がん具,,,,,
68,衣服・身廻品・はきもの,204,-,-,-,-,-,-,-,-,353,-,-,-,-,-,-,-,-,-,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,-,-,-,-,6,-,-,-,-,"1,378",-,-,3,-,-,-,-,-,76,575,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,525,-,-,-,-,-,-,30,16,801,-,-,-,-,-,-,-,-,-,-,70,家具装備品,,,,,
71,その他日用品,305,-,-,-,-,-,-,-,-,913,-,-,-,-,-,-,-,2,-,-,71,その他日用品,,,,,
72,ゴム製品,30,-,-,-,-,-,-,-,2,337,-,-,-,-,-,-,-,-,-,-,72,ゴム製品,,,,,
73,木製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73,木製品,,,,,
74,その他製造工業品,"9,645",-,-,-,-,-,-,-,-,"14,619",-,-,-,30,-,-,6,4,-,-,74,その他製造工業品,,,,,
特殊品,,"134,013",-,-,-,-,-,502,48,"4,776","80,886","97,094",-,-,-,-,-,15,"1,650","3,165",510,特殊品,,,,,,
75,金属くず,-,-,-,-,-,-,-,-,-,690,-,-,-,-,-,-,-,-,"3,165",480,75,金属くず,,,,,
76,再利用資材,"131,779",-,-,-,-,-,-,-,"4,776","77,252","97,094",-,-,-,-,-,-,"1,290",-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,-,-,-,-,-,-,-,48,-,865,-,-,-,-,-,-,15,360,-,-,80,輸送用容器,,,,,
81,取合せ品,"2,234",-,-,-,-,-,502,-,-,"2,079",-,-,-,-,-,-,-,-,-,30,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
