,,,,,,,,,,,,,,,,,,,,,,,(単位：トン）,,,,,
品種,, 　         アジア,,,,,,,,,,,,,,,,,,,,品種,,,,,,
,,イエメン,,サウジアラビア,,,,クウェート,,アラブ首長国,,,,,オマーン,,,イスラエル,,,ヨルダン,,,,,,,
,,小計,ムカラー,小計,ジエッダ,ジュバイル,"諸港（サウジ
アラビア）",小計,シャイバ,小計,ドバイ,アブダビ,ジェベルアリ,"諸港（アラブ
首長国）",小計,サララー,スハール,小計,ハイファ,アシドッド,小計,,,,,,,
合計,,17,17,"15,461","1,180","3,810","10,471",15,15,"6,398",859,"1,191","3,798",550,453,15,438,"5,723","3,143","2,580",572,合計,,,,,,
農水産品,,17,17,84,84,-,-,-,-,120,45,-,75,-,15,-,15,98,98,-,-,農水産品,,,,,,
1,麦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,麦,,,,,
2,米,-,-,-,-,-,-,-,-,30,-,-,30,-,-,-,-,-,-,-,-,2,米,,,,,
3,とうもろこし,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,とうもろこし,,,,,
4,豆類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,豆類,,,,,
5,その他雑穀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,その他雑穀,,,,,
6,野菜・果物,-,-,30,30,-,-,-,-,75,45,-,30,-,-,-,-,-,-,-,-,6,野菜・果物,,,,,
7,綿花,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,綿花,,,,,
8,その他農産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98,98,-,-,8,その他農産品,,,,,
9,羊毛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,羊毛,,,,,
10,その他畜産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,その他畜産品,,,,,
11,水産品,17,17,54,54,-,-,-,-,15,-,-,15,-,15,-,15,-,-,-,-,11,水産品,,,,,
林産品,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,林産品,,,,,,
12,原木,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,原木,,,,,
13,製材,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,製材,,,,,
14,樹脂類,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,樹脂類,,,,,
15,木材チップ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,木材チップ,,,,,
16,その他林産品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,その他林産品,,,,,
