36,自動車部品,"266,532",-,36,15,-,"199,530","296,926",2,-,-,-,-,-,-,-,-,-,-,-,-,36,自動車部品,,,,,
37,その他輸送機械,"10,802",-,-,-,-,"1,121","1,560",-,-,-,-,-,-,-,-,-,-,-,-,-,37,その他輸送機械,,,,,
38,産業機械,"66,191",287,"12,946",136,-,"155,192","118,941",58,-,2,-,12,-,-,-,-,-,-,922,81,38,産業機械,,,,,
39,電気機械,"30,171","1,571","5,947",379,6,"39,675","34,709",78,-,8,-,-,-,3,-,26,-,-,"2,566",621,39,電気機械,,,,,
40,測量・光学・医療用機械,"8,706",3,793,8,-,"23,032","10,825",42,-,-,-,-,-,-,-,-,-,-,394,60,40,測量・光学・医療用機械,,,,,
41,事務用機器,21,-,190,-,-,"2,884","1,297",-,-,-,-,-,-,-,-,-,-,-,-,-,41,事務用機器,,,,,
42,その他機械,-,-,32,-,-,545,621,-,-,-,-,-,-,-,-,-,-,-,-,-,42,その他機械,,,,,
化学工業品,,"25,676",497,"37,799",1,-,"61,653","57,871",151,-,-,60,-,7,46,3,-,1,2,"2,356",15,化学工業品,,,,,,
43,陶磁器,56,-,411,-,-,268,379,-,-,-,-,-,-,-,-,-,-,-,-,-,43,陶磁器,,,,,
44,セメント,-,-,-,-,-,20,27,-,-,-,-,-,-,-,-,-,-,-,-,-,44,セメント,,,,,
45,ガラス類,"7,685",-,715,-,-,"3,543","3,329",-,-,-,-,-,-,-,-,-,-,-,120,-,45,ガラス類,,,,,
46,窯業品,217,-,"17,689",-,-,"1,165","2,674",-,-,-,-,-,7,-,-,-,-,-,750,-,46,窯業品,,,,,
47,重油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47,重油,,,,,
48,揮発油,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48,揮発油,,,,,
49,その他の石油,-,30,-,-,-,279,213,-,-,-,-,-,-,-,-,-,-,-,-,-,49,その他の石油,,,,,
50,LNG/液化天然ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,LNG/液化天然ガス,,,,,
51,LPG/液化石油ガス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51,LPG/液化石油ガス,,,,,
52,その他石油製品,11,-,-,-,-,91,198,-,-,-,-,-,-,-,-,-,-,-,-,-,52,その他石油製品,,,,,
53,コークス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,コークス,,,,,
54,石炭製品,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54,石炭製品,,,,,
55,化学薬品,"5,789",435,"11,398",-,-,"12,919","11,129",-,-,-,-,-,-,-,-,-,1,-,669,-,55,化学薬品,,,,,
56,化学肥料,5,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,56,化学肥料,,,,,
57,その他化学工業品,"11,913",32,"7,586",1,-,"43,368","39,899",151,-,-,60,-,-,46,3,-,-,2,817,15,57,その他化学工業品,,,,,
軽工業品,,"6,648",19,"13,876",24,-,"51,775","32,246",2,-,39,-,-,-,-,-,5,-,-,60,15,軽工業品,,,,,,
58,紙・パルプ,331,-,"5,291",2,-,"17,082","14,254",-,-,-,-,-,-,-,-,-,-,-,-,-,58,紙・パルプ,,,,,
59,糸及び紡績半製品,15,-,-,-,-,51,69,-,-,-,-,-,-,-,-,-,-,-,30,-,59,糸及び紡績半製品,,,,,
60,その他繊維工業品,767,19,"1,113",-,-,"2,082",973,2,-,-,-,-,-,-,-,5,-,-,-,-,60,その他繊維工業品,,,,,
61,砂糖,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,砂糖,,,,,
62,製造食品,"5,044",-,"4,706",22,-,"26,737","13,389",-,-,30,-,-,-,-,-,-,-,-,30,15,62,製造食品,,,,,
63,飲料,486,-,"2,766",-,-,"5,430","3,561",-,-,9,-,-,-,-,-,-,-,-,-,-,63,飲料,,,,,
64,水,-,-,-,-,-,330,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64,水,,,,,
65,たばこ,-,-,-,-,-,45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,たばこ,,,,,
66,その他食料工業品,5,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66,その他食料工業品,,,,,
雑工業品,,"29,284",779,"8,403",283,-,"59,697","52,458",16,8,-,-,32,-,19,-,-,-,-,636,228,雑工業品,,,,,,
67,がん具,71,-,582,-,-,"1,197","2,118",16,-,-,-,-,-,-,-,-,-,-,-,15,67,がん具,,,,,
68,衣服・身廻品・はきもの,417,4,262,6,-,"3,895","2,755",-,-,-,-,-,-,-,-,-,-,-,30,-,68,衣服・身廻品・はきもの,,,,,
69,文房具・運動娯楽用品・楽器,966,19,"1,275",205,-,"7,058","8,773",-,8,-,-,-,-,-,-,-,-,-,123,4,69,文房具・運動娯楽用品・楽器,,,,,
70,家具装備品,"4,120",4,431,33,-,"5,067","2,896",-,-,-,-,-,-,-,-,-,-,-,3,-,70,家具装備品,,,,,
71,その他日用品,"1,210",20,"5,745",25,-,"16,708","9,399",-,-,-,-,-,-,-,-,-,-,-,-,-,71,その他日用品,,,,,
72,ゴム製品,"20,996",731,18,13,-,"24,283","20,366",-,-,-,-,32,-,19,-,-,-,-,480,-,72,ゴム製品,,,,,
73,木製品,325,1,2,-,-,56,92,-,-,-,-,-,-,-,-,-,-,-,-,-,73,木製品,,,,,
74,その他製造工業品,"1,179",-,88,1,-,"1,433","6,059",-,-,-,-,-,-,-,-,-,-,-,-,209,74,その他製造工業品,,,,,
特殊品,,"17,275",-,"4,685",13,-,"10,638","18,345",-,-,5,-,-,-,28,-,-,-,-,"1,052",-,特殊品,,,,,,
75,金属くず,-,-,-,-,-,196,23,-,-,-,-,-,-,-,-,-,-,-,-,-,75,金属くず,,,,,
76,再利用資材,-,-,24,-,-,103,405,-,-,-,-,-,-,-,-,-,-,-,-,-,76,再利用資材,,,,,
77,動植物性製造飼肥料,90,-,15,-,-,930,191,-,-,-,-,-,-,-,-,-,-,-,-,-,77,動植物性製造飼肥料,,,,,
78,廃棄物,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,廃棄物,,,,,
79,廃土砂,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,廃土砂,,,,,
80,輸送用容器,"2,120",-,"3,853",8,-,"5,612","3,162",-,-,-,-,-,-,28,-,-,-,-,480,-,80,輸送用容器,,,,,
81,取合せ品,"15,065",-,793,5,-,"3,797","14,564",-,-,5,-,-,-,-,-,-,-,-,572,-,81,取合せ品,,,,,
分類不能のもの,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,分類不能のもの,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
