"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","生活状況等について","Q1-2. 【問１-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","配偶者","3","1.5","1.5"
"202003","生活状況等について","Q1-2. 【問１-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","母親","144","71.6","71.6"
"202003","生活状況等について","Q1-2. 【問１-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","父親","92","45.8","45.8"
"202003","生活状況等について","Q1-2. 【問１-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","子ども（子どもの配偶者を含む）","6","3.0","3.0"
"202003","生活状況等について","Q1-2. 【問１-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","その他の家族・親戚","41","20.4","20.4"
"202003","生活状況等について","Q1-2. 【問１-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","近所の人・知人","2","1.0","1.0"
"202003","生活状況等について","Q1-2. 【問１-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","ホームヘルパー等の在宅サービス事業者","50","24.9","24.9"
"202003","生活状況等について","Q1-2. 【問１-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","ボランティア","4","2.0","2.0"
"202003","生活状況等について","Q1-2. 【問１-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","その他","38","18.9","18.9"
"202003","生活状況等について","Q1-2. 【問１-１で「１．いる」と回答された方のみ】それはどなたですか。（あてはまるものすべてに○）","無回答","0","0.0",

"港区保健福祉基礎調査（知的障害者）・単純集計表・生活状況等についてQ1-2","Ver202003",,,,,
