全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,フリーWi-Fi,更衣室,シャワー室,飲食物を購入できる場所,トレーニング室,陸上競技,水泳,サッカー,スキー,テニス,ボート,ホッケー,ボクシング,バレーボール,体操,バスケットボール,スケート,レスリング,セーリング,ウエイトリフティング,ハンドボール,自転車競技,ソフトテニス,卓球,軟式野球,相撲,馬術,フェンシング,柔道,ソフトボール,バドミントン,弓道,ライフル射撃,剣道,近代五種,ラグビーフットボール,山岳・スポーツクライミング,カヌー,アーチェリー,空手道,アイスホッケー,銃剣道,クレー射撃,なぎなた,ボウリング,"ボブスレー・リュージュ・スケル,トン",野球,綱引,少林寺拳法,ゲートボール,武術太極拳,ゴルフ,カーリング,パワーリフティング,オリエンテーリング,グラウンド・ゴルフ,トライアスロン,バウンドテニス,エアロビック,バイアスロン,スポーツチャンバラ,ドッジボール,チアリーディング,ペタンク・ブール,ダンススポーツ,拳法競技
132241,132241001001,東京都多摩市,多摩市立総合体育館,タマシリツソウゴウタイイクカン,Tama City Gymnasium,-,-,-,-,132241,-,東京都多摩市東寺方588-1,東京都,多摩市,東寺方,558-1,多摩市立総合体育館,35.643522,139.436218,階数,2,(042)374-2313,-,gym-tama-fep0294@tama-sports.com,ー,ー,206-0003,　,多摩市健幸スポーツパートナーズ,月火水木金土日,9:00,21:15,第３月曜日は利用不可。また、12/29～1/3は利用不可,運動スペース、会議室の貸し出しあり,可,有,無,有,有,有,有,有,無,有,有,有,有,有,有,無,有,https://tama-sports.com/,-,-,-,有,有,有,有,有,無,無,無,無,無,無,無,無,有,有,有,無,無,無,無,有,無,無,有,無,無,無,無,有,無,有,有,無,無,無,無,無,無,有,有,無,無,無,無,無,"無",無,有,有,無,有,無,無,無,有,無,無,有,有,無,有,有,有,有,有,有
132241,132241001002,東京都多摩市,多摩市立武道館,タマシリツブドウカン,Tama City Budokan,-,-,-,-,132241,-,東京都多摩市諏訪4-9,東京都,多摩市,諏訪,4-9,（多摩東公園内）,35.624592,139.461028,階数,2,(042)371-8421,-,gym-tama-fep0294@tama-sports.com,ー,ー,206-0024,　,多摩市健幸スポーツパートナーズ,月火水木金土日,9:00,21:15,第３月曜日は利用不可。また、12/29～1/3は利用不可,運動スペース、会議室の貸し出しあり,可,無,無,有,有,有,有,有,無,有,有,有,無,有,無,無,有,https://tama-sports.com/,-,-,-,無,有,有,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,有,無,無,無,有,無,"無",無,無,有,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有
132241,132241001003,東京都多摩市,一本杉公園野球場,イッポンスギコウエンヤキュウジョウ,Tama City Ipponsugi Park Baseball Stadium,-,-,-,-,132241,-,東京都多摩市南野2-14-1,東京都,多摩市,南野,2-14-1,　,35.608012,139.430614,140.5 メートル,-,(042)374-2313,-,gym-tama-fep0294@tama-sports.com,ー,ー,206-0032,　,多摩市健幸スポーツパートナーズ,月火水木金土日,季節により異なる,21:00,"第3月曜日は利用不可。
季節により利用可能時間が異なる。",野球場の貸し出しあり,無,無,無,有,無,無,無,有,無,無,無,無,無,無,無,無,無,https://tama-sports.com/,-,-,-,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132241,132241001004,東京都多摩市,関戸公園野球場,セキドコウエンヤキュウジョウ,Tama City Sekido Park Baseball Field,-,-,-,-,132241,-,東京都多摩市関戸3丁目2番23地先,東京都,多摩市,関戸,3-2-23先,多摩川敷地内,35.65073,139.456336,49.6メートル,-,(042)374-2313,-,gym-tama-fep0294@tama-sports.com,ー,ー,206-0011,　,多摩市健幸スポーツパートナーズ,月火水木金土日,季節により異なる,季節により異なる,季節により利用可能時間が異なる,野球場の貸し出しあり,有,無,無,有,有,無,無,有,無,無,無,無,無,無,無,無,無,https://tama-sports.com/,-,-,-,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132241,132241001005,東京都多摩市,諏訪北公園野球場,スワキタコウエンヤキュウジョウ,Tama City Suwakita Park Baseball Field,-,-,-,-,132241,-,"東京都多摩市諏訪3-11 ",東京都,多摩市,諏訪,3-11,　,35.628319,139.452642,112.8 メートル,-,(042)374-2313,-,gym-tama-fep0294@tama-sports.com,ー,ー,206-0024,　,多摩市健幸スポーツパートナーズ,月火水木金土日,季節により異なる,季節により異なる,季節により利用可能時間が異なる,野球場の貸し出しあり,有,無,無,有,有,無,無,有,無,無,無,無,無,無,無,無,無,https://tama-sports.com/,-,-,-,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132241,132241001006,東京都多摩市,貝取南公園野球場,カイドリミナミコウエンヤキュウジョウ,Tama City Kaitoriminami Park Baseball Field,-,-,-,-,132241,-,東京都摩市貝取4-13,東京都,多摩市,貝取,4-13,　,35.61652,139.438713,112.6 メートル,-,(042)374-2313,-,gym-tama-fep0294@tama-sports.com,ー,ー,206-0012,　,多摩市健幸スポーツパートナーズ,月火水木金土日,季節により異なる,季節により異なる,季節により利用可能時間が異なる,野球場の貸し出しあり,無,無,無,有,無,無,無,有,無,無,無,無,無,無,無,無,無,https://tama-sports.com/,-,-,-,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132241,132241001007,東京都多摩市,諏訪南公園野球場兼球技場,スワミナミコウエンヤキュウジョウケンキュウギジョウ,Tama City Suwaminami Park Baseball and ballgame Field,-,-,-,-,132241,-,東京都多摩市諏訪5-14-1,東京都,多摩市,諏訪,5-14-1,　,35.619498,139.452868,115 メートル,-,(042)374-2313,-,gym-tama-fep0294@tama-sports.com,ー,ー,206-0024,　,多摩市健幸スポーツパートナーズ,月火水木金土日,季節により異なる,季節により異なる,季節により利用可能時間が異なる,野球場・球技場の貸し出しあり,有,無,無,有,有,無,無,有,無,無,無,無,無,無,無,無,無,https://tama-sports.com/,-,-,-,無,無,無,無,無,無,有,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132241,132241001008,東京都多摩市,貝取南公園球技場,カイドリミナミコウエンキュウギジョウ,Tama City Kaitoriminami park ballgame Field,-,-,-,-,132241,-,"東京都多摩市貝取4-13 ",東京都,多摩市,貝取,4-13,　,35.61652,139.438713,112.6 メートル,-,(042)374-2313,-,gym-tama-fep0294@tama-sports.com,ー,ー,206-0012,　,多摩市健幸スポーツパートナーズ,月火水木金土日,8:00,季節により異なる,季節により利用可能時間が異なる,球技場の貸し出しあり,無,無,無,有,無,無,無,有,無,無,無,無,無,無,無,無,無,https://tama-sports.com/,-,-,-,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132241,132241001009,東京都多摩市,一ノ宮公園球技場,イチノミヤコウエンキュウギジョウ,Tama City Itinomiya park ballgame Field,-,-,-,-,132241,-,東京都多摩市一ノ宮1049番地先,東京都,多摩市,一ノ宮,1049先,"（多摩川敷地内） ",35.649302,139.440987,54.4 メートル,-,(042)374-2313,-,gym-tama-fep0294@tama-sports.com,ー,ー,206-0002,　,多摩市健幸スポーツパートナーズ,月火水木金土日,季節により異なる,季節により異なる,季節により利用可能時間が異なる,球技場の貸し出しあり,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,https://tama-sports.com/,-,-,-,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132241,132241001010,東京都多摩市,宝野公園球技場,タカラノコウエンキュウギジョウ,Tama City Kaitoriminami park ballgame Field,-,-,-,-,132241,-,東京都多摩市落合5-5,東京都,多摩市,落合,5-5,　,35.614289,139.42304,128.6 メートル,-,(042)374-2313,-,gym-tama-fep0294@tama-sports.com,ー,ー,206-0033,　,多摩市健幸スポーツパートナーズ,月火水木金土日,8:00,季節により異なる,季節により利用可能時間が異なる,球技場の貸し出しあり,有,無,無,有,有,無,無,有,無,無,無,無,無,無,無,無,無,https://tama-sports.com/,-,-,-,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
