全国地方公共団体コード,ID,地方公共団体名,年,月,戸籍謄抄本等,住民票の写し,印鑑証明,婚姻,離婚,出生,死亡,転入,転出,備考
132241,1,東京都多摩市,2023,04,2059,6005,2788,21,18,42,123,705,447,戸籍附票は戸籍謄抄本等に含む
132241,2,東京都多摩市,2023,05,2111,5313,2796,26,12,55,139,453,399,戸籍附票は戸籍謄抄本等に含む
132241,3,東京都多摩市,2023,06,2067,6054,3058,33,16,60,128,404,395,戸籍附票は戸籍謄抄本等に含む
132241,4,東京都多摩市,2023,07,1923,5982,3020,36,17,49,107,392,348,戸籍附票は戸籍謄抄本等に含む
132241,5,東京都多摩市,2023,08,2171,5772,2897,26,11,63,153,453,392,戸籍附票は戸籍謄抄本等に含む
132241,6,東京都多摩市,2023,09,1971,5517,3043,21,13,69,126,417,418,戸籍附票は戸籍謄抄本等に含む
132241,7,東京都多摩市,2023,10,2198,6557,3349,32,12,67,125,582,351,戸籍附票は戸籍謄抄本等に含む
132241,8,東京都多摩市,2023,11,2270,5831,3054,46,13,44,135,431,389,戸籍附票は戸籍謄抄本等に含む
132241,9,東京都多摩市,2023,12,1803,5744,2703,26,14,39,133,443,371,戸籍附票は戸籍謄抄本等に含む
132241,10,東京都多摩市,2023,01,2271,5712,2866,31,15,58,160,390,400,戸籍附票は戸籍謄抄本等に含む
132241,11,東京都多摩市,2023,02,2437,6261,3222,31,21,33,163,432,454,戸籍附票は戸籍謄抄本等に含む
132241,12,東京都多摩市,2023,03,2675,8132,3560,49,18,50,153,931,895,戸籍附票は戸籍謄抄本等に含む
