一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
93,墨田区東向島1-28-22,35.718748,139.813921,JGD2011,国道６号（水戸街道）,c,2010-08-30,2010-09-03,3,4,3,2,70,67
94,墨田区墨田4-61-9,35.730038,139.826355,JGD2011,国道６号（水戸街道）,c,2010-08-30,2010-09-03,3,4,4,1.2,73,71
95,墨田区東向島6-6-12,35.721310,139.819565,JGD2011,都道王子千住南砂線（明治通り）,c,2010-09-06,2010-09-10,4,4,4,2,68,66
96,墨田区東向島3-17-13,35.724815,139.815765,JGD2011,都道王子千住南砂線（明治通り）,c,2010-09-06,2010-09-10,4,4,4,1.2,70,68
97,墨田区江東橋1-7-14,35.695141,139.809860,JGD2011,国道１４号（京葉道路）,c,2010-09-13,2010-09-17,3,6,5,2,69,67
98,墨田区緑2-13-7,35.694611,139.800964,JGD2011,国道１４号（京葉道路）,c,2010-09-13,2010-09-17,3,4,0,1.2,73,72
99,墨田区横網2-3 横網町公園,35.699745,139.796921,JGD2011,都道御徒町小岩線（蔵前橋通り）,b,2010-12-06,2010-12-10,4,4,3,1.2,70,66
100,墨田区太平1-17 法恩寺橋児童遊園,35.701801,139.808640,JGD2011,都道御徒町小岩線（蔵前橋通り）,c,2010-11-08,2010-11-12,4,4,3,1.2,69,66
101,墨田区菊川3-16-5,35.688911,139.806351,JGD2011,都道環状３号線（三ツ目通り）,c,2010-12-13,2010-12-17,4,4,3,1.2,71,67
102,墨田区本所4-1-4,35.702820,139.804916,JGD2011,都道環状３号線（三ツ目通り）,c,2010-12-13,2010-12-17,4,4,3,1.2,72,69
103,墨田区横網2-3 横網町公園,35.699745,139.796921,JGD2011,都道上野月島線（清澄通り）,b,2010-10-18,2010-10-22,4,4,4,1.2,67,64
104,墨田区錦糸4-15 錦糸公園,35.698555,139.815033,JGD2011,都道深川吾嬬線（四ツ目通り）,b,2010-11-08,2010-11-12,4,4,3,1.2,69,66
105,墨田区吾妻橋3-4-1,35.708923,139.807526,JGD2011,都道本郷亀戸線（浅草通り）,c,2010-11-15,2010-11-19,4,4,6,1.2,66,62
106,墨田区堤通2-6 隅田川神社入り口,35.733002,139.815521,JGD2011,都道吾妻橋伊興町線（墨堤通り）,b,2010-11-15,2010-11-19,4,4,6,1.2,67,64
107,墨田区八広4-12-3,35.722626,139.826523,JGD2011,区道 墨１２０（八広中央通り）,c,2010-11-29,2010-12-03,6,2,2,1.2,66,62
108,墨田区八広6-53 吾嬬西公園,35.724098,139.830521,JGD2011,区道 墨１２１（八広はなみずき通り）,c,2010-11-29,2010-12-03,6,2,3,1.2,67,64
109,墨田区八広5-7 八広第一児童遊園,35.723965,139.824219,JGD2011,区道 墨１１９（曳舟川通り）,c,2010-12-06,2010-12-10,6,2,4,1.2,68,65
110,墨田区京島1丁目52,35.717049,139.822327,JGD2011,都道深川吾嬬線,C,2010-11-24,2010-11-25,4,2,2.5,1.2,66,62
111,墨田区立花4丁目22,35.708305,139.831970,JGD2011,都道南砂町吾嬬町線,C,2010-11-24,2010-11-25,4,5,2.8,1.2,66,61
112,墨田区東向島5丁目2,35.724590,139.820343,JGD2011,国道６号,C,2010-11-24,2010-11-25,3,4,3.6,1.2,72,71
113,墨田区本所4丁目10,35.703804,139.806885,JGD2011,区道墨１０５号,C,2010-11-24,2010-11-25,5,4,2.7,1.2,69,63
114,墨田区本所1丁目32,35.704563,139.797699,JGD2011,都道上野月島線,C,2010-11-24,2010-11-25,4,4,4.2,1.2,70,66
115,墨田区業平5丁目9,35.707909,139.817413,JGD2011,都道本郷亀戸線,C,2010-11-24,2010-11-25,4,4,2.2,1.2,70,65
116,墨田区業平1丁目12,35.708679,139.809845,JGD2011,都道本郷亀戸線,C,2010-11-24,2010-11-25,4,6,5.4,1.2,67,63
117,墨田区業平3丁目4,35.706112,139.813980,JGD2011,都道深川吾嬬線,C,2010-11-24,2010-11-25,4,4,4.8,1.2,70,66
