一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
434,青梅市根ヶ布2-276,35.806583,139.265411,JGD2011,都道青梅飯能線（成木街道）,a,2010-10-04,2010-10-07,4,2,1.5,1.2,70,63
435,青梅市長淵8-233-3,35.779426,139.264700,JGD2011,都道青梅あきる野線（秋川街道）,c,2010-11-22,2010-11-26,4,2,2,1.4,67,61
437,青梅市柚木町2-405-1,35.801417,139.210272,JGD2011,都道奥多摩青梅線（吉野街道）,a,2010-11-01,2010-11-04,4,2,3,1.2,66,62
440,青梅市長淵5-244,35.779659,139.265198,JGD2011,都道青梅あきる野線,C,2010-11-04,2010-11-05,4,2,1.5,1.2,68,62
441,青梅市畑中2-555,35.783459,139.242340,JGD2011,都道奥多摩青梅線,A,2010-11-04,2010-11-05,4,2,1.0,1.2,71,67
444,府中市矢崎町1-5,35.663582,139.479401,JGD2011,都道９号線(府中街道),b,2011-03-02,2011-03-04,4,2,4,1.5,69,66
445,府中市分梅町3-50,35.665642,139.459076,JGD2011,都道１８号線(鎌倉街道),b,2011-02-22,2011-02-25,4,4,3,2.2,69,66
446,府中市若松町3-39,35.675034,139.506744,JGD2011,都道１１０号線(人見街道),a,2011-03-08,2011-03-15,4,2,1,1.5,61,57
447,府中市浅間町4-5,35.683331,139.499557,JGD2011,都道２４８号線(新小金井街道),b,2011-01-11,2011-01-14,4,2,4,1.5,68,66
448,府中市緑町1-29,35.674267,139.486389,JGD2011,都道１５号線(小金井街道）,b,2011-01-25,2011-01-28,4,2,1.8,1.5,65,62
453,府中市四谷4-3,35.666695,139.445465,JGD2011,都道府中相模原線,A,2010-10-26,2010-10-27,4,4,5.0,1.2,68,65
457,昭島市田中町2-16-14,35.702545,139.352905,JGD2011,都道２９号線（奥多摩街道）,a,2010-09-14,2010-09-16,4,2,1.9,1.2,68,66
458,昭島市昭和町3-6-3,35.708111,139.368393,JGD2011,都道１６２号線（諏訪松中通り）,a,2010-07-06,2010-07-08,4,2,3.5,1.2,69,63
460,昭島市福島町3-24-20,35.695034,139.374939,JGD2011,都道５８号線,a,2011-03-01,2011-03-03,4,3,4.6,1.2,70,67
461,昭島市福島町3-22-20,35.696453,139.377304,JGD2011,都道２９号線（新奥多摩街道）,b,2011-03-01,2011-03-03,4,4,3.8,1.2,68,67
462,昭島市武蔵野3-11-10,35.718075,139.373062,JGD2011,都道１６２号三ツ木八王子線,c,2011-03-08,2011-03-10,4,2,4.6,1.2,66,65
466,昭島市田中町2-19,35.703747,139.353302,JGD2011,都道立川青梅線,B,2010-10-26,2010-10-27,4,4,3.5,1.2,67,63
468,調布市富士見町2-16-33,35.659873,139.541131,JGD2011,都道調布田無線（武蔵境通り）,a,2011-01-20,2011-01-21,4,2,15,1.2,62,62
470,調布市深大寺北町7-16,35.673820,139.544846,JGD2011,都道調布田無線（武蔵境通り）,a,2011-01-19,2011-01-20,4,2,2,1.2,63,57
471,調布市多摩川1-51,35.648731,139.532318,JGD2011,都道町田調布線（鶴川街道）,c,2011-01-28,2011-02-04,4,2,14,1.2,64,60
473,調布市深大寺元町4-2,35.667610,139.544128,JGD2011,都道調布田無線,A,2010-10-18,2010-10-19,4,2,10.5,1.2,60,55
475,町田市小山町2507,35.597279,139.368607,JGD2011,都道八王子町田線（町田街道）,b,2011-02-08,2011-02-09,4,2,2.1,1.2,71,69
476,町田市中町1-20-23,35.548351,139.447166,JGD2011,都道八王子町田線（町田街道）,c,2011-02-16,2001-02-17,4,2,2.1,1.2,75,65
479,町田市野津田町1523,35.592190,139.451599,JGD2011,都道府中町田線,A,2010-10-18,2010-10-19,4,4,5.0,1.2,65,62
480,町田市常磐町3418,35.584781,139.400426,JGD2011,都道八王子町田線,B,2010-10-26,2010-10-27,4,2,2.2,1.2,69,67
481,町田市高ヶ坂484,35.542656,139.460480,JGD2011,都道川崎町田線,B,2010-10-18,2010-10-19,4,2,2.5,1.2,64,61
