一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
416,武蔵野市中町2-10,35.706509,139.563416,JGD2011,都道７号（杉並あきる野線）,c,2010-11-16,2010-11-17,4,2,0,1.5,69,67
417,武蔵野市中町3-9-11,35.711914,139.565796,JGD2011,都道７号（杉並あきる野線）,c,2010-11-18,2010-11-19,4,2,1,1.5,68,66
418,武蔵野市中町3-4,35.711681,139.564117,JGD2011,都道１２１号線(武蔵野調布線）,c,2010-11-10,2010-11-11,4,2,2,1.5,68,65
419,武蔵野市関前1-9,35.710793,139.544022,JGD2011,都道１２号(調布田無線）,c,2010-11-29,2010-11-30,4,2,0,1.5,68,65
420,武蔵野市八幡町2-5-3,35.721550,139.559280,JGD2011,都道７号線（杉並あきる野線）,b,2010-11-30,2010-12-01,4,3,0,1.5,65,62
421,武蔵野市吉祥寺東町1-23,35.708572,139.588120,JGD2011,都道１１３号線(杉並武蔵野線）,a,2010-11-09,2010-11-10,4,2,1,1.5,66,63
422,武蔵野市御殿山1-19,35.699440,139.572311,JGD2011,都道１１４号線(武蔵野狛江線),a,2010-11-08,2010-11-09,4,3,0,1.5,70,69
423,武蔵野市境南町5-10,35.695648,139.537155,JGD2011,都道１２号線(境調布線),a,2010-11-24,2010-11-25,4,2,0,1.5,66,62
424,武蔵野市吉祥寺東町3-19,35.708252,139.590820,JGD2011,都道杉並あきる野線,C,2010-10-19,2010-10-20,4,2,2.5,1.2,67,65
425,武蔵野市西久保2-1,35.707680,139.560806,JGD2011,都道武蔵野調布線,C,2010-10-18,2010-10-19,4,2,3.3,1.2,69,65
