一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
313,足立区綾瀬1-11,35.756969,139.821121,JGD2011,都道３０８号線,b,2010-11-30,2010-12-01,4,2,3,1.5,65,63
315,足立区谷中2丁目23,35.776302,139.835541,JGD2011,都道王子金町江戸川線（環状7号線）,C,2010-12-01,2010-12-02,4,4,5,1.2,71,70
320,足立区舎人1丁目17,35.806046,139.769760,JGD2011,都道台東鳩ケ谷線,C,2010-12-01,2010-12-02,4,4,6.7,1.2,66,61
321,葛飾区水元3-20-1,35.782534,139.864886,JGD2011,都道王子金町江戸川線(岩槻街道),b,2010-09-10,2010-09-17,4,2,5.0,1.2,64,60
322,葛飾区西水元6-16-2,35.788502,139.856796,JGD2011,都道王子金町江戸川線,b,2010-07-30,2010-08-06,4,2,1.5,1.2,67,63
323,葛飾区東金町8-2-21,35.778713,139.883591,JGD2011,都道松戸草加線,c,2010-07-30,2010-08-06,4,4,4.9,1.2,66,62
324,葛飾区柴又4-30-1,35.753070,139.877172,JGD2011,都道王子金町江戸川線(柴又街道),c,2010-09-10,2010-09-17,4,2,5.0,1.2,65,61
325,葛飾区亀有3-38-7,35.764297,139.850403,JGD2011,都道環状７号線(環七通り),c,2010-09-02,2010-09-09,4,4,4.3,1.2,69,67
326,葛飾区高砂1-2-1,35.740908,139.863717,JGD2011,都道環状７号線(環七通り),c,2010-09-02,2010-09-09,4,5,4.1,2.3,71,69
329,葛飾区堀切6-1-1,35.751328,139.827896,JGD2011,都道言問大谷田線,c,2010-09-10,2010-09-17,4,4,8.6,1.2,68,65
330,葛飾区小菅3-6-17,35.755711,139.824509,JGD2011,都道千住小松川葛西沖線,c,2010-09-10,2010-09-17,4,2,0.3,1.2,67,62
331,葛飾区小菅2-19-21,35.750057,139.825867,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2010-09-28,2010-10-05,4,5,4.1,1.2,67,61
332,葛飾区堀切3-32-6,35.743740,139.832855,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2010-09-28,2010-10-05,4,2,3.8,1.6,69,66
333,葛飾区東立石2-1-4,35.733650,139.843307,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2010-09-28,2010-10-05,4,3,4.0,1.2,66,63
334,葛飾区奥戸2-37-7,35.734943,139.861832,JGD2011,都道市川四つ木線(奥戸街道),c,2010-09-02,2010-09-09,4,2,3.2,1.8,67,62
335,葛飾区新小岩1-53-9,35.714382,139.861389,JGD2011,都道千住小松川葛西沖線(平和橋通り),c,2010-09-28,2010-10-05,4,3,3.7,1.2,67,64
336,葛飾区東新小岩3-12-1,35.722675,139.861511,JGD2011,都道御徒町小岩線(蔵前橋通り),c,2010-09-28,2010-10-05,4,4,4.6,1.4,67,64
337,葛飾区小菅1-35,35.756767,139.818176,JGD2011,都道千住小松川葛西沖線（平和橋通り）,b,2010-07-22,2010-07-29,4,4,4.6,1.8,68,65
340,葛飾区堀切2-4-5,35.742908,139.824936,JGD2011,都道新荒川葛西堤防線,b,2010-07-22,2010-07-29,4,2,13,1.2,66,64
341,葛飾区堀切2-4-5,35.742908,139.824936,JGD2011,都道新荒川葛西堤防線,b,2010-07-22,2010-07-29,4,2,17.2,7.5,67,65
343,葛飾区東四つ木1-3-1,35.725972,139.841348,JGD2011,都道新荒川葛西堤防線,c,2010-09-10,2010-09-17,4,3,10,1.2,66,63
344,葛飾区東四つ木1-3-1,35.725972,139.841348,JGD2011,都道新荒川葛西堤防線,c,2010-09-10,2010-09-17,4,3,25.5,9.4,62,59
352,葛飾区堀切4丁目58,35.749603,139.827423,JGD2011,都道千住小松川葛西沖線,C,2010-11-15,2010-11-16,4,2,6,1.2,69,65
353,葛飾区東新小岩3丁目12,35.722919,139.861862,JGD2011,都道御徒町小岩線,C,2010-11-15,2010-11-16,4,4,5,1.2,70,66
354,葛飾区青戸7丁目30,35.754524,139.856277,JGD2011,都道環状７号線,C,2010-11-15,2010-11-16,4,6,6.2,1.2,71,68
355,葛飾区東金町4丁目3,35.772648,139.876007,JGD2011,都道金町線,C,2010-11-15,2010-11-16,4,4,5.1,1.2,71,66
