一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
431,青梅市新町1-21-13,35.787998,139.298141,JGD2011,都道新宿青梅線（青梅街道）,b,2010-09-13,2010-09-16,4,4,4.5,1.2,66,61
432,青梅市畑中3-953-1,35.779157,139.234967,JGD2011,都道奥多摩青梅線（吉野街道）,a,2010-11-30,2010-12-03,4,2,1.5,1.2,71,67
433,青梅市新町8-20,35.784454,139.309372,JGD2011,市道幹12号線,b,2010-10-12,2010-10-15,5,4,4.5,1.2,67,64
434,青梅市根ヶ布2-276,35.806583,139.265411,JGD2011,都道青梅飯能線（成木街道）,a,2010-10-04,2010-10-07,4,2,1.5,1.2,70,63
435,青梅市長淵8-233-3,35.779426,139.264700,JGD2011,都道青梅あきる野線（秋川街道）,c,2010-11-22,2010-11-26,4,2,2,1.4,67,61
436,青梅市日向和田3-706,35.786888,139.230652,JGD2011,国道八王子甲府線（青梅街道）,a,2010-10-25,2010-10-28,3,2,2,1.6,68,63
437,青梅市柚木町2-405-1,35.801417,139.210272,JGD2011,都道奥多摩青梅線（吉野街道）,a,2010-11-01,2010-11-04,4,2,3,1.2,66,62
438,青梅市御岳本町,35.809063,139.178360,JGD2011,国道４１１号,A,2010-11-04,2010-11-05,3,2,2.3,1.2,68,61
439,青梅市新町6-10,35.793365,139.311188,JGD2011,国道４６８号（圏央道）,C,2010-11-04,2010-11-05,3,4,9.8,1.2,62,60
440,青梅市長淵5-244,35.779659,139.265198,JGD2011,都道青梅あきる野線,C,2010-11-04,2010-11-05,4,2,1.5,1.2,68,62
441,青梅市畑中2-555,35.783459,139.242340,JGD2011,都道奥多摩青梅線,A,2010-11-04,2010-11-05,4,2,1.0,1.2,71,67
