一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
269,北区滝野川1--90-8,35.746017,139.730728,JGD2011,国道１２２号（明治通り）,c,2011-01-27,2011-01-28,3,4,4.6,1.2,72,72
274,荒川区南千住1-59,35.734081,139.793381,JGD2011,国道４号（日光街道）,c,2010-05-10,2010-05-14,3,4,4.1,1.4,72,71
283,板橋区板橋2-67-7,35.751736,139.709290,JGD2011,国道１７号(中山道),c,2010-07-13,2010-07-13,3,7,4,1.2,68,66
287,板橋区南常盤台2-8-3,35.757086,139.686762,JGD2011,国道２５４号(川越街道),c,2010-11-08,2010-11-11,3,4,4,1.2,69,68
289,板橋区大山町13-1,35.747094,139.700047,JGD2011,国道２５４号(川越街道),c,2010-09-01,2010-09-02,3,4,4,1.2,71,68
290,板橋区本町41-3,35.757792,139.707237,JGD2011,国道１７号(中山道),c,2010-09-02,2010-09-03,3,6,4,1.2,76,74
292,板橋区大原町6-5,35.770150,139.700783,JGD2011,国道１７号(中山道),c,2010-07-08,2010-07-09,3,4,4,1.2,72,70
293,板橋区東坂下2-20-9,35.787846,139.685287,JGD2011,国道１７号(中山道),c,2010-09-21,2010-09-22,3,4,4,1.2,71,71
297,板橋区高島平6-1-1,35.792306,139.646469,JGD2011,国道１７号(新大宮バイパス),c,2010-10-07,2010-10-08,3,9,4,1.2,72,69
298,板橋区赤塚7-25,35.779480,139.649689,JGD2011,国道１７号(新大宮バイパス),a,2010-09-28,2010-09-29,3,2,4,1.2,69,66
299,板橋区赤塚新町3-3-9,35.770729,139.641541,JGD2011,国道２５４号(川越街道),c,2010-09-29,2010-09-30,3,4,4,1.2,73,71
300,板橋区高島平5丁目13,35.789223,139.643814,JGD2011,国道１７号,B,2010-11-09,2010-11-10,3,4,2.2,1.2,64,61
302,板橋区大谷口上町4,35.750233,139.694702,JGD2011,国道２５４号,C,2010-11-09,2010-11-10,3,4,4.7,1.2,70,68
303,板橋区東新町1丁目38,35.757610,139.682831,JGD2011,国道２５４号,C,2010-11-09,2010-11-10,3,4,5.2,1.2,72,70
304,板橋区赤塚新町3丁目14,35.771984,139.636765,JGD2011,国道２５４号,C,2010-11-09,2010-11-10,3,4,4.8,1.2,72,71
307,足立区千住河原町10,35.743710,139.797867,JGD2011,国道４号,c,2010-11-11,2010-11-12,3,7,4,1.5,69,67
308,足立区中央本町1-5-3,35.771118,139.803574,JGD2011,国道４号,c,2010-11-11,2010-11-12,3,4,4,1.5,66,65
309,足立区西保木間1-15,35.796452,139.801788,JGD2011,国道４号,c,2010-11-15,2010-11-16,3,4,4.8,1.5,74,73
314,足立区中央本町1丁目16,35.774796,139.803711,JGD2011,国道４号,C,2010-12-01,2010-12-02,3,4,4.3,1.2,71,70
318,足立区千住寿町5,35.752022,139.800034,JGD2011,国道４号,C,2010-12-01,2010-12-02,3,6,4.2,1.2,72,70
319,足立区島根2丁目32,35.784908,139.802475,JGD2011,国道４号,C,2010-12-01,2010-12-02,3,4,4.9,1.2,74,72
327,葛飾区金町5-24-16,35.765957,139.869095,JGD2011,国道６号(水戸街道),c,2010-07-30,2010-08-06,3,8,3.8,1.2,66,65
328,葛飾区四つ木5-15-21,35.742439,139.841705,JGD2011,国道６号(水戸街道),c,2010-09-28,2010-10-05,3,4,4.7,1.2,69,67
345,葛飾区東金町8-10-8,35.779854,139.885101,JGD2011,国道２９８号,c,2010-07-30,2010-08-06,3,6,4.7,1.2,62,56
346,葛飾区東金町8-16-7,35.780254,139.886581,JGD2011,国道２９８号,a,2010-07-30,2010-08-06,3,6,5.3,1.2,59,54
347,葛飾区東金町8-33,35.782219,139.884689,JGD2011,国道２９８号,a,2010-07-30,2010-08-06,3,6,5.8,1.2,67,61
348,葛飾区金町3-19-8,35.767788,139.873077,JGD2011,国道６号(水戸街道・金町陸橋),c,2010-09-02,2010-09-09,3,8,4.6,1.8,69,66
