一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
230,杉並区荻窪5-10,35.701599,139.617706,JGD2011,都道環状８号線（環八通り）,c,2010-06-01,2010-06-04,4,4,2.8,1.2,71,70
231,杉並区高井戸西1-5,35.680756,139.613739,JGD2011,都道環状８号線（環八通り）,b,2010-06-22,2010-06-25,4,4,3.6,1.3,73,74
233,杉並区高井戸東2-3,35.677635,139.615311,JGD2011,都道新宿国立線（放射５号線）,b,2010-09-07,2010-09-10,4,6,4.5,1.2,70,69
234,杉並区上高井戸2-16,35.679134,139.606979,JGD2011,都道新宿国立線（放射５号線）,b,2010-09-28,2010-10-01,4,2,8.7,1.3,66,65
235,杉並区高円寺南2-11,35.698475,139.650757,JGD2011,都道東京所沢線（青梅街道）,c,2010-10-05,2010-10-08,4,4,4.0,1.3,69,68
236,杉並区成田東5-34,35.700737,139.631714,JGD2011,都道東京所沢線（青梅街道）,c,2010-10-26,2010-10-29,4,4,5.8,1.2,72,71
237,杉並区桃井4-2,35.712292,139.603058,JGD2011,都道東京所沢線（青梅街道）,c,2011-02-01,2011-02-04,4,4,4.7,1.2,71,69
238,杉並区高井戸東4-3,35.687462,139.620407,JGD2011,都道赤坂杉並線（井の頭通り）,b,2010-10-12,2010-10-15,4,4,2.9,1.2,72,71
239,杉並区宮前1-14,35.689945,139.609360,JGD2011,都道杉並あきる野線（井の頭通り）,b,2011-01-25,2011-01-28,4,4,4.1,1.4,70,68
240,杉並区成田東3-7,35.692486,139.637650,JGD2011,都道杉並あきる野線（五日市街道）,c,2010-10-19,2010-10-22,4,2,3.0,1.7,65,60
241,杉並区宮前1-18,35.690220,139.613647,JGD2011,都道杉並あきる野線（五日市街道）,c,2010-11-16,2010-11-19,4,2,1.8,1.2,69,69
242,杉並区阿佐谷北5-45,35.711430,139.641129,JGD2011,都道飯田橋石神井新座線（早稲田通り）,c,2011-01-18,2011-01-21,4,2,3.1,2.3,68,67
243,杉並区上井草3-6,35.719406,139.602066,JGD2011,都道向井町新町線（早稲田通り）,a,2010-11-23,2010-11-26,4,2,3.0,1.2,66,64
244,杉並区堀ノ内1-9,35.683540,139.650314,JGD2011,都道新宿国立線（方南通り）,b,2010-12-07,2010-12-10,4,4,3.9,1.2,67,65
245,杉並区阿佐谷北1-31,35.708443,139.636154,JGD2011,都道瀬田貫井線（中杉通り）,c,2011-02-07,2011-02-10,4,2,6.9,1.2,67,66
250,杉並区荻窪2丁目22,35.694809,139.617859,JGD2011,都道環状８号線（環八通り）,B,2010-11-17,2010-11-18,4,6,2.9,1.2,73,73
251,杉並区荻窪5丁目1,35.700375,139.617554,JGD2011,都道環状８号線（環八通り）,C,2010-11-17,2010-11-18,4,4,3.9,1.2,73,73
252,杉並区方南2丁目19,35.683754,139.658218,JGD2011,都道新宿国立線（方南通り）,C,2010-11-17,2010-11-18,4,2,4.5,1.2,71,69
253,杉並区梅里2丁目9,35.697506,139.645691,JGD2011,都道東京所沢線（青梅街道）,C,2010-11-17,2010-11-18,4,4,4.7,1.2,73,73
254,杉並区上井草4丁目5,35.717972,139.595505,JGD2011,都道東京所沢線（青梅街道）,C,2010-11-17,2010-11-18,4,5,4.6,1.2,73,70
255,杉並区西荻北4丁目40,35.709579,139.597534,JGD2011,都道杉並武蔵野線（女子大通り）,A,2010-11-17,2010-11-18,4,2,2.5,1.2,68,64
256,杉並区高円寺南1丁目21,35.700348,139.657730,JGD2011,都道神楽坂高円寺線（大久保通り）,A,2010-11-17,2010-11-18,4,2,2.5,1.2,69,67
258,豊島区目白1-1-1,35.716621,139.712204,JGD2011,都道３０５号線（明治通り）,b,2011-02-15,2011-02-18,4,4,5.2,2.8,71,71
259,豊島区南長崎3丁目1,35.722977,139.688568,JGD2011,都道８号線,C,2010-11-29,2010-11-30,4,2,3,1.2,66,64
260,豊島区目白2丁目10,35.720207,139.710999,JGD2011,都道８号線,A,2010-11-29,2010-11-30,4,4,3.7,1.2,70,67
261,豊島区長崎6丁目22,35.734646,139.681778,JGD2011,都道４２０号線,C,2010-11-29,2010-11-30,4,4,3.2,1.2,61,56
