一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準類型等,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(Leq)(dB),夜間等価騒音レベル(Leq)(dB)
201,世田谷区成城3-18-23,35.634262,139.597687,JGD2011,都道世田谷町田線（世田谷通り）,b,2010-12-07,2010-12-08,4,2,2.5,1.2,72,71
205,世田谷区上馬5丁目30,35.641384,139.658432,JGD2011,都道世田谷町田線,C,2010-11-04,2010-11-05,4,2,3.9,1.2,68,67
206,世田谷区世田谷1丁目18,35.642632,139.649506,JGD2011,都道世田谷町田線,C,2010-11-04,2010-11-05,4,2,3.9,1.2,71,68
207,世田谷区上用賀6丁目20,35.635181,139.622925,JGD2011,都道環状８号線,B,2010-10-27,2010-10-28,4,6,4.2,1.2,73,72
208,世田谷区桜丘5丁目31,35.643101,139.619003,JGD2011,都道環状８号線,B,2010-10-27,2010-10-28,4,6,3.2,1.2,75,73
209,世田谷区上北沢5丁目45,35.673977,139.613434,JGD2011,都道環状８号線,B,2010-11-04,2010-11-05,4,6,3.2,1.2,71,70
210,世田谷区等々力6丁目36,35.613297,139.657867,JGD2011,都道白金台町等々力線,B,2010-10-27,2010-10-28,4,4,6,1.2,66,63
211,世田谷区等々力1丁目19,35.603329,139.648132,JGD2011,都道白金台町等々力線,A,2010-10-27,2010-10-28,4,4,5.5,1.2,65,60
212,世田谷区野沢4丁目1,35.630295,139.671341,JGD2011,都道環状７号線,C,2010-11-04,2010-11-05,4,6,6.5,1.2,71,69
213,世田谷区代田1丁目23,35.652908,139.660538,JGD2011,都道環状７号線,B,2010-11-04,2010-11-05,4,6,6.5,1.2,72,72
214,渋谷区渋谷2丁目13,35.659016,139.706406,JGD2011,都道霞ヶ関渋谷線（六本木通り）,C,2010-11-17,2010-11-18,4,6,7.5,1.2,70,72
215,渋谷区上原1丁目20,35.668144,139.683014,JGD2011,都道赤坂杉並線（井の頭線）,C,2010-11-17,2010-11-18,4,4,3,1.2,70,68
216,渋谷区本町4丁目19,35.688389,139.679703,JGD2011,都道新宿国立線（方南通り）,C,2010-11-17,2010-11-18,4,2,4.5,1.2,68,68
217,渋谷区代々木1丁目22,35.681080,139.702087,JGD2011,都道四谷角筈線（裏参道）,C,2010-11-17,2010-11-18,4,2,3.5,1.2,68,67
218,渋谷区恵比寿1丁目23,35.646164,139.715363,JGD2011,都道芝新宿王子線（恵比寿通り）,C,2010-11-17,2010-11-18,4,2,2.5,1.2,68,67
219,中野区大和町１－１２,35.712528,139.653717,JGD2011,都道環状７号線（環七通り）,c,2010-11-18,2010-11-19,4,4,4.5,1.2,78,77
220,中野区江原町3-5-1,35.730515,139.675781,JGD2011,都道千代田練馬田無線（目白通り）,c,2010-11-18,2010-11-19,4,4,4,1.2,72,70
221,中野区中央2-18-21,35.700222,139.682983,JGD2011,都道環状６号線（山手通り）,c,2010-11-16,2010-11-17,4,4,8.1,1.2,66,63
222,中野区中野5-4-7,35.709259,139.672073,JGD2011,都道飯田橋石神井新座線（早稲田通り）,c,2010-11-18,2010-11-19,4,2,3,1.2,71,69
223,中野区中野5丁目4,35.709061,139.672165,JGD2011,都道飯田橋石神井新座線,C,2010-11-16,2010-11-19,4,2,3,1.2,71,69
224,中野区江原町3丁目5,35.730846,139.675552,JGD2011,都道千代田練馬田無線,C,2010-11-16,2010-11-19,4,4,4.1,1.2,72,70
225,中野区中央2丁目18,35.700245,139.682617,JGD2011,都道環状６号線,C,2010-11-16,2010-11-19,4,6,8.1,1.2,67,63
226,杉並区高円寺北2-1,35.705902,139.653915,JGD2011,都道環状７号線(環七通り),c,2010-11-30,2010-12-03,4,6,6.9,1.2,71,70
227,杉並区和田2-7,35.686996,139.656174,JGD2011,都道環状７号線(環七通り),c,2010-05-11,2010-05-14,4,6,5.7,1.3,70,68
228,杉並区和泉1-21,35.674351,139.659515,JGD2011,都道環状７号線(環七通り),c,2010-05-18,2010-05-21,4,6,2.8,1.3,71,71
229,杉並区桃井1-39,35.713997,139.614243,JGD2011,都道環状８号線（環八通り）,b,2010-06-29,2010-07-02,4,4,3.7,1.3,68,67
