一連番号,測定地点の住所,緯度,経度,座標系,道路名,環境基準累計,測定開始年月日,測定終了年月日,道路種別,車線数,車道端からの距離(m),地上からの高さ(m),昼間等価騒音レベル(dB),夜間等価騒音レベル(dB)
24,中央区月島4-1,35.662067,139.782181,JGD2011,都道４６３号（清澄通り）,c,2010-06-08,2010-06-11,4,6,7.0,1.2,67,65
25,中央区日本橋小伝馬町20,35.692455,139.780502,JGD2011,国道６号（江戸通り）,c,2010-06-08,2010-06-11,3,6,4.5,1.2,68,65
26,中央区日本橋本町2-2,35.687996,139.775497,JGD2011,都道３１６号（昭和通り）,c,2010-06-08,2010-06-11,4,7,5.5,1.2,74,73
27,中央区築地6-1,35.665749,139.772690,JGD2011,都道３０４号（晴海通り）,c,2010-07-06,2010-07-09,4,6,5.0,1.2,71,70
28,中央区京橋3-11,35.674385,139.771667,JGD2011,都道３１６号（昭和通り）,c,2010-10-19,2010-10-22,4,10,5.6,1.2,71,70
29,中央区日本橋人形町2-36,35.685848,139.786469,JGD2011,都道５０号（新大橋通り）,c,2010-10-19,2010-10-22,4,6,5.5,1.2,71,69
30,中央区京橋2-3,35.676660,139.771215,JGD2011,国道１５号（中央通り）,c,2010-10-19,2010-10-22,3,5,4.5,1.2,68,67
31,中央区新富2-5,35.671688,139.773880,JGD2011,都道５０号（新大橋通り）,c,2010-11-16,2010-11-19,4,6,5.5,1.2,69,66
32,中央区晴海3-1,35.656456,139.779572,JGD2011,都道３０４号（晴海通り）,c,2010-12-07,2010-12-10,4,9,8.0,1.2,66,65
33,中央区入船1-1,35.673565,139.777573,JGD2011,都道５０号（新大橋通り）,c,2011-01-18,2011-01-21,4,6,6.2,1.2,66,64
34,中央区銀座8丁目16,35.665848,139.763611,JGD2011,都道日本橋芝浦大森線,C,2010-11-01,2010-11-02,4,6,5.7,1.2,69,67
35,中央区銀座1丁目20,35.672783,139.770218,JGD2011,都道日本橋芝浦大森線,C,2010-11-01,2010-11-02,4,10,4,1.2,74,74
36,中央区銀座7丁目13,35.667622,139.764053,JGD2011,都道日本橋芝浦大森線,C,2010-11-01,2010-11-02,4,10,4,1.2,72,71
37,中央区八重洲2丁目6,35.677799,139.768082,JGD2011,都道外濠環状線,C,2010-11-01,2010-11-02,4,10,5.6,1.2,65,62
38,中央区月島1丁目27,35.663071,139.782364,JGD2011,都道上野月島線,C,2010-11-01,2010-11-02,4,6,3,1.2,66,63
39,中央区入船3丁目3,35.670113,139.776276,JGD2011,都道新富晴海線,C,2010-11-01,2010-11-02,4,6,1,1.2,70,67
40,中央区日本橋人形町3丁目4,35.686306,139.781021,JGD2011,区道中日第６号線,C,2010-11-01,2010-11-02,5,4,1.5,1.2,70,68
