"年月[西暦]","調査項目","設問","項目","調査回答者の属性種別","調査回答者の属性","調査数[人]","とても良くなった[人]","良くなった[人]","変わらない[人]","悪くなった[人]","とても悪くなった[人]","無回答[人]"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(9)責任感","全体",,"658","28","120","435","8","6","61"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(9)責任感","性・年代別","男性（計）","248","12","50","155","5","3","23"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(9)責任感","性・年代別","男性 18～29歳","23","2","4","17","0","0","0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(9)責任感","性・年代別","男性 30～39歳","35","0","4","29","0","1","1"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(9)責任感","性・年代別","男性 40～49歳","41","3","7","30","1","0","0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(9)責任感","性・年代別","男性 50～59歳","49","4","12","29","0","0","4"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(9)責任感","性・年代別","男性 60～69歳","39","0","8","27","2","1","1"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(9)責任感","性・年代別","男性 70歳以上","60","3","14","23","2","1","17"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(9)責任感","性・年代別","男性 無回答","1","0","1","0","0","0","0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(9)責任感","性・年代別","女性（計）","400","15","68","275","3","3","36"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(9)責任感","性・年代別","女性 18～29歳","28","2","4","18","0","1","3"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(9)責任感","性・年代別","女性 30～39歳","65","2","6","55","1","0","1"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(9)責任感","性・年代別","女性 40～49歳","95","4","21","64","0","2","4"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(9)責任感","性・年代別","女性 50～59歳","82","3","12","61","0","0","6"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(9)責任感","性・年代別","女性 60～69歳","55","0","12","34","2","0","7"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(9)責任感","性・年代別","女性 70歳以上","75","4","13","43","0","0","15"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(9)責任感","性・年代別","女性 無回答","0","0","0","0","0","0","0"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(9)責任感","性・年代別","無回答","10","1","2","5","0","0","2"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(9)責任感","職業別","自営業主・家族従業","92","3","16","60","3","1","9"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(9)責任感","職業別","会社員・団体職員・公務員","280","11","46","207","2","1","13"
"202003","港区の職員に対する印象","Q30. 港区の職員に対する印象の変化について、近年、どのような変化を感じますか。以下の項目について、あなたのお考えに近いものをお答えください。（○はそれぞれ１つずつ）","項目(9)責任感","職業別","アルバイト・パートタイマー","58","3","11","37","1","1","5"
