罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所,発生場所の詳細,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,自動車盗,中央,八重洲通交番,131024,東京都,中央区,八重洲１丁目,2022/3/21,5,道路上,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,深川,森下交番,131083,東京都,江東区,常盤２丁目,2022/4/12,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,麹町,目黒駅前交番,131091,東京都,品川区,上大崎３丁目,2022/5/9,0,駐車（輪）場,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,麹町,青物横丁駅前交番,131091,東京都,品川区,東品川４丁目,2022/5/9,23,駐車（輪）場,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,万世橋,秋葉原交番,131016,東京都,千代田区,神田花岡町,2022/10/16,4,道路上,その他,キーなし,あり,特殊自動車
窃盗,自動車盗,万世橋,台東交番,131067,東京都,台東区,台東１丁目,2022/2/21,18,道路上,その他,キーあり,なし,貨物自動車
窃盗,自動車盗,高輪,白金三光町交番,131032,東京都,港区,白金台４丁目,2022/5/4,0,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,麻布,西麻布交番,131032,東京都,港区,西麻布３丁目,2022/8/26,5,駐車（輪）場,駐車（輪）場,キーあり,なし,乗用自動車
窃盗,自動車盗,東京湾岸,お台場海浜公園駅前交番,131032,東京都,港区,台場１丁目,2022/9/9,0,その他,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,品川,天王洲交番,131091,東京都,品川区,東品川１丁目,2022/3/5,23,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,品川,天王洲交番,131091,東京都,品川区,東品川３丁目,2022/8/23,16,その他,駐車（輪）場,キーあり,あり,乗用自動車
窃盗,自動車盗,品川,青物横丁駅前交番,131091,東京都,品川区,東品川３丁目,2022/10/3,21,駐車（輪）場,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,大崎,五反田駅前交番,131091,東京都,品川区,東五反田４丁目,2022/10/28,19,４階建て以上共同住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,荏原,江戸見坂交番,131091,東京都,品川区,小山６丁目,2022/5/11,0,駐車（輪）場,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,大森,森ケ崎交番,131113,東京都,大田区,大森東５丁目,2022/5/8,19,一戸建住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,大森,森ケ崎交番,131113,東京都,大田区,大森南２丁目,2022/5/26,20,一戸建住宅,駐車（輪）場,キーなし,あり,乗用自動車
窃盗,自動車盗,大森,,,,,,2022/3/16,22,４階建て以上共同住宅,駐車（輪）場,キーなし,なし,乗用自動車
窃盗,自動車盗,蒲田,蒲田駅東口交番,131113,東京都,大田区,蒲田５丁目,2022/11/19,4,４階建て以上共同住宅,駐車（輪）場,キーあり,なし,乗用自動車
