罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,現金被害の有無
窃盗,自動販売機ねらい,中央,日本橋交番,131024,東京都,中央区,日本橋小舟町,2019-07-30,15,道路上,あり
窃盗,自動販売機ねらい,中央,八重洲通交番,131024,東京都,中央区,京橋１丁目,2019-07-19,14,道路上,あり
窃盗,自動販売機ねらい,中央,八重洲通交番,131024,東京都,中央区,日本橋３丁目,2019-07-25,11,道路上,あり
窃盗,自動販売機ねらい,中央,八重洲通交番,131024,東京都,中央区,八重洲２丁目,2019-07-23,17,道路上,あり
窃盗,自動販売機ねらい,中央,八重洲通交番,131024,東京都,中央区,八重洲２丁目,2019-07-25,15,駐車（輪）場,あり
窃盗,自動販売機ねらい,中央,八重洲通交番,131024,東京都,中央区,八重洲２丁目,2019-07-26,18,道路上,あり
窃盗,自動販売機ねらい,中央,八丁堀交番,131024,東京都,中央区,八丁堀１丁目,2019-07-19,14,道路上,あり
窃盗,自動販売機ねらい,中央,八丁堀交番,131024,東京都,中央区,八丁堀１丁目,2019-07-29,12,道路上,あり
窃盗,自動販売機ねらい,中央,八丁堀交番,131024,東京都,中央区,八丁堀３丁目,2019-08-05,05,道路上,あり
窃盗,自動販売機ねらい,中央,高橋交番,131024,東京都,中央区,新川２丁目,2019-07-23,12,道路上,あり
窃盗,自動販売機ねらい,中央,高橋交番,131024,東京都,中央区,新川２丁目,2019-07-23,12,道路上,あり
窃盗,自動販売機ねらい,中央,高橋交番,131024,東京都,中央区,新川２丁目,2019-07-23,17,道路上,あり
窃盗,自動販売機ねらい,深川,森下交番,131083,東京都,江東区,新大橋３丁目,2019-03-04,20,道路上,あり
窃盗,自動販売機ねらい,深川,森下交番,131083,東京都,江東区,常盤２丁目,2019-11-14,12,道路上,あり
窃盗,自動販売機ねらい,深川,住吉交番,131083,東京都,江東区,扇橋３丁目,2019-08-23,16,道路上,あり
窃盗,自動販売機ねらい,深川,千田交番,131083,東京都,江東区,千田,2019-01-01,00,駐車（輪）場,あり
窃盗,自動販売機ねらい,麹町,市ケ谷見付交番,131016,東京都,千代田区,九段北４丁目,2019-07-31,12,道路上,あり
窃盗,自動販売機ねらい,丸の内,日比谷公園前交番,131016,東京都,千代田区,皇居外苑,2019-02-21,21,その他,あり
窃盗,自動販売機ねらい,丸の内,東京駅前交番,131016,東京都,千代田区,丸の内１丁目,2019-02-15,15,その他,なし
窃盗,自動販売機ねらい,丸の内,八重洲口交番,131016,東京都,千代田区,丸の内１丁目,2019-08-31,16,その他,あり
窃盗,自動販売機ねらい,神田,司町交番,131016,東京都,千代田区,神田多町２丁目,2019-07-12,14,道路上,あり
窃盗,自動販売機ねらい,神田,司町交番,131016,東京都,千代田区,神田多町２丁目,2019-07-16,16,道路上,あり
窃盗,自動販売機ねらい,神田,司町交番,131016,東京都,千代田区,神田多町２丁目,2019-07-18,15,その他,あり
窃盗,自動販売機ねらい,神田,神保町交番,131016,東京都,千代田区,神田神保町１丁目,2019-07-20,06,その他,あり
窃盗,自動販売機ねらい,神田,神保町交番,131016,東京都,千代田区,神田神保町２丁目,2019-10-08,08,道路上,あり
窃盗,自動販売機ねらい,神田,水道橋駅前交番,131016,東京都,千代田区,西神田１丁目,2019-07-24,13,その他,あり
窃盗,自動販売機ねらい,万世橋,神田駅交番,131016,東京都,千代田区,鍛冶町１丁目,2019-12-13,09,その他,あり
窃盗,自動販売機ねらい,万世橋,神田駅交番,131016,東京都,千代田区,神田鍛冶町３丁目,2019-07-18,15,駐車（輪）場,あり
窃盗,自動販売機ねらい,万世橋,神田駅交番,131016,東京都,千代田区,神田紺屋町,2019-07-19,09,その他,あり
窃盗,自動販売機ねらい,万世橋,神田駅交番,131016,東京都,千代田区,神田須田町２丁目,2019-07-29,15,道路上,あり
窃盗,自動販売機ねらい,万世橋,岩本町交番,131016,東京都,千代田区,岩本町２丁目,2019-07-19,15,その他,あり
窃盗,自動販売機ねらい,万世橋,美倉橋交番,131016,東京都,千代田区,神田佐久間町４丁目,2019-07-31,12,その他,あり
窃盗,自動販売機ねらい,万世橋,秋葉原交番,131016,東京都,千代田区,外神田１丁目,2019-11-30,23,道路上,なし
窃盗,自動販売機ねらい,万世橋,秋葉原交番,131016,東京都,千代田区,外神田５丁目,2019-06-24,13,その他,あり
窃盗,自動販売機ねらい,万世橋,秋葉原交番,131016,東京都,千代田区,外神田６丁目,2019-07-10,09,その他,あり
窃盗,自動販売機ねらい,久松,箱崎交番,131024,東京都,中央区,日本橋馬喰町２丁目,2019-07-11,06,道路上,あり
窃盗,自動販売機ねらい,久松,東日本橋交番,131024,東京都,中央区,東日本橋１丁目,2019-07-31,08,道路上,あり
窃盗,自動販売機ねらい,久松,問屋橋交番,131024,東京都,中央区,日本橋人形町２丁目,2019-07-26,09,道路上,あり
窃盗,自動販売機ねらい,久松,問屋橋交番,131024,東京都,中央区,日本橋人形町３丁目,2019-07-18,15,道路上,あり
窃盗,自動販売機ねらい,築地,銀座一丁目交番,131024,東京都,中央区,銀座２丁目,2019-07-12,10,その他,あり
窃盗,自動販売機ねらい,築地,銀座一丁目交番,131024,東京都,中央区,銀座２丁目,2019-07-26,06,駐車（輪）場,あり
窃盗,自動販売機ねらい,築地,小田原町交番,131024,東京都,中央区,築地６丁目,2019-07-22,09,道路上,あり
窃盗,自動販売機ねらい,築地,湊交番,131024,東京都,中央区,湊３丁目,2019-02-20,12,駐車（輪）場,あり
窃盗,自動販売機ねらい,築地,湊交番,131024,東京都,中央区,湊３丁目,2019-12-04,12,駐車（輪）場,あり
窃盗,自動販売機ねらい,愛宕,新橋駅前交番,131032,東京都,港区,西新橋１丁目,2019-12-30,17,その他,あり
窃盗,自動販売機ねらい,麻布,盛岡町交番,131032,東京都,港区,元麻布２丁目,2019-01-20,15,駐車（輪）場,なし
窃盗,自動販売機ねらい,赤坂,表参道交番,131032,東京都,港区,北青山３丁目,2019-07-21,13,その他,あり
窃盗,自動販売機ねらい,東京湾岸,都橋交番,131083,東京都,江東区,東雲１丁目,2019-09-27,19,その他,あり
窃盗,自動販売機ねらい,品川,台場交番,131091,東京都,品川区,北品川１丁目,2019-07-14,06,道路上,あり
窃盗,自動販売機ねらい,品川,台場交番,131091,東京都,品川区,南品川１丁目,2019-10-24,13,道路上,あり
窃盗,自動販売機ねらい,品川,御殿山交番,131091,東京都,品川区,東五反田２丁目,2019-02-06,13,駐車（輪）場,あり
窃盗,自動販売機ねらい,品川,青物横丁駅前交番,131091,東京都,品川区,北品川３丁目,2019-11-07,12,道路上,あり
窃盗,自動販売機ねらい,大井,立会川交番,131091,東京都,品川区,東大井２丁目,2019-12-24,09,道路上,あり
窃盗,自動販売機ねらい,荏原,荏原中延駅前交番,131091,東京都,品川区,西中延３丁目,2018-12-28,09,道路上,あり
窃盗,自動販売機ねらい,荏原,平塚橋交番,131091,東京都,品川区,平塚３丁目,2019-01-19,10,駐車（輪）場,なし
窃盗,自動販売機ねらい,荏原,戸越交番,131091,東京都,品川区,戸越４丁目,2019-11-27,15,駐車（輪）場,あり
窃盗,自動販売機ねらい,荏原,宮前交番,131091,東京都,品川区,豊町２丁目,2019-02-13,10,その他,あり
窃盗,自動販売機ねらい,荏原,豊町交番,131091,東京都,品川区,戸越５丁目,2019-08-29,02,その他,あり
窃盗,自動販売機ねらい,荏原,源氏前交番,131091,東京都,品川区,中延４丁目,2018-12-24,09,道路上,あり
窃盗,自動販売機ねらい,大森,森ケ崎交番,131113,東京都,大田区,大森東３丁目,2019-06-27,20,その他,あり
窃盗,自動販売機ねらい,大森,森ケ崎交番,131113,東京都,大田区,大森東３丁目,2019-07-07,12,その他,あり
窃盗,自動販売機ねらい,大森,大森海岸交番,131113,東京都,大田区,大森北３丁目,2019-06-26,11,道路上,あり
窃盗,自動販売機ねらい,大森,大森海岸交番,131113,東京都,大田区,大森北６丁目,2019-06-25,16,駐車（輪）場,あり
窃盗,自動販売機ねらい,大森,大森海岸交番,131113,東京都,大田区,平和島１丁目,2019-01-09,16,その他,あり
窃盗,自動販売機ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北１丁目,2019-06-28,12,その他,あり
窃盗,自動販売機ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北１丁目,2019-06-28,12,道路上,あり
窃盗,自動販売機ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北４丁目,2019-06-18,14,その他,あり
窃盗,自動販売機ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北４丁目,2019-06-25,17,その他,あり
窃盗,自動販売機ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北４丁目,2019-07-02,14,道路上,あり
窃盗,自動販売機ねらい,大森,大森駅前交番,131113,東京都,大田区,大森北５丁目,2019-06-25,12,その他,あり
窃盗,自動販売機ねらい,田園調布,洗足池交番,131113,東京都,大田区,上池台４丁目,2019-06-19,04,その他,あり
窃盗,自動販売機ねらい,田園調布,田園調布駅前交番,131113,東京都,大田区,田園調布２丁目,2019-02-18,21,その他,あり
窃盗,自動販売機ねらい,田園調布,鵜の木駅前交番,131113,東京都,大田区,鵜の木１丁目,2019-11-05,02,その他,あり
