"年月[西暦]","調査項目","設問","項目","調査回答者の属性種別","調査回答者の属性","調査数[人]","選択肢A","選択肢B","選択肢C","選択肢D","選択肢E","選択肢F","選択肢G","選択肢H","選択肢I","選択肢J","選択肢K","選択肢L","選択肢M","選択肢N","選択肢O","選択肢P","選択肢Q","選択肢R","選択肢S","選択肢T"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","全体",,"658","14","5","16","39","33","26","43","42","29","43","16","29","57","28","36","34","77","72","15","4"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","性・年代別","男性（計）","248","6","2","4","16","12","11","20","16","11","14","8","13","14","14","13","15","30","23","5","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","性・年代別","男性 18～29歳","23","0","1","1","1","0","2","3","1","0","3","1","1","3","0","2","0","3","1","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","性・年代別","男性 30～39歳","35","2","0","1","3","2","2","4","2","2","0","2","1","0","1","1","2","7","2","1","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","性・年代別","男性 40～49歳","41","1","0","0","3","3","2","6","5","0","3","1","1","1","2","2","3","5","3","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","性・年代別","男性 50～59歳","49","1","1","1","4","1","2","3","3","2","2","1","4","5","2","2","1","7","5","2","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","性・年代別","男性 60～69歳","39","1","0","1","2","2","1","2","1","3","3","2","3","2","1","3","3","4","5","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","性・年代別","男性 70歳以上","60","1","0","0","3","4","2","2","4","4","3","1","3","3","8","3","6","4","7","2","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","性・年代別","男性 無回答","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","性・年代別","女性（計）","400","8","3","11","23","21","15","22","26","18","29","8","16","43","14","22","17","47","46","10","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","性・年代別","女性 18～29歳","28","0","0","1","2","1","1","1","0","2","1","2","2","4","1","2","1","4","2","1","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","性・年代別","女性 30～39歳","65","0","1","3","4","5","2","0","5","2","1","0","3","6","1","3","3","10","12","4","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","性・年代別","女性 40～49歳","95","2","0","4","4","1","4","9","5","8","8","2","1","11","1","3","4","14","12","1","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","性・年代別","女性 50～59歳","82","2","1","0","4","8","1","5","3","4","6","1","5","15","1","2","2","6","14","2","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(5)あなたのお住まいはどの地区ですか。（１つ選択）","性・年代別","女性 60～69歳","55","3","0","0","7","3","3","3","6","0","7","0","2","2","4","3","4","6","1","1","0"
