"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","行政支援、団体支援について","Q35. あなたの抱えている悩みや問題を解決するために特に必要なことは何だと思いますか。（あてはまるものすべてに○）","総合的な情報を持つ相談窓口","300","21.5","23.2"
"202003","行政支援、団体支援について","Q35. あなたの抱えている悩みや問題を解決するために特に必要なことは何だと思いますか。（あてはまるものすべてに○）","専門的知識を持ち、的確なアドバイスができる人材","444","31.9","34.3"
"202003","行政支援、団体支援について","Q35. あなたの抱えている悩みや問題を解決するために特に必要なことは何だと思いますか。（あてはまるものすべてに○）","わかりやすい情報提供","296","21.2","22.9"
"202003","行政支援、団体支援について","Q35. あなたの抱えている悩みや問題を解決するために特に必要なことは何だと思いますか。（あてはまるものすべてに○）","相談から具体的解決の行動までのしくみ","168","12.1","13.0"
"202003","行政支援、団体支援について","Q35. あなたの抱えている悩みや問題を解決するために特に必要なことは何だと思いますか。（あてはまるものすべてに○）","身近な場所で気軽に相談できる窓口","286","20.5","22.1"
"202003","行政支援、団体支援について","Q35. あなたの抱えている悩みや問題を解決するために特に必要なことは何だと思いますか。（あてはまるものすべてに○）","電話で気軽に相談できる窓口","231","16.6","17.9"
"202003","行政支援、団体支援について","Q35. あなたの抱えている悩みや問題を解決するために特に必要なことは何だと思いますか。（あてはまるものすべてに○）","現在ある相談窓口の充実","98","7.0","7.6"
"202003","行政支援、団体支援について","Q35. あなたの抱えている悩みや問題を解決するために特に必要なことは何だと思いますか。（あてはまるものすべてに○）","その他","37","2.7","2.9"
"202003","行政支援、団体支援について","Q35. あなたの抱えている悩みや問題を解決するために特に必要なことは何だと思いますか。（あてはまるものすべてに○）","特にない","435","31.2","33.6"
"202003","行政支援、団体支援について","Q35. あなたの抱えている悩みや問題を解決するために特に必要なことは何だと思いますか。（あてはまるものすべてに○）","無回答","100","7.2",

"港区保健福祉基礎調査（身体障害者）・単純集計表・行政支援団体支援についてQ35","Ver202003",,,,,
