"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","就労状況について","Q10. 新しい仕事に就いたり、仕事を継続したりするために、あなたはどのような支援を利用したいですか。（あてはまるものすべてに○）","一人ひとりの状況にあった仕事の紹介","94","38.4","45.2"
"202003","就労状況について","Q10. 新しい仕事に就いたり、仕事を継続したりするために、あなたはどのような支援を利用したいですか。（あてはまるものすべてに○）","新しい仕事に関する相談、情報提供","53","21.6","25.5"
"202003","就労状況について","Q10. 新しい仕事に就いたり、仕事を継続したりするために、あなたはどのような支援を利用したいですか。（あてはまるものすべてに○）","今の職場で働く上で困ったときに気軽に相談できるところ","71","29.0","34.1"
"202003","就労状況について","Q10. 新しい仕事に就いたり、仕事を継続したりするために、あなたはどのような支援を利用したいですか。（あてはまるものすべてに○）","仕事に慣れるまで助言や手助けをするコーディネーター","81","33.1","38.9"
"202003","就労状況について","Q10. 新しい仕事に就いたり、仕事を継続したりするために、あなたはどのような支援を利用したいですか。（あてはまるものすべてに○）","新しい技術や職業能力を身につける場や機会","45","18.4","21.6"
"202003","就労状況について","Q10. 新しい仕事に就いたり、仕事を継続したりするために、あなたはどのような支援を利用したいですか。（あてはまるものすべてに○）","企業や雇用主の障害者に対する理解の促進","70","28.6","33.7"
"202003","就労状況について","Q10. 新しい仕事に就いたり、仕事を継続したりするために、あなたはどのような支援を利用したいですか。（あてはまるものすべてに○）","その他","22","9.0","10.6"
"202003","就労状況について","Q10. 新しい仕事に就いたり、仕事を継続したりするために、あなたはどのような支援を利用したいですか。（あてはまるものすべてに○）","上記のような支援は必要ない","39","15.9","18.8"
"202003","就労状況について","Q10. 新しい仕事に就いたり、仕事を継続したりするために、あなたはどのような支援を利用したいですか。（あてはまるものすべてに○）","無回答","37","15.1",

"港区保健福祉基礎調査（知的障害者）・単純集計表・就労状況についてQ10","Ver202003",,,,,
