"年月[西暦]","調査項目","設問","項目","調査回答者の属性種別","調査回答者の属性","調査数[人]","18～19歳[人]","20～24歳[人]","25～29歳[人]","30～34歳[人]","35～39歳[人]","40～44歳[人]","45～49歳[人]","50～54歳[人]","55～59歳[人]","60～64歳[人]","65～69歳[人]","70～74歳[人]","75～79歳[人]","80歳以上[人]","無回答[人]"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（○は１つ）","全体",,"558","5","15","19","34","54","63","65","57","52","47","51","38","25","20","13"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（○は１つ）","性・年代別","男性（計）","231","4","5","4","13","25","26","24","25","22","23","19","23","10","7","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（○は１つ）","性・年代別","男性 18～29歳","13","4","5","4","0","0","0","0","0","0","0","0","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（○は１つ）","性・年代別","男性 30～39歳","38","0","0","0","13","25","0","0","0","0","0","0","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（○は１つ）","性・年代別","男性 40～49歳","50","0","0","0","0","0","26","24","0","0","0","0","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（○は１つ）","性・年代別","男性 50～59歳","47","0","0","0","0","0","0","0","25","22","0","0","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（○は１つ）","性・年代別","男性 60～69歳","42","0","0","0","0","0","0","0","0","0","23","19","0","0","0","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（○は１つ）","性・年代別","男性 70歳以上","40","0","0","0","0","0","0","0","0","0","0","0","23","10","7","0"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（○は１つ）","性・年代別","男性 無回答","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"202203","あなたご自身について","Q33. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(2)あなたの年齢（満年齢）は。（○は１つ）","性・年代別","女性（計）","313","1","10","15","20","29","37","41","32","30","24","32","14","15","13","0"
