"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","行政支援、団体支援について","Q36. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","障害のある人の雇用の促進","549","39.4","43.3"
"202003","行政支援、団体支援について","Q36. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","障害者になっても継続して働くことができる体制の整備","551","39.5","43.5"
"202003","行政支援、団体支援について","Q36. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","障害のある人に配慮した事業所等の改善・整備","368","26.4","29.0"
"202003","行政支援、団体支援について","Q36. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","職場での精神的な不安を解消する相談体制の整備","242","17.4","19.1"
"202003","行政支援、団体支援について","Q36. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","職場での事故防止体制の充実","195","14.0","15.4"
"202003","行政支援、団体支援について","Q36. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","障害のある人を支援するための介護休暇制度やボランティア休暇制度の充実","213","15.3","16.8"
"202003","行政支援、団体支援について","Q36. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","障害や障害のある人への理解を深めるための研修の実施","268","19.2","21.1"
"202003","行政支援、団体支援について","Q36. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","障害のある人に配慮した商品の開発","282","20.2","22.2"
"202003","行政支援、団体支援について","Q36. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","障害に関連する分野での国際協力の推進","120","8.6","9.5"
"202003","行政支援、団体支援について","Q36. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","障害のある人の生涯学習、スポーツ、文化、レクリエーション活動に対する支援","250","17.9","19.7"
"202003","行政支援、団体支援について","Q36. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","障害者団体に対する経済的支援","229","16.4","18.1"
"202003","行政支援、団体支援について","Q36. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","その他","41","2.9","3.2"
"202003","行政支援、団体支援について","Q36. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","わからない","326","23.4","25.7"
"202003","行政支援、団体支援について","Q36. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","無回答","126","9.0",

"港区保健福祉基礎調査（身体障害者）・単純集計表・行政支援団体支援についてQ36","Ver202003",,,,,
