分類/品目/銘柄/単位,2002年3月,2003年1月,2003年2月,2003年3月,銘柄改正等
 （穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(５kg入り）/１袋  (円),2762,2706,2720,2707,
 （穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(５kg入り）/１袋  (円),2429,2373,2372,2386,
 （穀類）/うるち米/国内産、精米、複数原料米(５kg入り）/１袋  (円),1992,1960,1959,1957,
 （穀類）/うるち米/指定標準米、精米(５kg入り）/１袋  (円),        -,        -,        -,        -,
 （穀類）/もち米/国内産、精米、複数原料米(１kg入り）/１kg  (円),583,573,574,571,
 （穀類）/食パン/普通品/１kg  (円),417,429,423,424,
 （穀類）/あんパン/あずきあん入り、丸型、普通品/１００ｇ  (円),84,83,82,82,
 （穀類）/ゆでうどん/1食入り（200～250ｇ入り）、普通品/１袋  (円),322,75,74,75,15年1月改正
 （穀類）/干しうどん/普通品/１kg  (円),523,504,510,498,
 （穀類）/スパゲッティ/袋入り（３００ｇ入り）、ＪＡＳ規格品/１袋  (円),156,159,156,156,
 （穀類）/スパゲッティ/輸入品、袋入り（４５０ｇ入り）、「ブイトーニ」/１袋  (円),295,205,205,203,
 （穀類）/即席めん/スナックめん、中華タイプ、「カップヌードル」/１個  (円),141,144,141,142,
 （穀類）/生中華めん/普通品、２食入り（２２０～２６０ｇ入り）/１袋  (円),265,264,268,265,
 （穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/１袋  (円),192,191,191,192,14年７月改正
 （穀類）/もち/包装生もち/１kg  (円),1118,1059,1076,1082,
 （魚介類）/まぐろ/めばち、切り身（刺身用）、赤身/１００ｇ  (円),393,393,395,391,
 （魚介類）/あじ/まあじ、丸（長さ約１５cm以上）/１００ｇ  (円),129,129,111,119,
 （魚介類）/いわし/まいわし、丸（長さ約１２cm以上）/１００ｇ  (円),135,136,148,155,
 （魚介類）/かつお/切り身（刺身用）/１００ｇ  (円),304,        -,        -,279,
 （魚介類）/かれい/まがれい、丸（長さ約２５～３５cm）/１００ｇ  (円),226,213,249,271,
 （魚介類）/さけ/キングサーモン（塩さけ除く）、切り身/１００ｇ  (円),231,217,225,226,
 （魚介類）/さば/丸（長さ約２５～３５cm）/１００ｇ  (円),125,153,152,160,
 （魚介類）/さんま/丸（長さ約２５cm以上）/１００ｇ  (円),92,92,91,89,
 （魚介類）/たい/まだい、丸（長さ約２０cm以上）/１００ｇ  (円),328,296,281,290,
 （魚介類）/ぶり/切り身/１００ｇ  (円),248,277,268,254,
 （魚介類）/いか/するめいか/１００ｇ  (円),109,89,84,119,
 （魚介類）/たこ/まだこ（ゆでもの）/１００ｇ  (円),219,263,261,263,
 （魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装［長さ］無頭８～１０cm/１００ｇ  (円),300,307,296,299,
 （魚介類）/あさり/殻付き/１００ｇ  (円),101,115,115,115,
 （魚介類）/かき/まがき、むき身/１００ｇ  (円),243,314,279,254,
 （魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/１００ｇ  (円),191,177,176,178,
 （魚介類）/塩さけ/ぎんざけ、切り身/１００ｇ  (円),225,196,193,205,15年1月改正
 （魚介類）/たらこ/並/１００ｇ  (円),663,678,681,676,
 （魚介類）/しらす干し/並/１００ｇ  (円),391,428,441,430,
 （魚介類）/干しあじ/まあじ、開き、並/１００ｇ  (円),184,178,181,178,
 （魚介類）/丸干しいわし/まいわし（長さ約１２cm）、並/１００ｇ  (円),127,143,137,133,
 （魚介類）/煮干し/かたくちいわし、小羽（約６cm）、上/１００ｇ  (円),307,320,321,316,
 （魚介類）/ししゃも/子持ちししゃも、パック入り（８～１２匹入り）、並/１００ｇ  (円),179,171,170,166,
 （魚介類）/さつま揚げ/並/１００ｇ  (円),102,101,100,102,
 （魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/１００ｇ  (円),110,106,104,106,
 （魚介類）/かまぼこ/蒸かまぼこ、板付き、１４０g～１６０g、普通品/１００ｇ  (円),162,143,146,141,14年7月改正
 （魚介類）/かつお節/かつおぶし削りぶし、パック入り（３ｇ×５袋入り）、普通品/１パック  (円),170,166,161,161,
 （魚介類）/塩辛/いかの塩辛、並/１００ｇ  (円),219,233,236,230,
 （魚介類）/魚みそ漬/さわら/１００ｇ  (円),260,258,259,270,
 （魚介類）/あさりつくだ煮/並/１００ｇ  (円),384,354,339,345,
 （魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、Ｐ４号缶（８０ｇ入り）/１缶  (円),156,154,147,152,
 （肉類）/牛肉/ロース/１００ｇ  (円),772,852,838,836,
 （肉類）/牛肉/肩肉/１００ｇ  (円),423,448,461,470,
 （肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/１００ｇ  (円),354,322,328,342,
 （肉類）/豚肉/ロース/１００ｇ  (円),239,239,234,233,
 （肉類）/豚肉/肩肉/１００ｇ  (円),159,164,159,159,
 （肉類）/鶏肉/ブロイラー、もも肉/１００ｇ  (円),126,126,128,126,
 （肉類）/羊肉/輸入品、ラム/１００ｇ  (円),128,124,125,125,
 （肉類）/レバー/豚レバー/１００ｇ  (円),101,103,103,103,
 （肉類）/ハム/ロースハム、ＪＡＳ規格品・標準/１００ｇ  (円),286,287,286,288,
 （肉類）/ソーセージ/ウインナーソーセージ、袋入り、ＪＡＳ規格品・上級/１００ｇ  (円),190,188,188,190,
 （肉類）/ベーコン/ベーコン、ＪＡＳ規格品・標準/１００ｇ  (円),254,257,258,257,
 （乳卵類）/牛乳/瓶入り（２００ml）配達、瓶代を除く、月極め/１本  (円),97,97,97,97,14年7月改正
 （乳卵類）/牛乳/紙容器入り（１０００ml入り）、店頭売り/１本  (円),204,207,206,206,14年7月改正
 （乳卵類）/粉ミルク/調整粉乳、缶入り（９８０ｇ入り）「ソフトカード明治コナミルクほほえみ」/１缶  (円),2642,2586,2572,2582,
 （乳卵類）/バター/カルトン入り（２００ｇ入り）/１箱  (円),327,317,310,321,
 （乳卵類）/チーズ/プロセスチーズ、スライスタイプ（１０枚１９０g入り）/１袋  (円),333,307,314,314,
 （乳卵類）/チーズ/輸入品、ナチュラルチーズ缶入り（１２５ｇ入り）「ジェラール」/１缶  (円),505,492,505,492,
 （乳卵類）/ヨーグルト/プレーンヨーグルト、５００ｇ入り/１個  (円),215,215,218,213,15年1月改正
 （乳卵類）/鶏卵/白色卵、Ｌサイズ、パック詰(10個入り）/１パック  (円),319,181,197,200,14年7月改正
 （野菜・海草）/キャベツ/１kg  (円),133,233,218,183,
 （野菜・海草）/ほうれんそう/１kg  (円),407,802,632,555,
 （野菜・海草）/はくさい/山東菜を除く/１kg  (円),100,160,167,204,
 （野菜・海草）/ねぎ/１kg  (円),389,573,537,565,
 （野菜・海草）/レタス/玉レタス/１kg  (円),339,732,761,485,
 （野菜・海草）/もやし/だいずもやしを除く/１００ｇ  (円),18,17,17,17,
 （野菜・海草）/ブロッコリー/１kg  (円),494,564,546,483,
 （野菜・海草）/アスパラガス/グリーンアスパラガス/１００g  (円),160,205,166,163,
 （野菜・海草）/かんしょ/１kg  (円),486,525,510,516,
 （野菜・海草）/ばれいしょ/１kg  (円),253,243,246,263,
 （野菜・海草）/さといも/こいも、土付き/１kg  (円),425,479,484,465,
 （野菜・海草）/だいこん/１kg  (円),94,185,197,184,
 （野菜・海草）/にんじん/１kg  (円),244,327,315,348,
 （野菜・海草）/ごぼう/１kg  (円),648,703,681,704,
 （野菜・海草）/たまねぎ/１kg  (円),191,190,196,224,
 （野菜・海草）/れんこん/１kg  (円),601,644,650,624,
 （野菜・海草）/ながいも/１kg  (円),700,780,754,731,
 （野菜・海草）/えだまめ/１００g  (円),        -,        -,        -,        -,
 （野菜・海草）/さやいんげん/１００ｇ  (円),182,238,215,207,
 （野菜・海草）/かぼちゃ/１kg  (円),313,355,343,321,
 （野菜・海草）/きゅうり/１kg  (円),471,758,642,569,
 （野菜・海草）/なす/１kg  (円),657,732,825,716,
 （野菜・海草）/トマト/１kg  (円),612,653,686,807,
 （野菜・海草）/ピーマン/１００ｇ  (円),71,116,116,96,
 （野菜・海草）/生しいたけ/１００ｇ  (円),171,208,205,190,
 （野菜・海草）/えのきだけ/１００ｇ  (円),64,82,71,66,
 （野菜・海草）/しめじ/ぶなしめじ/１００ｇ  (円),78,111,99,89,
 （野菜・海草）/あずき/大粒/１００ｇ  (円),156,158,161,163,
 （野菜・海草）/干ししいたけ/薄葉、並/１００ｇ  (円),1230,1195,1213,1207,
 （野菜・海草）/のり/焼きのり、中、１帖（１０枚入り）/１帖  (円),445,448,445,446,
 （野菜・海草）/わかめ/養殖もの、塩蔵わかめ（湯通しもの）、並/１００ｇ  (円),151,145,142,143,
 （野菜・海草）/こんぶ/とろろこんぶ、並/１００ｇ  (円),578,565,571,571,
 （野菜・海草）/豆腐/絹ごしを除く/１００ｇ  (円),33,32,32,32,
 （野菜・海草）/油揚げ/薄揚げ/１００ｇ  (円),151,154,152,150,
 （野菜・海草）/納豆/糸ひき納豆、丸大豆納豆、発泡スチロール容器入り（50g×3個）/１パック  (円),106,139,140,139,14年7月改正
 （野菜・海草）/こんにゃく/板こんにゃく/１００ｇ  (円),50,50,49,49,
 （野菜・海草）/梅干し/調味梅干し、中粒、並/１００ｇ  (円),220,203,205,209,
 （野菜・海草）/たくあん漬/本漬、中/１００ｇ  (円),98,98,98,98,
 （野菜・海草）/福神漬/並（瓶詰、缶詰を除く）/１００ｇ  (円),99,97,98,99,
 （野菜・海草）/こんぶつくだ煮/並/１００ｇ  (円),215,212,203,195,
 （野菜・海草）/はくさい漬/塩漬/１００ｇ  (円),79,79,79,79,
 （野菜・海草）/キムチ/はくさいキムチ（瓶詰を除く）/１００ｇ  (円),127,130,129,128,
 （野菜・海草）/スイートコーン缶詰/ホールカーネル（つぶ状）内容総量230ｇ「アヲハタ・十勝コーン」/１缶  (円),190,137,141,134,14年7月改正
 （果物）/りんご/ジョナゴールド、１個２６０～３５０ｇ/１kg  (円),471,454,468,451,
 （果物）/りんご/ふじ、１個２６０～３５０ｇ/１kg  (円),455,399,409,408,
 （果物）/みかん/１個１００～１２０ｇ/１kg  (円),440,481,453,480,
 （果物）/レモン/１個１１０～１６０ｇ/１kg  (円),501,523,527,534,
 （果物）/グレープフルーツ/１個３７０～４３０ｇ/１kg  (円),331,340,334,323,
 （果物）/オレンジ/輸入品、１個１８０～２４０ｇ/１kg  (円),419,416,394,371,
 （果物）/いよかん/１個２００～３００ｇ/１kg  (円),311,459,368,356,
 （果物）/なし/幸水又は豊水、１個３００～３５０ｇ/１kg  (円),        -,        -,        -,        -,
 （果物）/ぶどう/デラウェア/１kg  (円),        -,        -,        -,        -,
 （果物）/ぶどう/巨峰/１kg  (円),        -,        -,        -,        -,
 （果物）/かき/１個１９０～２６０ｇ/１kg  (円),        -,        -,        -,        -,
 （果物）/もも/１個２００～２５０ｇ/１kg  (円),        -,        -,        -,        -,
 （果物）/すいか/１kg  (円),        -,        -,        -,        -,
