分類/品目/銘柄/単位,2002年10月,2003年8月,2003年9月,2003年10月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋  (円),2739,2798,2787,3155,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋  (円),2392,2385,2376,2620,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋  (円),2014,1960,1954,2132,
（穀類）/うるち米/指定標準米、精米(5kg入り）/1袋  (円),        -,        -,        -,        -,
（穀類）/もち米/国内産、精米、複数原料米(1kg入り）/1kg  (円),583,572,566,732,
（穀類）/食パン/普通品/1kg  (円),424,428,427,422,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g  (円),83,84,84,85,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋  (円),329,78,77,76,15年1月改正
（穀類）/干しうどん/普通品/1kg  (円),520,489,497,491,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋  (円),155,151,156,159,
（穀類）/スパゲッティ/輸入品、袋入り（450g入り）、「ブイトーニ」/1袋  (円),206,213,235,235,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個  (円),141,141,142,141,15年7月改正
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋  (円),267,272,268,265,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋  (円),191,190,188,191,
（穀類）/もち/包装生もち/1kg  (円),1096,1073,1056,1060,
（魚介類）/まぐろ/めばち、切り身（刺身用）、赤身/100g  (円),393,386,386,397,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g  (円),129,128,127,121,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g  (円),122,107,121,146,
（魚介類）/かつお/切り身（刺身用）/100g  (円),277,189,230,236,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g  (円),224,233,235,229,
（魚介類）/さけ/キングサーモン（塩さけ除く）、切り身/100g  (円),225,218,217,223,
（魚介類）/さば/まさば、丸(長さ約25～40cm)/100g  (円),132,127,135,149,15年7月改正
（魚介類）/さんま/丸（長さ約25cm以上）/100g  (円),98,161,91,82,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g  (円),276,263,250,253,
（魚介類）/ぶり/切り身/100g  (円),273,267,276,263,
（魚介類）/いか/するめいか/100g  (円),80,75,72,70,
（魚介類）/たこ/まだこ（ゆでもの）/100g  (円),252,251,258,256,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g  (円),316,292,278,280,
（魚介類）/あさり/殻付き/100g  (円),112,122,120,116,
（魚介類）/かき/まがき、むき身/100g  (円),345,        -,        -,316,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g  (円),186,172,172,168,
（魚介類）/塩さけ/ぎんざけ、切り身/100g  (円),229,193,180,187,15年1月改正
（魚介類）/たらこ/並/100g  (円),666,634,659,649,
（魚介類）/しらす干し/並/100g  (円),421,407,405,392,
（魚介類）/干しあじ/まあじ、開き、並/100g  (円),183,177,179,178,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g  (円),130,140,140,137,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g  (円),308,292,299,300,
（魚介類）/ししゃも/子持ちししゃも、パック入り（8～12匹入り）、並/100g  (円),168,157,161,160,
（魚介類）/さつま揚げ/並/100g  (円),101,101,100,100,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g  (円),111,101,102,102,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、140g～160g、普通品/100g  (円),146,149,152,151,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック  (円),175,139,139,136,
（魚介類）/塩辛/いかの塩辛、並/100g  (円),232,249,251,253,
（魚介類）/魚みそ漬/さわら/100g  (円),271,256,257,266,
（魚介類）/あさりつくだ煮/並/100g  (円),369,339,343,348,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、P4号缶（80g入り）/1缶  (円),150,150,161,156,
（肉類）/牛肉/ロース/100g  (円),818,825,837,842,
（肉類）/牛肉/肩肉/100g  (円),428,448,458,438,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g  (円),323,346,360,344,
（肉類）/豚肉/ロース/100g  (円),237,235,234,235,
（肉類）/豚肉/肩肉/100g  (円),162,161,158,161,
（肉類）/鶏肉/ブロイラー、もも肉/100g  (円),124,123,123,122,
（肉類）/羊肉/輸入品、ラム/100g  (円),124,130,133,133,
（肉類）/レバー/豚レバー/100g  (円),103,103,102,101,
（肉類）/ハム/ロースハム、JAS規格品・標準/100g  (円),285,286,287,288,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・上級/100g  (円),185,189,189,187,
（肉類）/ベーコン/ベーコン、JAS規格品・標準/100g  (円),259,253,256,257,
（乳卵類）/牛乳/瓶入り（200ml）配達、瓶代を除く、月極め/1本  (円),97,98,98,98,
（乳卵類）/牛乳/紙容器入り（1000ml入り）、店頭売り/1本  (円),208,206,206,205,
（乳卵類）/粉ミルク/調整粉乳、缶入り（980g入り）「ソフトカード明治0コナミルクほほえみ」/1缶  (円),2601,2575,2582,2584,
（乳卵類）/バター/カルトン入り（200g入り）/1箱  (円),329,321,305,320,
（乳卵類）/チーズ/プロセスチーズ、スライスタイプ（10枚190g入り）/1袋  (円),310,291,315,295,
（乳卵類）/チーズ/輸入品、ナチュラルチーズ缶入り（125g入り）「ジェラール」/1缶  (円),492,489,489,489,
（乳卵類）/ヨーグルト/プレーンヨーグルト、500g入り/1個  (円),221,217,215,212,15年1月改正
（乳卵類）/鶏卵/白色卵、Lサイズ、パック詰(10個入り）/1パック  (円),217,169,189,199,
（野菜・海草）/キャベツ/1kg  (円),156,147,195,150,
（野菜・海草）/ほうれんそう/1kg  (円),831,960,1087,705,
（野菜・海草）/はくさい/山東菜を除く/1kg  (円),193,214,266,198,
（野菜・海草）/ねぎ/1kg  (円),518,570,479,420,
（野菜・海草）/レタス/玉レタス/1kg  (円),506,535,623,337,
（野菜・海草）/もやし/だいずもやしを除く/100g  (円),17,17,17,17,
（野菜・海草）/ブロッコリー/1kg  (円),680,664,798,653,
（野菜・海草）/アスパラガス/グリーンアスパラガス/100g  (円),143,149,161,171,
（野菜・海草）/かんしょ/1kg  (円),481,695,578,536,
（野菜・海草）/ばれいしょ/1kg  (円),256,315,296,281,
（野菜・海草）/さといも/こいも、土付き/1kg  (円),503,623,505,423,
（野菜・海草）/だいこん/1kg  (円),142,144,177,140,
（野菜・海草）/にんじん/1kg  (円),354,332,285,264,
（野菜・海草）/ごぼう/1kg  (円),674,735,742,746,
（野菜・海草）/たまねぎ/1kg  (円),185,226,225,213,
（野菜・海草）/れんこん/1kg  (円),666,1502,1077,752,
（野菜・海草）/ながいも/1kg  (円),943,727,761,738,
（野菜・海草）/えだまめ/100g  (円),        -,104,142,        -,
（野菜・海草）/さやいんげん/100g  (円),174,136,163,165,
（野菜・海草）/かぼちゃ/1kg  (円),322,344,280,271,
（野菜・海草）/きゅうり/1kg  (円),429,529,619,477,
（野菜・海草）/なす/1kg  (円),528,550,491,559,
（野菜・海草）/トマト/1kg  (円),657,479,485,635,
（野菜・海草）/ピーマン/100g  (円),64,60,61,63,
（野菜・海草）/生しいたけ/100g  (円),194,198,197,180,
（野菜・海草）/えのきだけ/100g  (円),66,53,55,66,
（野菜・海草）/しめじ/ぶなしめじ/100g  (円),109,72,83,107,
（野菜・海草）/あずき/大粒/100g  (円),150,159,158,160,
（野菜・海草）/干ししいたけ/薄葉、並/100g  (円),1242,1365,1354,1329,
（野菜・海草）/のり/焼きのり、中、1帖（10枚入り）/1帖  (円),445,446,448,443,
（野菜・海草）/わかめ/養殖もの、塩蔵わかめ（湯通しもの）、並/100g  (円),146,142,142,139,
（野菜・海草）/こんぶ/とろろこんぶ、並/100g  (円),584,589,583,581,
（野菜・海草）/豆腐/絹ごしを除く/100g  (円),32,32,32,32,
（野菜・海草）/油揚げ/薄揚げ/100g  (円),155,149,149,152,
（野菜・海草）/納豆/糸ひき納豆、丸大豆納豆、発泡スチロール容器入り（50g×3個）/1パック  (円),145,130,136,135,
（野菜・海草）/こんにゃく/板こんにゃく/100g  (円),49,49,49,49,
（野菜・海草）/梅干し/調味梅干し、中粒、並/100g  (円),206,202,197,196,
（野菜・海草）/たくあん漬/本漬、中/100g  (円),99,96,96,95,
（野菜・海草）/福神漬/並（瓶詰、缶詰を除く）/100g  (円),98,96,97,96,
（野菜・海草）/こんぶつくだ煮/並/100g  (円),210,211,211,210,
（野菜・海草）/はくさい漬/塩漬/100g  (円),79,84,84,82,
（野菜・海草）/キムチ/はくさいキムチ（瓶詰を除く）/100g  (円),127,133,132,131,
（野菜・海草）/スイートコーン缶詰/ホールカーネル（つぶ状）内容総量230g「アヲハタ・十勝コーン」/1缶  (円),139,134,135,138,
（果物）/りんご/ジョナゴールド、1個260～350g/1kg  (円),439,        -,        -,487,
（果物）/りんご/ふじ、1個260～350g/1kg  (円),        -,        -,        -,        -,
（果物）/みかん/1個100～120g/1kg  (円),484,        -,861,470,
（果物）/レモン/1個110～160g/1kg  (円),603,544,530,537,
（果物）/グレープフルーツ/1個370～430g/1kg  (円),329,336,355,349,
（果物）/オレンジ/輸入品、1個180～240g/1kg  (円),405,364,364,382,
（果物）/いよかん/1個200～300g/1kg  (円),        -,        -,        -,        -,
（果物）/なし/幸水又は豊水、1個300～350g/1kg  (円),410,579,412,494,
（果物）/ぶどう/デラウェア/1kg  (円),        -,872,946,        -,
（果物）/ぶどう/巨峰/1kg  (円),967,1261,967,864,
（果物）/かき/1個190～260g/1kg  (円),493,        -,        -,465,
（果物）/もも/1個200～250g/1kg  (円),        -,691,735,        -,
（果物）/すいか/1kg  (円),        -,249,        -,        -,
（果物）/メロン/アンデスメロン、1個800～1200g/1kg  (円),        -,483,        -,        -,
（果物）/いちご/100g  (円),        -,        -,        -,        -,
（果物）/さくらんぼ/国内産/100g  (円),        -,        -,        -,        -,
（果物）/バナナ/1kg  (円),259,241,240,239,
（果物）/キウイフルーツ/1個100～130g/1kg  (円),762,759,772,799,
（果物）/みかん缶詰/シラップづけ、並ぶた缶、内容総量425g入り、普通品/1缶  (円),123,116,119,116,15年7月改正
（果物）/もも缶詰/黄桃、内容総量410～425g入り、普通品/1缶  (円),147,163,177,167,
（油脂・調味料）/食用油/サラダ油（食用調合油）、ポリ容器入り（1500g入り）/1本  (円),459,449,483,455,
（油脂・調味料）/マーガリン/ファットスプレッド、ポリ容器入り（450g入り）「雪印ネオソフト」又は「日本リーバラーマ」/1箱  (円),267,263,250,260,
（油脂・調味料）/食塩/家庭用、袋入り（1kg入り）、「食塩」/1袋  (円),112,112,112,112,
（油脂・調味料）/しょう油/濃口、特級、JAS規格品、ポリ容器入り（1L入り）/1本  (円),291,291,286,297,
（油脂・調味料）/みそ/米みそ、袋入り（1kg入り）、並/1袋  (円),309,310,324,322,15年7月改正
（油脂・調味料）/砂糖/上白、袋入り（1kg入り）/1袋  (円),199,188,189,193,
