分類/品目/銘柄/単位,2002年6月,2003年4月,2003年5月,2003年6月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋  (円),2726,2733,2775,2773,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋  (円),2409,2390,2368,2392,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋  (円),2016,1956,1944,1939,
（穀類）/うるち米/指定標準米、精米(5kg入り）/1袋  (円),        -,        -,        -,        -,
（穀類）/もち米/国内産、精米、複数原料米(1kg入り）/1kg  (円),585,570,580,576,
（穀類）/食パン/普通品/1kg  (円),426,423,422,424,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g  (円),84,83,84,85,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋  (円),325,74,74,75,15年1月改正
（穀類）/干しうどん/普通品/1kg  (円),505,502,502,499,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋  (円),157,158,155,151,
（穀類）/スパゲッティ/輸入品、袋入り（450g入り）、「ブイトーニ」/1袋  (円),240,203,222,205,
（穀類）/即席めん/スナックめん、中華タイプ、「カップヌードル」/1個  (円),141,143,144,142,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋  (円),264,269,267,269,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋  (円),193,189,191,190,14年7月改正
（穀類）/もち/包装生もち/1kg  (円),1083,1070,1078,1068,
（魚介類）/まぐろ/めばち、切り身（刺身用）、赤身/100g  (円),393,394,401,400,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g  (円),136,120,113,115,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g  (円),146,134,119,135,
（魚介類）/かつお/切り身（刺身用）/100g  (円),301,268,222,206,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g  (円),207,199,194,171,
（魚介類）/さけ/キングサーモン（塩さけ除く）、切り身/100g  (円),221,220,220,212,
（魚介類）/さば/丸（長さ約25～35cm）/100g  (円),129,141,133,109,
（魚介類）/さんま/丸（長さ約25cm以上）/100g  (円),89,91,93,89,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g  (円),261,259,253,245,
（魚介類）/ぶり/切り身/100g  (円),271,248,252,251,
（魚介類）/いか/するめいか/100g  (円),105,127,107,108,
（魚介類）/たこ/まだこ（ゆでもの）/100g  (円),230,249,257,251,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g  (円),307,307,297,286,
（魚介類）/あさり/殻付き/100g  (円),107,112,113,115,
（魚介類）/かき/まがき、むき身/100g  (円),        -,        -,        -,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g  (円),195,171,171,177,
（魚介類）/塩さけ/ぎんざけ、切り身/100g  (円),221,192,195,196,15年1月改正
（魚介類）/たらこ/並/100g  (円),675,669,677,676,
（魚介類）/しらす干し/並/100g  (円),389,436,434,416,
（魚介類）/干しあじ/まあじ、開き、並/100g  (円),178,173,174,182,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g  (円),123,137,138,144,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g  (円),312,313,309,306,
（魚介類）/ししゃも/子持ちししゃも、パック入り（8～12匹入り）、並/100g  (円),181,163,164,158,
（魚介類）/さつま揚げ/並/100g  (円),101,101,102,103,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g  (円),110,104,102,102,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、140g～160g、普通品/100g  (円),156,146,140,144,14年7月改正
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック  (円),166,161,161,166,
（魚介類）/塩辛/いかの塩辛、並/100g  (円),218,230,231,243,
（魚介類）/魚みそ漬/さわら/100g  (円),249,265,261,254,
（魚介類）/あさりつくだ煮/並/100g  (円),366,341,336,340,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、P4号缶（80g入り）/1缶  (円),144,145,153,144,
（肉類）/牛肉/ロース/100g  (円),780,853,826,853,
（肉類）/牛肉/肩肉/100g  (円),424,471,460,453,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g  (円),321,338,351,349,
（肉類）/豚肉/ロース/100g  (円),234,237,237,231,
（肉類）/豚肉/肩肉/100g  (円),160,161,156,157,
（肉類）/鶏肉/ブロイラー、もも肉/100g  (円),123,126,124,125,
