分類/品目/銘柄/単位,2002年4月,2003年2月,2003年3月,2003年4月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋  (円),2732,2720,2707,2733,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋  (円),2399,2372,2386,2390,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋  (円),1969,1959,1957,1956,
（穀類）/うるち米/指定標準米、精米(5kg入り）/1袋  (円),        -,        -,        -,        -,
（穀類）/もち米/国内産、精米、複数原料米(1kg入り）/1kg  (円),580,574,571,570,
（穀類）/食パン/普通品/1kg  (円),426,423,424,423,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g  (円),82,82,82,83,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋  (円),330,74,75,74,15年1月改正
（穀類）/干しうどん/普通品/1kg  (円),515,510,498,502,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋  (円),160,156,156,158,
（穀類）/スパゲッティ/輸入品、袋入り（450g入り）、「ブイトーニ」/1袋  (円),291,205,203,203,
（穀類）/即席めん/スナックめん、中華タイプ、「カップヌードル」/1個  (円),140,141,142,143,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋  (円),266,268,265,269,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋  (円),193,191,192,189,14年7月改正
（穀類）/もち/包装生もち/1kg  (円),1106,1076,1082,1070,
（魚介類）/まぐろ/めばち、切り身（刺身用）、赤身/100g  (円),397,395,392,395,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g  (円),140,111,128,119,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g  (円),151,148,158,136,
（魚介類）/かつお/切り身（刺身用）/100g  (円),308,        -,264,263,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g  (円),198,249,252,186,
（魚介類）/さけ/キングサーモン（塩さけ除く）、切り身/100g  (円),211,225,226,220,
（魚介類）/さば/丸（長さ約25～35cm）/100g  (円),132,152,161,152,
（魚介類）/さんま/丸（長さ約25cm以上）/100g  (円),90,91,89,88,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g  (円),311,281,286,274,
（魚介類）/ぶり/切り身/100g  (円),254,268,253,240,
（魚介類）/いか/するめいか/100g  (円),137,84,118,122,
（魚介類）/たこ/まだこ（ゆでもの）/100g  (円),226,261,263,249,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g  (円),310,296,299,307,
（魚介類）/あさり/殻付き/100g  (円),105,115,115,112,
（魚介類）/かき/まがき、むき身/100g  (円),        -,279,251,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g  (円),192,176,178,171,
（魚介類）/塩さけ/ぎんざけ、切り身/100g  (円),221,193,205,192,15年1月改正
（魚介類）/たらこ/並/100g  (円),656,681,676,669,
（魚介類）/しらす干し/並/100g  (円),380,441,430,436,
（魚介類）/干しあじ/まあじ、開き、並/100g  (円),175,181,178,173,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g  (円),131,137,133,137,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g  (円),312,321,316,313,
（魚介類）/ししゃも/子持ちししゃも、パック入り（8～12匹入り）、並/100g  (円),175,170,166,163,
（魚介類）/さつま揚げ/並/100g  (円),103,100,102,101,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g  (円),110,104,106,104,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、140g～160g、普通品/100g  (円),165,146,141,146,14年7月改正
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック  (円),170,161,161,161,
（魚介類）/塩辛/いかの塩辛、並/100g  (円),215,236,230,230,
（魚介類）/魚みそ漬/さわら/100g  (円),242,259,270,265,
（魚介類）/あさりつくだ煮/並/100g  (円),375,339,345,341,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、P4号缶（80g入り）/1缶  (円),145,147,152,145,
（肉類）/牛肉/ロース/100g  (円),772,838,836,853,
（肉類）/牛肉/肩肉/100g  (円),424,461,470,471,
