分類/品目/銘柄/単位,2002年1月,2002年11月,2002年12月,2003年1月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋  (円),2717,2754,2739,2706,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋  (円),2382,2388,2370,2373,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋  (円),1995,1997,2004,1960,
（穀類）/うるち米/指定標準米、精米(5kg入り）/1袋  (円),        -,        -,        -,        -,
（穀類）/もち米/国内産、精米、複数原料米(1kg入り）/1袋  (円),587,583,580,573,
（穀類）/食パン/普通品/1kg  (円),420,421,426,429,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g  (円),84,83,84,83,
（穀類）/ゆでうどん/1食入り（200～250g）普通品/1袋  (円),321,318,324,75,15年1月改正
（穀類）/干しうどん/普通品/1kg  (円),526,503,512,504,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品/1袋  (円),155,154,155,159,
（穀類）/スパゲッティ/輸入品、袋入り（450g入り）、「ブイトーニ」/1袋  (円),293,199,208,205,
（穀類）/即席めん/スナックめん、中華タイプ、「カップヌードル」/1個  (円),141,140,144,144,
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋  (円),260,259,267,264,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋  (円),195,191,192,191,14年7月改正
（穀類）/もち/包装生もち/1kg  (円),1051,1084,1071,1059,
（魚介類）/まぐろ/めばち、切り身（刺身用）、赤身/100g  (円),416,394,392,389,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g  (円),145,135,114,119,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g  (円),110,119,112,135,
（魚介類）/かつお/切り身（刺身用）/100g  (円),        -,        -,        -,        -,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g  (円),228,187,170,202,
（魚介類）/さけ/キングサーモン（塩さけ除く）、切り身/100g  (円),228,228,224,217,
（魚介類）/さば/丸（長さ約25～35cm）/100g  (円),139,136,151,145,
（魚介類）/さんま/丸（長さ約25cm以上）/100g  (円),96,102,91,95,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g  (円),305,266,274,280,
（魚介類）/ぶり/切り身/100g  (円),263,279,285,273,
（魚介類）/いか/するめいか/100g  (円),98,80,74,90,
（魚介類）/たこ/まだこ（ゆでもの）/100g  (円),222,252,265,263,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g  (円),314,301,300,307,
（魚介類）/あさり/殻付き/100g  (円),102,111,115,115,
（魚介類）/かき/まがき、むき身/100g  (円),284,324,316,309,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g  (円),188,183,183,177,
（魚介類）/塩さけ/ぎんざけ、切り身/100g  (円),241,228,212,196,15年1月改正
（魚介類）/たらこ/並/100g  (円),695,658,659,678,
（魚介類）/しらす干し/並/100g  (円),376,427,440,428,
（魚介類）/干しあじ/まあじ、開き、並/100g  (円),185,183,182,178,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g  (円),128,133,137,143,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g  (円),315,313,317,320,
（魚介類）/ししゃも/子持ちししゃも、パック入り（8～12匹入り）、並/100g  (円),180,179,177,171,
（魚介類）/さつま揚げ/並/100g  (円),101,100,101,101,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g  (円),111,110,106,106,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、140g～160g、普通品/100g  (円),158,147,146,143,14年7月改正
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック  (円),170,179,170,166,
（魚介類）/塩辛/いかの塩辛、並/100g  (円),220,242,235,233,
（魚介類）/魚みそ漬/さわら/100g  (円),271,263,262,258,
（魚介類）/あさりつくだ煮/並/100g  (円),372,366,348,354,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、P4号缶（80g入り）/1缶  (円),152,161,153,154,
（肉類）/牛肉/ロース/100g  (円),772,842,829,852,
（肉類）/牛肉/肩肉/100g  (円),422,431,423,448,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g  (円),342,318,320,322,
（肉類）/豚肉/ロース/100g  (円),236,235,235,239,
（肉類）/豚肉/肩肉/100g  (円),157,160,162,164,
（肉類）/鶏肉/ブロイラー、もも肉/100g  (円),127,124,124,126,
（肉類）/羊肉/輸入品、ラム/100g  (円),128,132,132,124,
（肉類）/レバー/豚レバー/100g  (円),101,103,103,103,
（肉類）/ハム/ロースハム、JAS規格品・標準/100g  (円),286,287,276,287,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・上級/100g  (円),189,186,187,188,
（肉類）/ベーコン/ベーコン、JAS規格品・標準/100g  (円),258,259,246,257,
