分類/品目/銘柄/単位,2002年8月,2003年6月,2003年7月,2003年8月,銘柄改正等
 （穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(５kg入り）/１袋  (円),2738,2773,2769,2798,
 （穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(５kg入り）/１袋  (円),2392,2392,2364,2385,
 （穀類）/うるち米/国内産、精米、複数原料米(５kg入り）/１袋  (円),2023,1939,1950,1960,
 （穀類）/うるち米/指定標準米、精米(５kg入り）/１袋  (円),        -,        -,        -,        -,
 （穀類）/もち米/国内産、精米、複数原料米(１kg入り）/１kg  (円),580,576,573,572,
 （穀類）/食パン/普通品/１kg  (円),425,424,424,428,
 （穀類）/あんパン/あずきあん入り、丸型、普通品/１００ｇ  (円),84,85,84,84,
 （穀類）/ゆでうどん/1食入り（200～250ｇ入り）、普通品/１袋  (円),324,75,75,78,15年1月改正
 （穀類）/干しうどん/普通品/１kg  (円),510,499,495,489,
 （穀類）/スパゲッティ/袋入り（３００ｇ入り）、ＪＡＳ規格品/１袋  (円),152,151,153,151,
 （穀類）/スパゲッティ/輸入品、袋入り（４５０ｇ入り）、「ブイトーニ」/１袋  (円),202,205,212,213,
 （穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/１個  (円),144,142,141,141,15年7月改正
 （穀類）/生中華めん/普通品、２食入り（２２０～２６０ｇ入り）/１袋  (円),269,269,265,272,
 （穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/１袋  (円),190,190,188,190,
 （穀類）/もち/包装生もち/１kg  (円),1097,1068,1076,1073,
 （魚介類）/まぐろ/めばち、切り身（刺身用）、赤身/１００ｇ  (円),390,398,386,376,
 （魚介類）/あじ/まあじ、丸（長さ約１５cm以上）/１００ｇ  (円),149,126,125,133,
 （魚介類）/いわし/まいわし、丸（長さ約１２cm以上）/１００ｇ  (円),133,138,124,107,
 （魚介類）/かつお/切り身（刺身用）/１００ｇ  (円),258,216,186,221,
 （魚介類）/かれい/まがれい、丸（長さ約２５～３５cm）/１００ｇ  (円),255,197,205,241,
 （魚介類）/さけ/キングサーモン（塩さけ除く）、切り身/１００ｇ  (円),232,212,218,218,
 （魚介類）/さば/まさば、丸(長さ約２５～４０cm)/１００ｇ  (円),123,119,133,126,15年7月改正
 （魚介類）/さんま/丸（長さ約２５cm以上）/１００ｇ  (円),167,90,106,173,
 （魚介類）/たい/まだい、丸（長さ約２０cm以上）/１００ｇ  (円),294,262,252,263,
 （魚介類）/ぶり/切り身/１００ｇ  (円),279,256,269,274,
 （魚介類）/いか/するめいか/１００ｇ  (円),87,112,85,76,
 （魚介類）/たこ/まだこ（ゆでもの）/１００ｇ  (円),239,251,252,251,
 （魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装［長さ］無頭８～１０cm/１００ｇ  (円),303,286,292,292,
 （魚介類）/あさり/殻付き/１００ｇ  (円),111,115,120,122,
 （魚介類）/かき/まがき、むき身/１００ｇ  (円),        -,        -,        -,        -,
 （魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/１００ｇ  (円),186,177,175,172,
 （魚介類）/塩さけ/ぎんざけ、切り身/１００ｇ  (円),228,196,191,193,15年1月改正
 （魚介類）/たらこ/並/１００ｇ  (円),683,676,665,634,
 （魚介類）/しらす干し/並/１００ｇ  (円),399,416,414,407,
 （魚介類）/干しあじ/まあじ、開き、並/１００ｇ  (円),177,182,176,177,
 （魚介類）/丸干しいわし/まいわし（長さ約１２cm）、並/１００ｇ  (円),130,144,146,140,
 （魚介類）/煮干し/かたくちいわし、小羽（約６cm）、上/１００ｇ  (円),314,306,299,292,
 （魚介類）/ししゃも/子持ちししゃも、パック入り（８～１２匹入り）、並/１００ｇ  (円),182,158,159,157,
 （魚介類）/さつま揚げ/並/１００ｇ  (円),101,103,100,101,
 （魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/１００ｇ  (円),110,102,101,101,
 （魚介類）/かまぼこ/蒸かまぼこ、板付き、１４０g～１６０g、普通品/１００ｇ  (円),151,144,144,149,
 （魚介類）/かつお節/かつおぶし削りぶし、パック入り（３ｇ×５袋入り）、普通品/１パック  (円),174,166,147,139,
 （魚介類）/塩辛/いかの塩辛、並/１００ｇ  (円),220,243,245,249,
 （魚介類）/魚みそ漬/さわら/１００ｇ  (円),263,254,257,256,
 （魚介類）/あさりつくだ煮/並/１００ｇ  (円),368,340,339,339,
 （魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、Ｐ４号缶（８０ｇ入り）/１缶  (円),147,144,150,150,
 （肉類）/牛肉/ロース/１００ｇ  (円),799,853,831,825,
 （肉類）/牛肉/肩肉/１００ｇ  (円),420,453,452,448,
 （肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/１００ｇ  (円),316,349,360,346,
 （肉類）/豚肉/ロース/１００ｇ  (円),236,231,236,235,
 （肉類）/豚肉/肩肉/１００ｇ  (円),168,157,158,161,
 （肉類）/鶏肉/ブロイラー、もも肉/１００ｇ  (円),126,125,124,123,
 （肉類）/羊肉/輸入品、ラム/１００ｇ  (円),131,127,130,130,
