年月,製造工業,鉄鋼業,非鉄金属工業,金属製品工業,汎用・生産用・業務用機械工業,汎用機械工業,生産用機械工業,業務用機械工業,電子部品・デバイス工業,電気機械工業,情報通信機械工業,輸送機械工業,窯業・土石製品工業,化学工業,プラスチック製品工業,紙・紙加工品工業,繊維工業,食料品工業,印刷業,その他工業,ゴム製品工業,皮革製品工業,家具工業,木材・木製品工業,その他製品工業
接続係数,0.981386,1.097926,1.365591,1.376381,1.124378,0.874741,1.046941,1.463087,0.836082,0.956686,0.864599,0.714817,0.957895,0.829466,1.189696,1.035921,1.104251,0.996194,1.18363,1.398569,2.125683,1.968823,1.084392,0.974316,1.057795
2000-01,144.1,146.9,179.2,916.8,―,―,―,―,190.6,122.8,96.8,46.1,128.3,115.4,510.9,169,249,112.6,―,272.6,382.2,529.2,173.7,365.9,140.8
2000-02,162.4,157,188.5,897.7,―,―,―,―,200.7,147.5,119.7,58,151.6,132,545,168.3,269.9,124.7,―,310.6,430.5,580,199.9,417.8,171.3
2000-03,184.1,168.5,210,909.7,―,―,―,―,200.1,204.7,163.5,63.8,161.6,134,543.8,184.2,297.3,138.3,―,321,464.7,631.6,185.1,429,170.2
2000-04,152.1,161.5,206.9,655.4,―,―,―,―,199.1,132,106,47.5,149.4,119.8,515,185.5,277.2,138.1,―,353,460.6,643.6,257.7,316.5,223.9
2000-05,139.2,155.1,196.6,667.5,―,―,―,―,205.1,112,69.9,43.7,142.1,112.6,500.5,184.7,253.6,122.5,―,291,420.5,587.1,142.6,323.8,182.7
2000-06,159,170,205.1,703.1,―,―,―,―,219.1,125.3,90.4,53.3,160.7,135.8,555.2,198.8,291.3,126.4,―,311,440.4,577.5,167.5,397,197.7
2000-07,153.7,166,202.9,732.1,―,―,―,―,213.3,124.8,83.4,54,160.7,136.3,503.7,179.9,268.4,117.8,―,289.8,436,567.4,127.8,388.4,177.2
2000-08,147.7,148,189,747.1,―,―,―,―,195.6,139.3,80.1,47.3,149.8,133,454,169.4,242.8,124.9,―,256.1,352,570.4,95.9,367,157.2
2000-09,169.2,169.5,203.7,737.9,―,―,―,―,209.3,177.3,109.7,58.2,150.7,133.7,526.3,182.9,251.3,117.5,―,299.7,421.9,595.8,132.9,429.7,190.5
2000-10,155.6,172.6,215.4,670.4,―,―,―,―,238.7,136.5,88.3,46.7,154.9,139.4,526.3,175.9,223.8,124.7,―,284.5,421.9,584.1,136.4,328.6,168.6
2000-11,154.8,170.1,231.1,722.2,―,―,―,―,241,138.4,95.5,40.5,153.6,137.7,515.6,184.9,228.2,129.1,―,274.3,393.3,533,142.1,345.6,168.4
2000-12,157.9,164.7,209.9,779.7,―,―,―,―,231.5,153.3,104.8,38.1,154,134.6,501.9,156,227.5,142.5,―,277.1,329.3,527.1,190.7,394.1,165.7
2001-01,134.1,155.4,194.3,826.7,―,―,―,―,179.3,116.3,84.9,36.2,122.5,111.3,415.7,141.2,242.4,111.7,―,255.1,325.7,551.5,155,345.6,133.9
2001-02,148.3,165.1,199.9,826.7,―,―,―,―,168.6,129.5,99.8,44.5,148.1,129.9,478.4,144.6,224.4,123.7,―,298.6,351.8,612.3,174.7,376.9,197.7
2001-03,174.2,165.1,197.7,864.2,―,―,―,―,191.9,185.1,167.1,48.9,158.9,130.2,479.3,164.7,273.9,134.8,―,327.1,391.8,688.1,213.6,440.3,182.2
2001-04,135,166,182,731.4,―,―,―,―,177.2,120.4,73.2,32.7,148.9,133.6,473.6,149.1,242.8,130.4,―,311.7,373.1,669.6,174.4,289.4,218.6
2001-05,130.5,152,179,758.4,―,―,―,―,163,96.2,87.6,35.9,149.3,123.3,409.1,165.3,258.5,120.5,―,277.3,337.8,617.2,141.3,298.8,186.1
2001-06,138,161.5,171.5,770.5,―,―,―,―,167.9,98.2,101.1,40.2,166.3,138,452.9,158.7,235.2,120.2,―,276.5,390.1,531.8,125.1,351.6,189.6
2001-07,133.3,148.3,165.8,806,―,―,―,―,152,102,81.2,40.5,158.9,134.3,468.6,143.4,217.2,121.6,―,267.1,406.2,573.3,138.5,313,133.2
2001-08,124.3,133,158.7,728.7,―,―,―,―,129.8,102.1,102.7,35.1,140.6,118.3,410.7,140.5,206.2,109.9,―,244.3,316.1,564.5,119.3,334.4,133.9
2001-09,136.7,151.8,169.5,758.4,―,―,―,―,117.3,147.8,116.5,39.4,143,119.8,452.9,138.9,236.8,110.3,―,283.2,380.5,537.1,167.9,437.3,159.4
2001-10,124.3,153.6,174.1,717.2,―,―,―,―,122.7,98.8,81,40.5,166.3,136,478.4,148.6,200.2,112.1,―,254.1,391.8,505.8,140.4,267.1,138.3
2001-11,123.4,148.9,174.5,725.1,―,―,―,―,115.8,102.3,87.3,36.9,161.9,129.9,454,146.4,196.1,108,―,240.4,366.9,449.9,104.6,309.2,156.2
2001-12,119.3,143.4,156.8,691.6,―,―,―,―,112.5,111.8,100.6,34.8,157.6,119.1,413.7,127.4,196.9,124.5,―,225.2,316.1,452,105.9,305,140.3
2002-01,107.8,133.7,149.5,597.2,―,―,―,―,96.7,95.9,80.8,36.7,110.8,109.6,306.8,113.3,200,96.8,―,222.8,294,462.5,116,272.3,140.4
2002-02,120.2,142.8,161.1,573.1,―,―,―,―,103.3,105.3,110.2,40.2,124.4,126.7,341.9,115.3,200.2,102.1,―,268.4,338.2,511.5,179.4,302,170.2
2002-03,139.8,150.9,157.9,584.4,―,―,―,―,106.9,167.1,170.3,43.2,136.6,101.4,332.8,135.3,232,104.8,―,320,365.6,533.4,281.1,365.9,197.6
2002-04,112.9,140.2,153.2,586.6,―,―,―,―,107.3,81.7,75.7,37.1,136.4,129,322.9,130.3,213.3,108.9,―,274.7,324.6,590.1,198.4,211.7,167.3
2002-05,115,141.5,156,619.2,―,―,―,―,125.1,87.2,69.8,38.2,133.1,123.3,335.7,131.7,195.8,100.5,―,268,306.7,516.6,180.1,227.8,198.8
2002-06,119.5,151.5,152.3,600.1,―,―,―,―,126.8,96.1,83.2,42.5,139.1,128.4,337.3,132.2,173.4,99.3,―,242,332.2,456.2,130.6,297.8,159.3
2002-07,128.9,146.8,156.2,641.9,―,―,―,―,142.7,100.6,84.6,45,147.1,137,328,119.9,162.5,99.7,―,270.6,349,534.3,152.1,316,180
2002-08,116.4,127.9,143.7,619.2,―,―,―,―,139.5,97,93.3,35.5,122.8,113.9,282,108.6,154.8,96.4,―,221.3,294.6,501.1,108,303.1,120.5
2002-09,135.5,150.2,149.4,636.3,―,―,―,―,139.5,140.1,123.6,42.8,134.5,105.9,319.3,117.8,156.6,97.7,―,256.6,342.2,529.2,153,337.8,140.9
2002-10,124.9,158.1,164.1,722.2,―,―,―,―,143.5,88.9,91,42.9,149.2,140.9,319.7,131.5,170.4,104.8,―,235.4,357.3,498.1,121.2,205.6,136.3
2002-11,125.6,160.4,160.5,644.1,―,―,―,―,134.6,106.1,94.2,50.8,148.1,135.3,311.9,129.9,176.7,106.6,―,230.3,352.4,439.8,106.7,245,151.5
2002-12,123.7,149.3,156.5,627.1,―,―,―,―,131.5,114.7,93.4,50,136.8,125.2,286.6,112.2,174.8,115.1,―,236.2,337.8,430.6,139.3,290.5,144.6
2003-01,114.5,138.2,145.8,588.7,―,―,―,―,123.2,93.9,88.9,52,106.6,114.2,238.5,90.1,138,86.5,111.3,215,321.2,439.4,148.1,277,111.9
2003-02,125.6,147.8,157.9,611.4,―,―,―,―,127.4,101.6,108.3,55.4,133,120.1,278.7,91.1,132,96.7,118.5,227.4,343.7,484.7,127.1,272.6,145.9
2003-03,158,155.4,159.4,611.4,―,―,―,―,142.6,202.3,175.5,57.5,135.3,125.7,269.7,102.7,163,104.9,130.9,310.3,378.6,487.7,311.1,338.5,122
2003-04,115.4,148.8,169.6,586.6,―,―,―,―,141.1,68.1,79,47.7,130.2,155.7,250.5,109,142.7,103.8,121,213.3,377.7,521.7,117.5,158,117.4
2003-05,110.7,140.1,175.6,586.6,―,―,―,―,139.5,76.4,76,48.8,133.6,109.6,228.7,116.5,157.8,97.7,114.2,196.5,355,422.3,90.2,182.6,121
2003-06,126.6,139.4,173,570.9,―,―,―,―,149.9,102.9,87.4,59.6,136.7,131.4,232.5,115.4,149.3,103.3,132.7,195.2,377.5,386.7,101.5,258.8,90.7
2003-07,121.7,142.5,174.4,557.4,―,―,―,―,136.9,74.1,84,65.5,138.2,127.9,240.6,99.7,142.3,109.3,117.9,222,396.7,452.4,118.7,280.9,116.8
2003-08,110.5,123.8,144.1,477.2,―,―,―,―,122.9,87.7,81.2,52.6,114.9,104.9,220.9,82.8,145.9,97.1,111.1,183.1,320.3,431.2,86.2,286.6,103.3
2003-09,140.3,142.9,163.6,461.6,―,―,―,―,132.4,164.3,107,70.7,128.5,125.2,291.6,105.4,136.3,106.5,120.3,196.6,302.7,453.8,85,337.1,136.7
2003-10,122.7,145.3,172.9,533.3,―,―,―,―,125.9,78.7,87.2,61.6,132.5,128.6,289.8,115.1,148.3,114.5,121.8,214.7,349.9,428.2,89.7,269.1,154.6
2003-11,124.9,147.6,158.7,551.8,―,―,―,―,118.6,93.5,77.9,60.3,113.6,124.8,266.5,107.8,139.6,114.8,128,234.7,365.6,370.3,80,243.9,202.7
2003-12,130.5,141.9,163.7,520.5,―,―,―,―,127.4,122.6,88.8,60.3,121.7,129.2,245.3,98.3,127.5,127.3,129.3,228.7,375.6,382,101.9,229.8,164.9
2004-01,118.7,129.8,165.2,506.4,―,―,―,―,123.8,90.1,93.6,62.8,103.3,113.6,194.2,85.3,129.3,87.6,107.6,223.9,322.7,405.6,132.9,270.8,146.2
2004-02,127.7,140.2,170.6,490,―,―,―,―,130.8,108.1,101.2,64.6,120.7,121.3,241.2,89,120.7,93.5,111,226.8,348,445.7,131.6,268,140.3
2004-03,163.4,151.8,168.4,610,―,―,―,―,157.1,203.4,140.5,68.6,137.3,122,229.6,102.1,129.7,113.1,121.7,322.4,375.6,485.9,327.4,277,138.7
2004-04,120.8,150.2,168.9,697.4,―,―,―,―,135.8,73.6,74.3,63.2,134.5,127.1,231.9,110.2,131.4,104.2,114.8,225.4,368.6,494.4,115.6,179.9,148.5
2004-05,116,142.9,153.2,683.1,―,―,―,―,153.2,85.1,71.8,55.2,119.2,113.6,215.3,99,138.9,89.1,110,187.4,338.8,406,77.1,189.7,122.1
2004-06,130.6,151.5,163.3,653.4,―,―,―,―,154.4,107.3,80.6,64.5,134.8,114.3,232.7,103.4,139.2,101.1,126.6,197.6,366.9,382.3,92.3,260.4,110.2
2004-07,128.6,148.2,174.7,730,―,―,―,―,146.9,90.1,83,62.2,142.2,125.4,233.8,99.3,134.4,107.5,114.2,245.4,380.1,424.9,175.1,293.8,120.8
