地域階層,地域コード,地域,平成11年中／増減,平成11年中／転入,平成11年中／転出,平成12年中／増減,平成12年中／転入,平成12年中／転出,平成13年中／増減,平成13年中／転入,平成13年中／転出,平成14年中／増減,平成14年中／転入,平成14年中／転出,平成15年中／増減,平成15年中／転入,平成15年中／転出
4,13119,板橋区,-1184,13147,14331,237,14118,13881,672,14442,13770,16,13694,13678,173,14153,13980
4,13120,練馬区,1571,20971,19400,317,20163,19846,795,20309,19514,1067,20159,19092,255,20006,19751
4,13121,足立区,41,10998,10957,380,11610,11230,-108,10956,11064,-138,10624,10762,341,11040,10699
4,13122,葛飾区,-592,8839,9431,-1091,8901,9992,-32,9617,9649,235,9237,9002,-62,9253,9315
4,13123,江戸川区,1413,14105,12692,-918,13046,13964,-377,13607,13984,-174,13309,13483,-722,13081,13803
1,13200,市部,2311,134859,132548,296,131205,130909,41,128275,128234,-1061,124874,125935,874,131857,130983
4,13201,八王子市,2856,14111,11255,1199,12875,11676,-256,11648,11904,-1160,10991,12151,-87,12277,12364
4,13202,立川市,1333,7706,6373,86,6576,6490,213,6778,6565,-210,6467,6677,414,7241,6827
4,13203,武蔵野市,-1129,6259,7388,-238,6799,7037,-942,6227,7169,-707,6048,6755,-1135,5997,7132
4,13204,三鷹市,90,8061,7971,-683,7525,8208,-269,7490,7759,85,7759,7674,-163,7810,7973
4,13205,青梅市,529,3813,3284,68,3499,3431,79,3357,3278,-39,3336,3375,111,3366,3255
4,13206,府中市,-271,7531,7802,-402,7564,7966,1540,9763,8223,-1143,7649,8792,-668,8429,9097
4,13207,昭島市,-1031,3375,4406,-82,3579,3661,-180,3444,3624,1448,4849,3401,323,3913,3590
4,13208,調布市,-872,8705,9577,63,9034,8971,-771,8202,8973,-45,8582,8627,3,8971,8968
4,13209,町田市,997,6074,5077,1359,6118,4759,1118,5923,4805,1450,6418,4968,2089,7167,5078
4,13210,小金井市,-731,4843,5574,-438,5261,5699,-1024,4378,5402,-358,4601,4959,-707,4605,5312
4,13211,小平市,-540,6925,7465,-873,6776,7649,-469,6973,7442,-749,6288,7037,-1353,6122,7475
4,13212,日野市,-849,5596,6445,-1196,5046,6242,-223,5888,6111,-55,5522,5577,825,6841,6016
4,13213,東村山市,1150,5332,4182,786,5031,4245,-225,4125,4350,-47,4223,4270,859,4725,3866
4,13214,国分寺市,76,5402,5326,1280,6691,5411,338,5621,5283,-48,5074,5122,-731,4958,5689
4,13215,国立市,642,4007,3365,291,3663,3372,15,3340,3325,-364,2931,3295,-94,3550,3644
4,13216,田無市,-103,3074,3177,-161,3081,3242,0,0,0,0,0,0,0,0,0
4,13217,保谷市,424,4592,4168,-407,4186,4593,0,0,0,0,0,0,0,0,0
4,13218,福生市,-192,2595,2787,-160,2420,2580,-233,2362,2595,-464,2228,2692,-605,2100,2705
4,13219,狛江市,-253,3022,3275,-201,3063,3264,-8,2944,2952,127,2932,2805,-359,2770,3129
4,13220,東大和市,233,3287,3054,439,2936,2497,729,3375,2646,712,3372,2660,-19,2695,2714
4,13221,清瀬市,-49,1859,1908,132,1977,1845,617,2278,1661,423,2125,1702,332,2133,1801
4,13222,東久留米市,-171,3553,3724,-556,3149,3705,30,3635,3605,-205,3041,3246,-88,3510,3598
4,13223,武蔵村山市,-211,2561,2772,124,2430,2306,201,2540,2339,-31,2359,2390,-56,2298,2354
4,13224,多摩市,-1168,4667,5835,-1205,4549,5754,-895,4388,5283,-393,4673,5066,-412,4969,5381
4,13225,稲城市,989,2937,1948,902,2940,2038,492,2403,1911,593,2555,1962,809,2945,2136
4,13227,羽村市,8,2333,2325,-213,2107,2320,-192,1956,2148,-445,1796,2241,59,2208,2149
4,13228,あきる野市,554,2639,2085,382,2330,1948,117,2212,2095,452,2462,2010,275,2329,2054
4,13229,西東京市,0,0,0,0,0,0,239,7025,6786,112,6593,6481,1252,7928,6676
1,13550,町村部,312,3290,2978,247,3111,2864,129,2960,2831,85,2847,2762,-189,2685,2874
2,13300,郡部,374,2179,1805,328,2121,1793,359,2067,1708,263,2048,1785,-11,1785,1796
4,13303,瑞穂町,217,1307,1090,361,1404,1043,296,1250,954,206,1186,980,17,1066,1049
4,13305,日の出町,83,541,458,-10,461,471,64,528,464,110,603,493,-9,471,480
4,13307,檜原村,35,103,68,7,79,72,-19,64,83,-4,77,81,-5,76,81
4,13308,奥多摩町,39,228,189,-30,177,207,18,225,207,-49,182,231,-14,172,186
2,13350,島部,-62,1111,1173,-81,990,1071,-230,893,1123,-178,799,977,-178,900,1078
3,13360,大島支庁,-39,526,565,-28,464,492,-89,455,544,-38,429,467,-63,474,537
4,13361,大島町,-23,327,350,10,310,300,-75,276,351,-21,269,290,-29,300,329
4,13362,利島村,-10,20,30,4,20,16,-5,8,13,-2,22,24,1,12,11
4,13363,新島村,-4,104,108,-22,83,105,6,102,96,4,78,74,-6,109,115
4,13364,神津島村,-2,75,77,-20,51,71,-15,69,84,-19,60,79,-29,53,82
3,13380,三宅支庁,-26,147,173,-12,145,157,-93,19,112,-95,9,104,-62,21,83
4,13381,三宅村,-20,125,145,-10,124,134,-93,4,97,-91,0,91,-57,3,60
4,13382,御蔵島村,-6,22,28,-2,21,23,0,15,15,-4,9,13,-5,18,23
3,13400,八丈支庁,7,293,286,-50,229,279,3,317,314,-42,249,291,-38,284,322
4,13401,八丈町,1,264,263,-52,207,259,18,301,283,-41,233,274,-33,265,298
4,13402,青ヶ島村,6,29,23,2,22,20,-15,16,31,-1,16,17,-5,19,24
3,13420,小笠原支庁,-4,145,149,9,152,143,-51,102,153,-3,112,115,-15,121,136
4,13421,小笠原村,-4,145,149,9,152,143,-51,102,153,-3,112,115,-15,121,136
,,,,,,,,,,,,,,,,,
人口の動き（平成15年中）,,,,,,,,,,,,,,,,,
第13表　区市町村別都内間移動による社会動態　（平成11年～15年）,,,,,,,,,,,,,,,,,
注）転入、転出数は、都内区市町村間の移動者数であり、同一区市町村内の移動者数は含まない。,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,,,
