"年月[西暦]","施設名称","施設所在地","施設方書","施設廃止日","緯度","経度"
"202304","医療法人社団千秋双葉会　東京シティクリニック三田","東京都港区芝四丁目5番8号","池藤ビル2階","2023/3/31","35.648842","139.751266"
"202304","芝浦クリニック","東京都港区芝浦三丁目16番1号","中野興産ビル1階","2023/3/31","35.642165","139.749756"
"202304","北里大学東洋医学総合研究所","東京都港区白金五丁目9番1号","アネックス棟1、2階","2023/3/31","35.645914","139.726365"
"202304","医療法人社団康喜会　アルト新橋胃腸肛門クリニック","東京都港区新橋一丁目15番7号","新橋NFビル4階","2023/3/31","35.668089","139.757282"
"202304","愛宕クリニック","東京都港区新橋二丁目16番1号","ニュー新橋ビル3階","2023/4/24","35.666423","139.757358"
"202304","今井内科医院","東京都港区新橋五丁目7番12号","丸石新橋ビル2階","2023/2/2","35.663688","139.754447"
"202304","西麻布ライフケアクリニック","東京都港区西麻布四丁目4番3号","フリーディオ西麻布1階","2023/3/31","35.657182","139.723702"
"202304","新橋－虎ノ門内視鏡クリニック","東京都港区西新橋一丁目17番8号","須田ビル1階","2023/3/31","35.667238","139.753728"
"202304","医療法人社団大瑛会　Ｔケアクリニック浜松町","東京都港区浜松町二丁目13番地9","G-1ビル2階","2023/4/6","35.653283","139.754956"
"202304","南の風メンタル","東京都港区南青山二丁目12番15号","南青山2丁目ビル9階","2023/3/31","35.671275","139.720594"
"202304","レカルカクリニック表参道","東京都港区南青山五丁目6番24号","Barbizon23 2階","2023/3/31","35.663553","139.712078"
"202304","新赤坂クリニック","東京都港区六本木五丁目5番1号","ロア六本木 六本木共同ビル11階","2023/3/31","35.661925","139.734528"
"202305","センクサスクリニック","東京都港区赤坂一丁目12番32号","アーク森ビル30階","2023/5/31","35.667113","139.740135"
"202305","声のクリニック赤坂　こまざわ耳鼻咽喉科","東京都港区赤坂五丁目1番34号","クォーターハウスビル4階","2023/4/30","35.673969","139.735724"
"202305","フォーシーズンズ美容皮膚科　東京竹芝院","東京都港区海岸一丁目10番30号","アトレ竹芝タワー棟3階","2023/5/11","35.655884","139.762831"
"202305","ダイキン工業株式会社東京支社　健康管理室","東京都港区港南二丁目18番1号","JR品川イーストビル10階","2023/5/10","35.628911","139.740774"
"202305","医療法人社団佐伯耳鼻咽喉科","東京都港区芝五丁目16番1号","千代ビル5階","2023/4/30","35.648719","139.745744"
"202305","田町眼科クリニック","東京都港区芝五丁目27番14号","小川ビル2階","2023/4/30","35.646941","139.746143"
"202305","医療法人社団ビーンズ新橋駅前まめクリニック","東京都港区新橋二丁目16番1号","ニュー新橋ビル3階323号室","2023/5/11","35.666423","139.757358"
"202305","医療法人社団　ルーク会　白金高輪駅前内科・糖尿病クリニック","東京都港区高輪一丁目4番13号","2階","2023/4/30","35.643458","139.735714"
"202305","ブレインクリニック浜松町","東京都港区浜松町二丁目7番17号","イーグル浜松町5階","2023/5/9","35.654122","139.754567"
"202305","医療法人社団古川医院","東京都港区東麻布三丁目7番13号","MD麻布2階","2023/4/30","35.656335","139.738079"
"202305","慶應義塾大学　三田健診診療所","東京都港区三田二丁目15番45号","慶應義塾大学 三田キャンパス","2023/5/10","35.648366","139.743172"
"202305","ＲＥＮＡＴＡ　ＣＬＩＮＩＣ　表参道院","東京都港区南青山五丁目11番2号","SANWA南青山Bldg.8階","2023/4/30","35.669439","139.716711"
"202306","霊友会医務室","東京都港区麻布台一丁目7番8号",,"2023/5/31","35.661116","139.742220"
"202306","芝公園訪問クリニック","東京都港区芝三丁目13番12号","301","2023/6/5","35.652527","139.745583"
"202306","Ｌｉｖｅｌｙ　Ｃｌｉｎｉｃ","東京都港区浜松町一丁目27番9号","トラスト浜松町ビル5階","2023/5/31","35.656905","139.755245"
"202306","Ｅｉｒ　Ｃｌｉｎｉｃ","東京都港区南青山二丁目7番8号",,"2023/6/14","35.670314","139.723063"
"202306","南青山スキンケアクリニック","東京都港区南青山五丁目14番7号","アヴァン南青山地下1階","2023/6/30","35.660355","139.713197"
"202306","麻布訪問クリニック","東京都港区南麻布四丁目5番56号","キャッスル佐藤102号","2023/6/5","35.650121","139.724111"
"202307","武村医院","東京都港区北青山三丁目12番2号","1階","2023/6/30","35.663689","139.710025"
"202307","ＦＬＡＬＵクリニック東京院","東京都港区芝大門一丁目16番7号","幸伸ビル3階","2023/6/30","35.656996","139.754421"
"202307","ルナレディースクリニック新橋銀座口院","東京都港区新橋一丁目5番5号","グランベル銀座ビル2　10階","2023/6/30","35.667631","139.760077"
"202307","医療法人社団ゆかり会　虎ノ門ウィメンズクリニック","東京都港区虎ノ門一丁目4番4号","第二誠ビル3階","2023/7/6","35.669657","139.750814"
"202307","医療法人社団　神田第二クリニック","東京都港区西麻布三丁目20番14号","梅田ビル2階","2023/3/31","35.660223","139.725866"
"202307","大内ビューティークリニック","東京都港区南青山二丁目22番17号","センテニアル青山6階","2023/7/18","35.670741","139.719341"
"202307","ＨＡＤＡ　ＬＯＵＮＧＥ　クリニック　南青山院","東京都港区南青山三丁目2番7号","ブラック青山4F号室","2023/6/30","35.667668","139.717780"
"202307","ＲＥＮＡＴＡ　ＣＬＩＮＩＣ　表参道院","東京都港区南青山五丁目11番2号","SANWA南青山Bldg.8階","2023/6/30","35.669439","139.716711"
"202308","ＱＵＩＣ　ＢＥＡＵＴＹ　ＣＬＩＮＩＣ","東京都港区赤坂九丁目6番28号","アルベルゴ乃木坂804号室","2023/5/9","35.666545","139.728445"
"202308","医療法人社団ビーンズ美容皮膚科さくらクリニック表参道院","東京都港区北青山三丁目13番12号","オムニクォータービル2階","2023/7/31","35.663955","139.709301"
"202308","東京美容外科品川院","東京都港区港南二丁目2番16号","谷田企画第一ビル6階","2023/7/31","35.6292224","139.7398423"
"202308","耳鼻咽喉科望月医院","東京都港区白金三丁目10番18号",,"2023/7/31","35.645027","139.730815"
"202308","虎の門耳鼻科クリニック","東京都港区虎ノ門一丁目1番25号","虎ノ門1丁目ビル6階","2023/8/17","35.670492","139.749856"
"202308","神谷町脳神経外科クリニック","東京都港区虎ノ門四丁目1番1号","神谷町トラストタワー2階","2023/7/31","35.665016","139.745407"
"202309","アルト新橋胃腸肛門クリニック","東京都港区新橋一丁目15番7号","新橋NFビル4F","2023/8/31","35.668089","139.757282"
"202309","大村ビル皮フ科","東京都港区新橋二丁目5番6号","大村ビル2階202号室","2023/9/21","35.667457","139.755884"
"202309","医療法人社団東雲会　新橋－虎ノ門内視鏡クリニック","東京都港区西新橋一丁目17番8号","須田ビル1F","2023/8/31","35.667238","139.753728"
"202309","麻布十番ジャガークリニック","東京都港区東麻布三丁目7番13号","MD麻布1・2階","2023/8/31","35.656335","139.738079"
