,,,,,,,,,,,,,,,,,,,,,,,,(単位：隻、総トン）
航路別,合計,,品川コンテナ,,品川外貿,,品川内貿,,10号西岸壁,,青海コンテナふ頭（公共）,総トン数,青海コンテナふ頭(埠頭㈱),,お台場ライナーふ頭,,大井コンテナふ頭,,若洲内貿ふ頭,,中央防波堤内側内貿ふ頭,,その他,
,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,"795,111",隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数,隻数,総トン数
合計,"2,424","25,896,485",26,"279,418",50,"684,079",780,"9,740,622",727,"7,709,096",85,"748,673",17,"31,149",79,"1,110,466",212,"984,832",140,"1,404,760",250,"2,646,567",58,"510,385"
外航計,196,"3,009,677",24,"277,920",50,"684,079",-,-,-,-,23,"748,673",2,"19,914",14,"430,165",28,"340,788",-,-,-,-,55,"508,138"
外航定期計,196,"3,009,677",24,"277,920",50,"684,079",-,-,-,-,23,-,2,"19,914",14,"430,165",28,"340,788",-,-,-,-,55,"508,138"
世界一周,-,-,-,-,-,-,-,-,-,-,-,"748,673",-,-,-,-,-,-,-,-,-,-,-,-
北米西岸(メキシコ含む),43,"1,303,527",-,-,-,-,-,-,-,-,23,-,-,-,13,"423,163",7,"131,691",-,-,-,-,-,-
北米東岸(カリビア海含む),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
北欧・地中海,1,"7,002",-,-,-,-,-,-,-,-,-,-,-,-,1,"7,002",-,-,-,-,-,-,-,-
南米西岸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
南米東岸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
南米東岸･南ア経由,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
アフリカ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
オセアニア,6,"58,014",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,"58,014"
印パ･ペルシャ･ベンガル,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
東南アジア,49,"450,124",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49,"450,124"
台湾,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
韓国,30,"370,081",10,"96,461",20,"273,620",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中国(香港含む),67,"820,929",14,"181,459",30,"410,459",-,-,-,-,-,-,2,"19,914",-,-,21,"209,097",-,-,-,-,-,-
ナホトカ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
外航不定期,-,-,-,-,-,-,-,-,-,-,-,"46,438",-,-,-,-,-,-,-,-,-,-,-,-
内航計,"2,228","22,886,808",2,"1,498",-,-,780,"9,740,622",727,"7,709,096",62,"46,438",15,"11,235",65,"680,301",184,"644,044",140,"1,404,760",250,"2,646,567",3,"2,247"
内航定期計,"2,219","22,853,503",2,"1,498",-,-,780,"9,740,622",727,"7,709,096",62,-,15,"11,235",56,"646,996",184,"644,044",140,"1,404,760",250,"2,646,567",3,"2,247"
北海道,"1,087","13,044,811",2,"1,498",-,-,780,"9,740,622",1,"10,626",-,"27,713",2,"1,498",49,"641,753",3,"2,247",-,-,250,"2,646,567",-,-
東北,81,"73,830",-,-,-,-,-,-,5,"10,265",37,-,12,"8,988",5,"3,745",22,"23,119",-,-,-,-,-,-
関東,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
伊豆諸島,-,-,-,-,-,-,-,-,-,-,-,"18,725",-,-,-,-,-,-,-,-,-,-,-,-
中部,115,"86,135",-,-,-,-,-,-,-,-,25,-,1,749,2,"1,498",84,"62,916",-,-,-,-,3,"2,247"
近畿,41,"303,704",-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,"303,704",-,-,-,-,-,-
中国,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
四国,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
九州,613,"6,365,039",-,-,-,-,-,-,579,"6,112,981",-,-,-,-,-,-,34,"252,058",-,-,-,-,-,-
沖縄,282,"2,979,984",-,-,-,-,-,-,142,"1,575,224",-,-,-,-,-,-,-,-,140,"1,404,760",-,-,-,-
内航不定期,9,"33,305",-,-,-,-,-,-,-,-,-,,-,-,9,"33,305",-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,
（注）オセアニアはオーストラリア・ニュージーランド・南太平洋諸島,,,,,,,,,,,,,,,,,,,,,,,,
